Gene = Srp19
index = 1519
Annotated 5SS: [178]
Annotated 3SS: [249]
SMsplice 5SS: [178]
SMsplice 3SS: [249]
top_k =  500
Partition function (log Z): -6.280865546101639

Sorted 5' Splice Sites (High to Low Probability):
Position 178: 0.8391273137736186
Position 225: 0.13359675794305673
Position 211: 0.02333843184238982
Position 327: 0.013108975756927687
Position 329: 0.012715050493931384
Position 26: 0.008659954653001024
Position 465: 0.0013106429361666176
Position 237: 0.00020681969493396382
Position 303: 0.00017516771819307784
Position 484: 0.00011269960815319179
Position 470: 6.806849765261616e-05
Position 4: 4.8373009581221036e-05
Position 449: 3.420573594610797e-05
Position 367: 2.5317421182516366e-05
Position 64: 2.4815400102848268e-05
Position 35: 1.1704713106380081e-05
Position 447: 8.46100728066784e-06
Position 406: 7.563644838834438e-06
Position 441: 6.582410616639521e-06
Position 240: 5.571779659848616e-06
Position 455: 3.3504534086654705e-06
Position 436: 1.7457973312004794e-06
Position 371: 1.7395351424609134e-06
Position 362: 1.5747099590316254e-06
Position 125: 6.869750096011656e-07
Position 444: 4.097291626938512e-07
Position 385: 7.830015963736486e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 249: 0.5662949965562313
Position 385: 0.26523239966900475
Position 282: 0.19062093316684395
Position 76: 0.007008091474268755
Position 534: 0.00171802680477021
Position 98: 0.0012373340939699855
Position 397: 0.00014642646254828555
Position 298: 5.822694668894276e-05
Position 342: 4.732235759350146e-05
Position 111: 3.594947683342655e-05
Position 423: 2.5132351694786784e-05
Position 322: 2.4567548428659772e-05
Position 592: 2.4383396539332298e-05
Position 426: 2.4201087110412268e-05
Position 538: 2.0031494772707287e-05
Position 332: 1.665469598331587e-05
Position 460: 1.2134503420982197e-05
Position 403: 1.18498343400766e-05
Position 125: 8.91554748468293e-06
Position 406: 7.700848086071038e-06
Position 289: 6.8607933695261485e-06
Position 319: 6.110468243874204e-06
Position 589: 5.125201339248429e-06
Position 562: 3.2244072206554023e-06
Position 547: 1.7576279624480784e-06
Position 122: 1.5026831972719045e-06
Position 301: 9.183887253477263e-07
Position 604: 4.082840367694928e-07
Position 511: 3.8888171551528794e-07
Position 553: 2.4366878006890955e-07
Position 53: 6.695334598936438e-08
Position 598: 6.361328994233641e-08
Position 153: 5.5427604596584374e-08
Position 676: 3.101577729712188e-08
Position 181: 1.1517457497257147e-08
Position 175: 7.369892979519962e-09
Position 147: 6.893127771152532e-09
Position 211: 2.0022304699613056e-09
Position 188: 2.6581507864040363e-11
