Gene = LKRSDH
index = 1247
Annotated 5SS: [ 185  450 1368 1812 2451 3785 4021]
Annotated 3SS: [ 305 1190 1432 1875 2628 3843 4082]
SMsplice 5SS: [ 185  450  828 1368 1812 2451 3785 4021]
SMsplice 3SS: [ 305  513 1190 1432 1875 2628 3843 4082]
top_k =  500
Partition function (log Z): 36.58391283612626

Sorted 5' Splice Sites (High to Low Probability):
Position 4021: 0.9999023704883466
Position 2451: 0.9966296510945271
Position 3785: 0.9962340508510857
Position 1812: 0.9956580617693409
Position 450: 0.9947374927313284
Position 185: 0.9590873280284516
Position 1368: 0.8187894244149685
Position 4455: 0.5155202005268311
Position 828: 0.33527526826058657
Position 605: 0.09438052387431005
Position 629: 0.06980070828585248
Position 2749: 0.04538951248151835
Position 906: 0.04523908406729128
Position 591: 0.04486164523434953
Position 618: 0.043610019879405326
Position 242: 0.04077137856647611
Position 865: 0.03435767368503777
Position 3193: 0.026482566291785505
Position 2788: 0.02434908873789787
Position 3106: 0.01709468896002652
Position 820: 0.013123770123665848
Position 980: 0.012771091941928353
Position 2775: 0.01227706907824203
Position 3209: 0.011518577288131283
Position 1263: 0.010531317479375026
Position 2950: 0.010054017238133331
Position 2773: 0.009808744564469236
Position 3160: 0.00950062899800904
Position 1089: 0.009008185048113302
Position 4303: 0.008448687156694498
Position 1523: 0.007504184100017536
Position 3341: 0.006975167571685397
Position 568: 0.00659338152141791
Position 613: 0.004554792108232717
Position 599: 0.004135144936926258
Position 4164: 0.0039341544516478715
Position 949: 0.0035482362745345103
Position 4379: 0.0026699573410945096
Position 572: 0.002518224477970211
Position 1387: 0.0023147152607370432
Position 2827: 0.002210712204014101
Position 2871: 0.002094182267471153
Position 1103: 0.0020541593231383844
Position 2729: 0.0018163202902257542
Position 3122: 0.0017031626008579682
Position 3086: 0.0015362902656009306
Position 1242: 0.001455042268135645
Position 2447: 0.0013810653104614895
Position 3789: 0.0012834321499887434
Position 2736: 0.001170147621110513
Position 2134: 0.0011639340478847473
Position 1930: 0.0010656439446549318
Position 2755: 0.0010266815223537627
Position 4459: 0.0010003627613101671
Position 408: 0.0009551911344331307
Position 1902: 0.0006787008039951312
Position 4432: 0.0006485524002750732
Position 925: 0.0006229518730852285
Position 2246: 0.0006214166154333693
Position 3485: 0.0005824587422602078
Position 3457: 0.000500131237605162
Position 2793: 0.00047863645327673164
Position 3724: 0.00046435865158221256
Position 4648: 0.00046347843082064904
Position 786: 0.00042602573002155684
Position 840: 0.0004009317383278794
Position 430: 0.0003905228111748267
Position 4202: 0.0003885238132987865
Position 1059: 0.0003562303782871732
Position 735: 0.00035391109599205127
Position 1020: 0.00034507652839069604
Position 4277: 0.00033606093301949706
Position 1054: 0.00033148920527182804
Position 2839: 0.00032816953641921385
Position 1796: 0.0003222113356624442
Position 2918: 0.00026406243846380137
Position 2902: 0.00023065111894439094
Position 2517: 0.00023050737644017132
Position 2012: 0.00022224368039486662
Position 1821: 0.00021083305667758738
Position 4558: 0.0002032961562159265
Position 414: 0.0001531802940534171
Position 1768: 0.00013337680440363904
Position 2501: 0.00011820070176470837
Position 597: 0.0001179020261445137
Position 386: 0.00011609306948397335
Position 3701: 0.00011121436915066401
Position 68: 9.80352132560424e-05
Position 1254: 9.356270117978688e-05
Position 2560: 7.46102190219814e-05
