Gene = Notum
index = 1327
Annotated 5SS: [ 440 6185 6764]
Annotated 3SS: [5790 6250 6827]
SMsplice 5SS: [ 440 6185 6764 6962]
SMsplice 3SS: [5790 6250 6827 8115]
top_k =  500
Partition function (log Z): 6.289618869288136

Sorted 5' Splice Sites (High to Low Probability):
Position 6185: 0.999443786537765
Position 6764: 0.9985805015679718
Position 440: 0.9900020577503975
Position 6962: 0.6786638913238414
Position 8018: 0.11123900745923328
Position 8008: 0.050839572389534717
Position 3742: 0.029272242617117326
Position 7917: 0.02816175045936024
Position 8226: 0.02486980964773707
Position 8230: 0.020729776697855973
Position 1657: 0.020384885913423703
Position 1255: 0.016520275715904104
Position 7976: 0.015719630561724648
Position 3068: 0.014349296778087906
Position 2239: 0.009961564545138758
Position 7828: 0.0069735677792977496
Position 8196: 0.005919835108557177
Position 471: 0.00579600700461596
Position 7934: 0.004864968130721764
Position 8355: 0.004697677621816341
Position 4333: 0.004513968773161046
Position 7902: 0.003260804770629395
Position 7089: 0.0028304287278122634
Position 3136: 0.002657335328521343
Position 5677: 0.0023969065835643373
Position 4053: 0.002069198716602357
Position 6993: 0.0019410120063877308
Position 6973: 0.0015445997254103345
Position 8222: 0.0014431820717845732
Position 6508: 0.0014282501551664175
Position 4362: 0.0012193753596905317
Position 8928: 0.0011103375148940585
Position 6768: 0.0010095961852026984
Position 8994: 0.0009986880340437396
Position 6421: 0.0008966804924409508
Position 6971: 0.0006000354300963171
Position 24: 0.0005431405565164282
Position 8211: 0.0005139908145263228
Position 3132: 0.000492488881066646
Position 7001: 0.00048394335407960664
Position 7832: 0.0004325273357976173
Position 6580: 0.00032844719608117554
Position 77: 0.0003185304042609317
Position 8243: 0.0002684217700207114
Position 8736: 0.00023097409160260034
Position 7393: 0.0001832519815978745
Position 8998: 0.00017780575495193358
Position 8348: 0.00015845478990929188
Position 6191: 0.00012966356528634624
Position 252: 0.00012741200781224833
Position 8593: 0.00010709318900501845
Position 8625: 0.00010246295640925367
Position 130: 9.067704652822551e-05
Position 264: 8.770242956424281e-05
Position 7182: 8.741543994028093e-05
Position 7962: 8.095741021752025e-05
Position 9139: 7.703527710107909e-05
Position 6593: 7.02201787608163e-05
Position 7548: 6.881144400610811e-05
Position 7022: 6.854204972857053e-05
Position 6544: 6.676493683594319e-05
Position 7878: 6.547585290755439e-05
Position 1129: 6.482347846911242e-05
Position 1108: 5.836957792297028e-05
Position 6189: 5.7075857074432725e-05
Position 1366: 5.476514218273304e-05
Position 45: 5.4518207336438134e-05
Position 6506: 5.286245428590415e-05
Position 1425: 5.2555517177562644e-05
Position 7113: 5.130793094494511e-05
Position 7597: 4.706214297037486e-05
Position 3484: 3.950144891557469e-05
Position 3109: 3.9174174181775274e-05
Position 7136: 3.254818767515065e-05
Position 7790: 3.1063068057429074e-05
Position 6497: 2.6765473997149794e-05
Position 1206: 2.4573336603343627e-05
Position 193: 2.39324674767376e-05
Position 6393: 2.360876728485375e-05
Position 6442: 2.1754277770958082e-05
Position 1222: 2.1032091177073617e-05
Position 652: 2.0827076233208096e-05
Position 876: 2.0616556609785603e-05
Position 6649: 2.054628938603176e-05
Position 6704: 2.0343707654768732e-05
Position 2007: 1.992346817754549e-05
Position 3037: 1.759362062782885e-05
Position 2287: 1.5136030004211244e-05
Position 52: 1.4478728330199695e-05
Position 6659: 1.44519494318621e-05
Position 6089: 1.4444968490471027e-05
Position 3839: 1.2459053415578918e-05
Position 2322: 1.1498610634574239e-05
Position 2336: 1.0811922870419323e-05
Position 1680: 1.03526241694503e-05
Position 6332: 9.955138891626208e-06
Position 6401: 9.73986571784085e-06
Position 2457: 9.72639521557003e-06
Position 2253: 9.717911672342614e-06
Position 655: 7.512436294419087e-06
Position 1630: 7.488490446475659e-06
Position 6984: 7.1625088871012215e-06
Position 1169: 6.53808206607532e-06
Position 6342: 6.2638635517253845e-06
Position 47: 5.460345809389839e-06
Position 6464: 4.868260962084101e-06
Position 350: 4.6459833636970064e-06
Position 6386: 4.538635682937945e-06
Position 666: 4.415800080071844e-06
Position 1259: 4.413134084874097e-06
Position 6571: 3.2615178431079824e-06
Position 1163: 3.221706988870557e-06
Position 6728: 3.1413227569091754e-06
Position 7530: 3.0534164252050735e-06
Position 201: 2.8718151169529637e-06
Position 6666: 2.801237155385514e-06
Position 7772: 2.5205220949113466e-06
Position 6772: 2.4056004530305645e-06
Position 1143: 1.8586933301097325e-06
Position 2136: 1.78911879609423e-06
Position 6457: 1.728485565324464e-06
Position 8012: 1.4787280010436499e-06
Position 5935: 1.233360162429437e-06
Position 7647: 1.1890261662775206e-06
Position 2028: 1.0325326258620694e-06
Position 6884: 1.030184651666998e-06
Position 6035: 9.883592882105525e-07
Position 7068: 7.996002445791698e-07
Position 1183: 7.602127379027452e-07
Position 7665: 7.035784714716501e-07
Position 1386: 4.911330685027428e-07
Position 1111: 4.81707853779194e-07
Position 3967: 4.7504944751696455e-07
Position 6339: 4.5858014867641566e-07
Position 858: 4.405078499678128e-07
Position 4293: 4.2153733131658074e-07
Position 1986: 4.165361447145044e-07
Position 6693: 3.714738384061729e-07
Position 7320: 3.634615672964517e-07
Position 3759: 3.563807192293711e-07
Position 853: 2.911765575529802e-07
Position 1352: 2.892030078560468e-07
Position 7625: 2.87592178345946e-07
Position 348: 2.3047454962466436e-07
Position 724: 1.1800100126934207e-07
Position 6584: 1.1133279305090382e-07
Position 34: 1.0484746709714507e-07
Position 570: 7.601900412293e-08
Position 1591: 6.235856982383468e-08
Position 6597: 5.5290768101413204e-08
Position 6481: 4.507459273677384e-08
Position 6653: 4.005123861186834e-08
Position 6896: 3.965173908651743e-08
Position 8: 3.359136857460002e-08
Position 6321: 3.0557984353476924e-08
Position 7616: 1.9597816457784223e-08
Position 6310: 5.841277052723974e-09
Position 1614: 2.0134335976475087e-09
Position 6669: 1.663438760482054e-09
Position 874: 1.0738442099706653e-09
Position 6631: 7.599811734224502e-10
Position 789: 7.569926908416488e-10
Position 610: 6.823047961235392e-10
Position 4357: 5.080344727211786e-10
Position 4399: 4.910668825351939e-10
Position 3740: 4.685153544625232e-10
Position 3627: 4.055948712305944e-10
Position 444: 1.3922846580830203e-10
Position 6875: 1.3468047751047979e-10
Position 371: 1.2408171426186237e-10
Position 6839: 8.00320705551927e-11
Position 953: 4.4900543372099494e-11
Position 603: 3.9867202987547986e-11
Position 955: 3.9587708689316136e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 6250: 0.9998471477664582
Position 6827: 0.9979368396074474
Position 8115: 0.6943964129280674
Position 5790: 0.6826516446461807
Position 5818: 0.24564996675836112
Position 7058: 0.061450565265369725
Position 8076: 0.04926660570264911
Position 5828: 0.039244392235105494
Position 3337: 0.03199057627124034
Position 8782: 0.03168726987295389
Position 8137: 0.029868840176014527
Position 8813: 0.021810090323005075
Position 8652: 0.018712394324923137
Position 8317: 0.01862454984426492
Position 1498: 0.014713591946983432
Position 7033: 0.011818608680070458
Position 1425: 0.00869609471034588
Position 979: 0.008301131598959849
Position 4737: 0.0077027532985357965
Position 9012: 0.006838797268879854
Position 5832: 0.0056553601573514165
Position 8379: 0.00499470596297869
Position 2220: 0.004657580401221925
Position 6128: 0.004462786325674438
Position 8295: 0.004442148357594369
Position 5855: 0.004139116431706168
Position 8668: 0.0038577919801700234
Position 9056: 0.0035667446632621086
Position 2912: 0.003349386166723267
Position 2048: 0.002905535391779789
Position 5728: 0.0027102851680702784
Position 2597: 0.002545584870364185
Position 3006: 0.0020642946092064986
Position 3966: 0.0019020485168752467
Position 6608: 0.0018137050904751197
Position 701: 0.0017644491119598493
Position 2972: 0.0017429559362552333
Position 9240: 0.0016832705675414667
Position 2027: 0.0015347503650636927
Position 9124: 0.001512923349342397
Position 5437: 0.0013412232802599644
Position 2969: 0.0013115700659957182
Position 627: 0.0012799408084170245
Position 5759: 0.0012789477681453987
Position 8989: 0.0012707334993490706
Position 2900: 0.0009187524884607677
Position 8088: 0.0009159781854131026
Position 3598: 0.0009156859721861104
Position 4835: 0.0009087747742853657
Position 4006: 0.0008888680374538851
Position 3241: 0.0008662273850831843
Position 5162: 0.0008281111018574587
Position 982: 0.0008053169279470017
Position 3381: 0.0007487197453220903
Position 3553: 0.0007333879025961878
Position 7167: 0.0006880441527592121
Position 9079: 0.0006739799883042256
Position 130: 0.00061518391936646
Position 7962: 0.0006098262164586808
Position 3291: 0.0005501221107138672
Position 1316: 0.0005484788780077828
Position 2669: 0.0005083409900175536
Position 603: 0.00046797545096730287
Position 7148: 0.00046426342669574804
Position 6564: 0.00045972011081677296
Position 4601: 0.0004461769299607385
Position 1299: 0.00044125984366000877
Position 1032: 0.0004305378768182502
Position 7852: 0.00042904033153822347
Position 3419: 0.0004061596716004026
Position 606: 0.00040439139966943664
Position 758: 0.0003579595048430633
Position 2470: 0.00035203059020304586
Position 651: 0.00033654093024971946
Position 7300: 0.00030618645563399544
Position 7089: 0.00028755523839560067
Position 7969: 0.00027893770719987206
Position 5000: 0.0002554722780292981
Position 7237: 0.00024731589618476384
