Gene = Tgi
index = 1558
Annotated 5SS: [ 9350 14418]
Annotated 3SS: [14102 14485]
SMsplice 5SS: [  211   934 14418]
SMsplice 3SS: [  765 14102 14485]
top_k =  500
Partition function (log Z): 4.940970685997329

Sorted 5' Splice Sites (High to Low Probability):
Position 14418: 0.9999210376121865
Position 934: 0.9926963377392221
Position 211: 0.8063616275135393
Position 2275: 0.5057367263083891
Position 3302: 0.1740156379353631
Position 7625: 0.09500923885806974
Position 681: 0.07992151608761212
Position 705: 0.0780546419154266
Position 5358: 0.0570251750238706
Position 4972: 0.04513288798672072
Position 5170: 0.035949492125251975
Position 5414: 0.016043122080653918
Position 3272: 0.013038855129386474
Position 5431: 0.01153288446234529
Position 555: 0.00905914272716593
Position 1524: 0.007361276790486992
Position 5106: 0.0063039372258889455
Position 12412: 0.0051452367992414275
Position 1796: 0.004997383484370853
Position 1506: 0.004611792900297063
Position 539: 0.004130869811190605
Position 2376: 0.003966105361498956
Position 227: 0.003580476674233649
Position 9350: 0.0033381958910115167
Position 15255: 0.0031748324358372715
Position 6318: 0.0026982561404842896
Position 15524: 0.0023536911724905706
Position 720: 0.002278385756118203
Position 1479: 0.002075418965854767
Position 34: 0.0019115634017224346
Position 5665: 0.0018260249921638585
Position 8107: 0.0017181959396165138
Position 14603: 0.0016870650171499717
Position 246: 0.0013777530883136246
Position 2295: 0.0013434011098154028
Position 216: 0.001130904625927055
Position 292: 0.001098568992678564
Position 709: 0.001069113536190807
Position 14600: 0.0009004525838727886
Position 707: 0.0008513965035869609
Position 2114: 0.0008446445676993005
Position 5187: 0.0007498542844776974
Position 413: 0.0007077388779922985
Position 499: 0.0006552837037563082
Position 7093: 0.0005619667036140939
Position 125: 0.0005142435921476026
Position 339: 0.0005124948130019925
Position 1191: 0.0004791995888847304
Position 575: 0.0004753590371720495
Position 14872: 0.0004633161526676595
Position 1529: 0.00040590832346225326
Position 1230: 0.00040327053953411466
Position 722: 0.00039193267958874194
Position 14706: 0.0003322115844819129
Position 331: 0.0003296905082737404
Position 547: 0.00029506899009703686
Position 287: 0.00027151196906552417
Position 15588: 0.00025804332603027733
Position 670: 0.0002277251289768015
Position 672: 0.00022579438025014704
Position 1427: 0.00020510856644751573
Position 381: 0.0001786028962988055
Position 1461: 0.0001648260121007862
Position 14620: 0.00012601108589189178
Position 269: 0.00012351441220758867
Position 2126: 0.00011691125865498405
Position 15079: 8.060116354600768e-05
Position 580: 7.877344587757302e-05
Position 129: 7.271900623898533e-05
Position 565: 7.246259434809862e-05
Position 1152: 6.772534934547466e-05
Position 559: 6.367087622288316e-05
Position 1659: 5.072767970418974e-05
Position 598: 4.7845392519275465e-05
Position 938: 4.292746043947561e-05
Position 592: 3.932001562658344e-05
Position 1340: 3.931948583817022e-05
Position 523: 3.91968385606174e-05
Position 14425: 3.8977206018593505e-05
Position 15487: 3.796857081765091e-05
Position 256: 3.7792238366530006e-05
Position 915: 3.68435808700014e-05
Position 1297: 3.5800198527377164e-05
Position 1832: 3.2347229377919715e-05
Position 1238: 2.628465662962466e-05
Position 444: 2.4239176639987806e-05
Position 532: 2.100261271061395e-05
Position 891: 1.9851890925450148e-05
Position 23: 1.9183596703397826e-05
Position 15478: 1.7809072686696887e-05
Position 1093: 1.759071205338065e-05
Position 853: 1.647343003283826e-05
Position 1843: 1.6271183286911345e-05
Position 155: 1.5611143047240492e-05
Position 420: 1.4046246684668493e-05
Position 729: 1.3051999199914724e-05
Position 1691: 1.238120682975617e-05
Position 14716: 1.2061702083994842e-05
Position 1251: 1.1730344042786069e-05
Position 1209: 1.0603249364321857e-05
Position 118: 9.590068786416367e-06
Position 2289: 6.685617083660161e-06
Position 796: 6.415523971241753e-06
Position 1099: 5.896179781591041e-06
Position 15586: 5.285473507021583e-06
Position 603: 4.947543414056505e-06
Position 14267: 4.662393613637929e-06
Position 792: 4.057745233699293e-06
Position 14263: 3.6551614574913973e-06
Position 2134: 3.167700811807168e-06
Position 15598: 3.0703479527649253e-06
Position 649: 3.0209621200936312e-06
Position 406: 2.8198921503979674e-06
Position 15612: 1.3473332007707527e-06
Position 724: 1.0644498116108968e-06
Position 726: 9.955163760477063e-07
Position 744: 8.579861100597851e-07
Position 1323: 3.6887060144597704e-07
Position 841: 2.6483398121328873e-07
Position 823: 1.9140865316912167e-07
Position 817: 1.1707885467455954e-07
Position 14986: 1.0411655555667566e-07
Position 2300: 3.706581033706367e-08
Position 861: 1.446446197523162e-09
Position 1066: 1.1576138464151463e-09
Position 230: 6.90698397877832e-10
Position 14562: 1.772168719508209e-10
Position 450: 1.8189346012688952e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 14102: 0.9999921746387822
Position 14485: 0.9999664435347988
Position 765: 0.9459576901261756
Position 1574: 0.3894857863978463
Position 7475: 0.07286622501709288
Position 2893: 0.06877659136639251
Position 5234: 0.061599516245115636
Position 4891: 0.050866737219934934
Position 1392: 0.04992896822090517
Position 5026: 0.04619685687204269
Position 1708: 0.03450074488587967
Position 2628: 0.02985597860584313
Position 1603: 0.024431172379026336
Position 266: 0.01912449098206895
Position 3122: 0.017313559525432638
Position 6800: 0.012541749782295967
Position 3154: 0.012298687433208926
Position 1943: 0.011442257759640685
Position 1659: 0.011117129173069276
Position 2137: 0.009140641106537414
Position 7508: 0.008835697538968793
Position 477: 0.008410164734207868
Position 786: 0.007496374257279725
Position 4880: 0.00624971736954222
Position 3020: 0.005288192137699313
Position 2652: 0.00528381654630408
Position 12329: 0.0051452367992414275
Position 7758: 0.005056392640398259
Position 1637: 0.004623604995685586
Position 2544: 0.004423335898714219
Position 4855: 0.004282239083847203
Position 1612: 0.004280792229374649
Position 2349: 0.004134406369841776
Position 5053: 0.003861181969120719
Position 1018: 0.00378816560434347
Position 1618: 0.00339446175674178
Position 15333: 0.0032433247538923896
Position 2550: 0.0032141583343009866
Position 1461: 0.0031124604014093676
Position 3025: 0.0030418378052925843
Position 15641: 0.0027072928945712626
Position 2739: 0.002260486912229383
Position 2925: 0.0016082504131102202
Position 539: 0.0014928264257583637
Position 5525: 0.0014917736990749239
Position 462: 0.0014892770751354794
Position 4402: 0.0013872325394909673
Position 109: 0.0013713536048847199
Position 14657: 0.0013689284024755602
Position 6863: 0.0013275332233261931
Position 630: 0.0012642043444418569
Position 2700: 0.001226314180424592
Position 2595: 0.0011348897845175662
Position 308: 0.0010185133312043096
Position 366: 0.0010125685315110116
Position 2362: 0.0009806013630641764
Position 1109: 0.0009163465407403781
Position 489: 0.0008899219619912819
Position 2231: 0.0008893574760231694
Position 1521: 0.000865528825524278
Position 2922: 0.0008521514610252008
Position 856: 0.0007787649265992794
Position 5493: 0.0007456950059370419
Position 15437: 0.0006929507836481217
Position 4821: 0.0005806843177509769
Position 1087: 0.000534376206178535
Position 2054: 0.000534263405108901
Position 2513: 0.0005294080302192911
Position 2664: 0.00039749765577569104
Position 2685: 0.00039652127903691304
Position 15598: 0.00038921562248889387
Position 1712: 0.00038567325280563906
Position 1171: 0.0003194972029428405
Position 2018: 0.0003169186008887536
Position 3163: 0.00028429839565687927
Position 2403: 0.0002601993346216884
Position 543: 0.00025588820286994503
Position 15039: 0.000227849443536234
Position 14662: 0.00022713132448137655
Position 406: 0.0002014697002784503
Position 15059: 0.00015708716351031343
Position 1323: 0.0001257464284364337
Position 901: 0.00012193222688843654
Position 15358: 0.00011844897844617764
Position 1349: 0.00010844245244544369
Position 15177: 8.135735151877597e-05
Position 14685: 8.135684966535859e-05
Position 14763: 7.889750982057423e-05
Position 510: 7.867139877089031e-05
Position 15684: 6.722405404333788e-05
Position 807: 6.522837826119836e-05
Position 2898: 4.7095117298373673e-05
Position 507: 4.336141817119675e-05
Position 685: 4.2896657308601595e-05
Position 1177: 2.5037314133021944e-05
Position 804: 2.3708080536096883e-05
Position 801: 2.322451280976801e-05
Position 1139: 2.0883591864054315e-05
Position 859: 1.9448198155315392e-05
Position 2022: 1.928319251531778e-05
Position 160: 1.637579929203927e-05
Position 1417: 1.307111604440294e-05
Position 993: 1.1469676389162271e-05
Position 1251: 1.1053823547446068e-05
Position 1142: 1.1042367449808369e-05
Position 14673: 1.0044138996528713e-05
Position 2258: 9.801878231499539e-06
Position 720: 9.732814775142917e-06
Position 413: 9.050774467879033e-06
Position 649: 7.770136583359362e-06
Position 2493: 6.581261222935725e-06
Position 1976: 5.861913698665964e-06
Position 363: 4.7351193165243955e-06
Position 15648: 4.653335195189873e-06
Position 1716: 4.0155163183947335e-06
Position 15126: 3.9426121607728305e-06
Position 15389: 3.8794837133604044e-06
Position 1402: 3.6511925082001575e-06
Position 1257: 3.2230794810859214e-06
Position 1238: 3.198634687475703e-06
Position 1523: 3.15396111593208e-06
Position 2855: 2.48471018024031e-06
Position 547: 2.4473708079967055e-06
Position 1235: 1.8563357522734616e-06
Position 931: 1.5903153502685669e-06
Position 139: 1.3968265794873473e-06
Position 866: 7.532497133793929e-07
Position 1357: 6.000924885535219e-07
Position 1020: 5.505724853144097e-07
Position 125: 5.433348577134958e-07
Position 1340: 2.1195125428199742e-07
Position 192: 2.6322760707323087e-10
Position 165: 2.464631393864102e-10
Position 171: 1.806369864872464e-11
Position 143: 1.7870539374459994e-11
Position 179: 3.889731181025553e-12
Position 168: 3.886822184439432e-12
Position 216: 4.873330843674203e-13
Position 183: 2.61978480774123e-13
Position 210: 1.3059801310149188e-13
