Gene = Pfdn4
index = 1376
Annotated 5SS: [109]
Annotated 3SS: [233]
SMsplice 5SS: [154]
SMsplice 3SS: [233]
top_k =  500
Partition function (log Z): -5.8707609192652175

Sorted 5' Splice Sites (High to Low Probability):
Position 154: 0.47374992149378553
Position 109: 0.37198504180663355
Position 173: 0.13464779618534486
Position 119: 0.015073011927555221
Position 113: 0.0018168416339766904
Position 12: 0.0011100201038303176
Position 16: 0.000867963220287396
Position 182: 0.0007770792679990851
Position 569: 0.00012637717855797242
Position 76: 9.774888658850865e-05
Position 167: 4.974607780490492e-05
Position 522: 4.872463783863565e-05
Position 383: 2.502939239301562e-05
Position 97: 1.5076282348476321e-05
Position 414: 1.0385684909307154e-05
Position 560: 6.84802068353221e-06
Position 99: 4.519222895648002e-06
Position 483: 4.339512257309732e-06
Position 423: 3.099449899520158e-06
Position 407: 3.4451770369158943e-07
Position 504: 2.5492437521215e-07
Position 425: 7.3092700639343425e-09
Position 243: 5.979152160022908e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 233: 0.9994367206951297
Position 269: 0.0003159079136437482
Position 647: 0.0001995006096694482
Position 70: 0.00018939092817584359
Position 266: 0.0001221223102744299
Position 440: 7.141880796697669e-05
Position 318: 2.0817345670435635e-05
Position 76: 1.944326108876388e-05
Position 290: 1.7278842301381217e-05
Position 79: 6.990114804851739e-06
Position 476: 6.140859808058941e-06
Position 105: 5.94674713256891e-06
Position 260: 1.508282306724088e-06
Position 479: 1.3017591595739175e-06
Position 323: 1.122049363676993e-06
Position 482: 9.756158887235888e-07
Position 467: 8.948764325104177e-07
Position 470: 7.593586286422225e-07
Position 455: 4.151104583279634e-07
Position 566: 3.2626106622874026e-07
Position 132: 2.5734760489214333e-07
Position 335: 1.7655496995006908e-07
Position 530: 1.5231881830485711e-07
Position 422: 8.923626884231806e-08
Position 577: 8.356655834561792e-08
Position 649: 8.277437922993896e-08
Position 491: 7.182134025109897e-08
Position 350: 6.370647503881183e-08
Position 515: 5.927911251316833e-08
Position 97: 4.605037180620499e-08
Position 593: 4.463721862623912e-08
Position 521: 1.8793267008761223e-08
Position 494: 1.8301981162578205e-08
Position 137: 1.205907671599343e-08
Position 359: 9.925895240042204e-09
Position 154: 2.470484198005068e-09
Position 371: 2.333934478113092e-09
Position 599: 1.7143109505086523e-09
Position 551: 1.1442380196865553e-09
Position 83: 7.302912676263834e-10
Position 146: 1.9152838774944752e-10
Position 113: 3.044005362396656e-11
Position 398: 3.0224382767549947e-16
