Gene = Atg3
index = 37
Annotated 5SS: [ 203  793 1052]
Annotated 3SS: [ 656  860 1105]
SMsplice 5SS: [ 203  793 1052]
SMsplice 3SS: [ 656  860 1105]
top_k =  500
Partition function (log Z): 7.639894267619103

Sorted 5' Splice Sites (High to Low Probability):
Position 793: 0.9996136204006777
Position 1052: 0.9978937033808803
Position 203: 0.9642476580357932
Position 1580: 0.07502948734308776
Position 496: 0.0468480192927143
Position 1447: 0.021424218257093307
Position 1323: 0.010947706753662594
Position 502: 0.008941467131245008
Position 1596: 0.007475423475575779
Position 426: 0.007214978441614627
Position 440: 0.0027054143942485892
Position 1348: 0.002090572194366132
Position 253: 0.0009708645676121691
Position 210: 0.00041240446778522305
Position 1403: 0.0003024103639381756
Position 529: 0.0002257674492718366
Position 8: 0.00022112990959444626
Position 241: 0.00020551018784638407
Position 52: 0.00020189497487180835
Position 270: 0.00016736977949908526
Position 239: 0.00014153139796473292
Position 272: 0.00012673297224150592
Position 1515: 0.000118058323181463
Position 46: 0.00010635996079627256
Position 1375: 0.00010034881199289059
Position 77: 8.282850270120559e-05
Position 797: 5.7489103571008565e-05
Position 1062: 5.609557662339762e-05
Position 611: 3.7588385222541684e-05
Position 314: 2.722586692370234e-05
Position 4: 2.0792335084970943e-05
Position 1400: 1.8947183788774815e-05
Position 1056: 1.7091090955638867e-05
Position 467: 1.5786282364537792e-05
Position 1331: 1.4420104091966201e-05
Position 465: 7.839832448204482e-06
Position 173: 6.217415215595556e-06
Position 1436: 6.000880996133409e-06
Position 1457: 5.5597114400336716e-06
Position 746: 5.4017169599890724e-06
Position 1229: 4.9910089004469435e-06
Position 88: 2.326131640833e-06
Position 966: 1.7968835468906083e-06
Position 957: 1.4643226215887263e-06
Position 106: 1.3943711828874457e-06
Position 152: 1.0734724330145156e-06
Position 194: 9.124832604893256e-07
Position 1495: 8.755976082502973e-07
Position 370: 8.612941669546183e-07
Position 1607: 7.420138455840568e-07
Position 1532: 7.408278230560431e-07
Position 368: 6.368662218572088e-07
Position 1542: 6.240351156316122e-07
Position 140: 4.6799226101151096e-07
Position 625: 3.5975205839714477e-07
Position 138: 3.5308645866090636e-07
Position 347: 3.069194269873384e-07
Position 416: 2.334496695406927e-07
Position 1693: 2.3031967544161415e-07
Position 615: 2.133059854258587e-07
Position 96: 1.5580044117150495e-07
Position 1289: 1.4913389387108424e-07
Position 941: 1.316366967182687e-07
Position 723: 8.381221490572183e-08
Position 712: 6.46845846018915e-08
Position 628: 5.146156298661059e-08
Position 971: 4.855848854958707e-08
Position 670: 4.434071109733924e-08
Position 952: 3.6248870499318035e-08
Position 733: 3.575907555967847e-08
Position 1241: 2.7999250151699447e-08
Position 1092: 1.516817088271429e-08
Position 679: 1.4708185880797793e-08
Position 923: 1.8927335275151861e-10
Position 887: 1.2666616371452943e-16
Position 639: 1.3757560651076844e-17

Sorted 3' Splice Sites (High to Low Probability):
Position 860: 0.9945142119606928
Position 656: 0.9927923757283298
Position 1105: 0.8981628649723716
Position 1645: 0.08563387573226311
Position 1124: 0.06863838501480922
Position 1514: 0.0404376534240704
Position 363: 0.03443714029318178
Position 1128: 0.008557714993182487
Position 1109: 0.004871748139359633
Position 913: 0.003290910613245237
Position 1420: 0.00268455566059428
Position 678: 0.0024297603060252824
Position 1384: 0.0022457610025812687
Position 1444: 0.0021678693937025166
Position 910: 0.0010136692464291369
Position 306: 0.0006398326872085818
Position 865: 0.0005410494931201887
Position 268: 0.0005166467231920109
Position 412: 0.0004980146361576968
Position 1465: 0.0004366022594469853
Position 1159: 0.00040757847787098933
Position 585: 0.0003654439482686238
Position 1365: 0.00033296178266207697
Position 1780: 0.0003289438401403926
Position 934: 0.0003223690529371032
Position 1755: 0.0003054994615445827
Position 477: 0.00022824498551497958
Position 593: 0.00021883332836399575
Position 293: 0.00021587941583847326
Position 696: 0.00016671634738228217
Position 88: 0.00012371574152685721
Position 101: 0.0001235342169750941
Position 1700: 9.377532098844461e-05
Position 1244: 9.357166109897415e-05
Position 1576: 5.671900687549637e-05
Position 527: 2.592104420810319e-05
Position 311: 2.4870819777617013e-05
Position 119: 2.4109398884294636e-05
Position 1567: 2.3769533405414563e-05
Position 94: 2.339464090756982e-05
Position 435: 1.9213407175586603e-05
Position 106: 1.696943043164117e-05
Position 136: 1.622356742842125e-05
Position 1426: 1.3024760605682291e-05
Position 1477: 9.183824145694826e-06
Position 746: 8.617353038472463e-06
Position 446: 6.224159900902695e-06
Position 1261: 5.938286053857536e-06
Position 1207: 5.907797510850876e-06
Position 157: 4.7048279862367134e-06
Position 1375: 3.2728253760515576e-06
Position 1009: 3.239640519557708e-06
Position 1564: 1.3663672862025964e-06
Position 931: 1.19786705940839e-06
Position 534: 5.445484133389455e-07
Position 791: 2.3506604459446487e-07
Position 202: 1.688807019150855e-07
Position 674: 1.4281380720988422e-07
Position 823: 1.268377231147649e-07
Position 387: 1.2499798766965514e-07
Position 541: 1.1532901715649351e-07
Position 952: 1.0296080945761292e-07
Position 164: 8.394645339833905e-08
Position 1042: 8.370596530482278e-08
Position 1015: 4.671231463970828e-08
Position 949: 1.4994482751071903e-08
Position 52: 1.257709522297129e-08
Position 1021: 8.902047529031127e-09
Position 138: 4.900846480287686e-09
Position 1166: 1.812715178195451e-09
Position 1183: 1.7562118377068506e-09
Position 1295: 1.9617663296157821e-10
Position 1279: 1.8770300374427803e-10
Position 1284: 1.833038363560052e-10
Position 1315: 8.084038134944537e-11
Position 1092: 4.170737470426372e-11
Position 61: 2.3007916450774206e-11
Position 46: 9.849968364395597e-12
Position 210: 3.3259226644135753e-12
Position 1274: 1.1461213821293717e-12
Position 1267: 1.0935735615088482e-12
Position 1225: 7.90077639634329e-13
Position 63: 3.290720403305637e-14
Position 65: 1.0305414536358312e-16
