Gene = Sfp78E
index = 1495
Annotated 5SS: [378]
Annotated 3SS: [439]
SMsplice 5SS: [362]
SMsplice 3SS: [439]
top_k =  500
Partition function (log Z): -6.458183542738995

Sorted 5' Splice Sites (High to Low Probability):
Position 362: 0.6371943657650116
Position 24: 0.3291835979948383
Position 266: 0.2705475049673816
Position 378: 0.17063607692385088
Position 272: 0.09228128262878905
Position 711: 0.023868145033410955
Position 604: 0.01719913607960376
Position 763: 0.016309365641533468
Position 41: 0.01379018264893043
Position 192: 0.012876093265248603
Position 496: 0.008475613798264899
Position 376: 0.006079348730490519
Position 683: 0.005783368618489383
Position 227: 0.005696087505271509
Position 263: 0.002965237421137832
Position 491: 0.0022032506273395734
Position 699: 0.0015346391066845798
Position 779: 0.0012889303979009368
Position 57: 0.0006584819828534826
Position 86: 0.0004058300262796698
Position 55: 0.00037764086517645863
Position 460: 0.0001592759004049878
Position 31: 0.00012556578855738368
Position 664: 8.411926092827862e-05
Position 165: 4.984362929538033e-05
Position 88: 4.428901492693978e-05
Position 399: 2.607837587124414e-05
Position 505: 2.3347657883799614e-05
Position 151: 2.2088872368972015e-05
Position 855: 2.20654853924904e-05
Position 872: 1.9719329551906308e-05
Position 77: 1.155148426778355e-05
Position 443: 5.815230738080354e-06
Position 477: 5.688609091607049e-06
Position 96: 4.1515424179828725e-06
Position 301: 3.9135186295657354e-06
Position 230: 2.5586469209778067e-06
Position 289: 2.473877399250515e-06
Position 101: 2.351985585762556e-06
Position 280: 1.9307433460598517e-06
Position 465: 7.8066718126e-07
Position 549: 3.968791346369176e-07
Position 402: 4.646309366910995e-08
Position 578: 5.8809849635825075e-09
Position 576: 4.722547013848564e-10
Position 720: 4.622306935237219e-10
Position 418: 3.486096677032868e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 439: 0.8829569341265124
Position 316: 0.2697873139030083
Position 83: 0.143452817488109
Position 77: 0.09180719437660231
Position 320: 0.06886818852117817
Position 843: 0.0549323201924396
Position 125: 0.05135344827657123
Position 146: 0.012490013481294788
Position 660: 0.011763365053891913
Position 230: 0.007234189321436346
Position 165: 0.006564662413959698
Position 762: 0.005546847915087596
Position 601: 0.004593958172233358
Position 528: 0.003287958117187124
Position 883: 0.0009193116170987392
Position 901: 0.0006124192403105488
Position 495: 0.0005372646523174272
Position 923: 0.0005133601453493319
Position 171: 0.00045022237749166424
Position 698: 0.00043610713140115756
Position 143: 0.0003372633278155311
Position 872: 0.00028884352757320523
Position 570: 0.00028499755428079937
Position 860: 0.00024312491985278086
Position 664: 0.0001932439489264222
Position 612: 0.00013512889583257946
Position 675: 0.00011400596444936312
Position 326: 8.785500460273543e-05
Position 187: 6.519783637693751e-05
Position 939: 6.359568758663223e-05
Position 270: 1.7237526239381492e-05
Position 356: 1.2648830208884019e-05
Position 289: 6.935519115832618e-06
Position 504: 4.881008067204921e-06
Position 173: 4.371596923349693e-06
Position 191: 3.483171215044133e-06
Position 477: 1.1307317951641582e-06
Position 367: 3.9857305846353124e-07
Position 197: 8.154714188016624e-12
