Gene = ect
index = 1691
Annotated 5SS: [  435  5630  6019  6395  6941 10265 11176]
Annotated 3SS: [ 5393  5841  6127  6841 10029 10559 11244]
SMsplice 5SS: [  180  5630  6019  6395  6941 10265 11176]
SMsplice 3SS: [ 5393  5865  6127  6841 10029 10559 11244]
top_k =  500
Partition function (log Z): 13.298456721183712

Sorted 5' Splice Sites (High to Low Probability):
Position 6019: 0.9992865044466975
Position 5630: 0.9957504762936381
Position 11176: 0.9949299376230952
Position 10265: 0.9653530015030093
Position 6941: 0.9303198937827463
Position 6395: 0.5746233737477037
Position 180: 0.4741459136394675
Position 435: 0.2666979330825894
Position 227: 0.11640334995605625
Position 193: 0.07067791769060348
Position 6439: 0.04236807536280553
Position 1114: 0.037461523071208994
Position 1029: 0.02822666427557031
Position 6701: 0.025546095627401382
Position 6244: 0.01604626316321433
Position 2643: 0.0134699898061928
Position 15: 0.013108997047433658
Position 897: 0.010993020996901406
Position 355: 0.009768266168414079
Position 9267: 0.009688504670282955
Position 9789: 0.00893532270921926
Position 388: 0.008275874107418186
Position 10245: 0.008224282019378831
Position 9821: 0.008055922890103494
Position 9768: 0.007869946120890784
Position 6430: 0.007413997841868379
Position 6254: 0.00707171809207072
Position 10482: 0.005704284656551982
Position 6437: 0.0047160031797294595
Position 6455: 0.00409094751536755
Position 9772: 0.0034385203385814134
Position 2669: 0.0032203969289137375
Position 491: 0.0029223763056719946
Position 415: 0.0027407381737571037
Position 9240: 0.0026201504565297115
Position 8710: 0.002589725363252127
Position 8679: 0.002506337428127777
Position 9125: 0.0023548981058282036
Position 5764: 0.0022627148207761258
Position 9693: 0.002223997247462737
Position 11323: 0.0021097440416478937
Position 2162: 0.00181819796371278
Position 5634: 0.0016054401927666933
Position 4037: 0.0016020073088782094
Position 8934: 0.0014617352988754208
Position 1091: 0.0014130871314272048
Position 6662: 0.0013651203092591548
Position 697: 0.0012798323306072708
Position 1365: 0.0012292166323843584
Position 366: 0.0011824749182320921
Position 11409: 0.0011642001111067954
Position 6333: 0.0010821195798382409
Position 9153: 0.0010170255422586828
Position 6406: 0.0010130636202837448
Position 564: 0.0009939594715705654
Position 11158: 0.0009543253599318621
Position 1563: 0.0009489408439450608
Position 2673: 0.0008163429051283312
Position 1483: 0.0007542587386408253
Position 846: 0.0006140303061016369
Position 813: 0.0005106916027288789
Position 8620: 0.0004510993605595793
Position 4353: 0.00043639463539222104
Position 239: 0.0004323655011999899
Position 32: 0.00042318637613196405
Position 6220: 0.00041967859423123615
Position 10195: 0.0004140663440610608
Position 6706: 0.0003757327510240073
Position 10252: 0.0003230817393791147
Position 6266: 0.00032158764787397465
Position 37: 0.0003115258170776154
Position 6607: 0.00030876931224091213
Position 2501: 0.00030851250955228935
Position 6049: 0.0003022345535267859
Position 468: 0.00029075075858626
Position 11290: 0.0002511496149907274
Position 3602: 0.0002307760874652208
Position 1568: 0.00021876003047633977
Position 398: 0.00020672869230285745
Position 2920: 0.00020330306869936266
Position 606: 0.00019859508791912178
Position 5539: 0.000198279018671039
Position 6337: 0.00017778662775197598
Position 9188: 0.00016849911539357386
Position 3650: 0.00015575275584812253
Position 6446: 0.00014862824220913338
Position 6458: 0.00014343236890429216
Position 5424: 0.00014323998418902978
Position 319: 0.00013850847871680984
Position 619: 0.0001355914273804559
Position 1094: 0.0001340687120042788
Position 6464: 0.00013142728958727797
Position 621: 0.00012866982621183033
Position 6078: 0.0001245162611291791
Position 11251: 0.0001076672916889328
Position 6443: 0.00010740284585919752
Position 1039: 0.00010326879083365815
Position 6044: 0.00010249606066925502
Position 205: 0.00010056266922978645
Position 5801: 9.883456343228365e-05
Position 47: 8.872376471766245e-05
Position 1777: 8.497673026803129e-05
Position 10269: 8.042058947475279e-05
Position 926: 7.362099099798284e-05
Position 1341: 6.23946499265087e-05
Position 5527: 5.6989161888310496e-05
Position 470: 5.687191949561192e-05
Position 6025: 5.3550675803238085e-05
Position 6655: 5.138009063883279e-05
Position 511: 4.81292985163242e-05
Position 11180: 4.4681827340977284e-05
Position 6304: 4.051328847284425e-05
Position 944: 4.028219812617449e-05
Position 11380: 3.3145472117313175e-05
Position 5703: 3.264182200050079e-05
Position 6349: 2.7959241869349044e-05
Position 5694: 2.64934193882671e-05
Position 6285: 2.3720439315086384e-05
Position 6691: 2.3194894670373493e-05
Position 6023: 1.884316531018488e-05
Position 9425: 1.3980342390041842e-05
Position 11292: 1.2367995838315949e-05
Position 6051: 9.651034499748559e-06
Position 6268: 8.515365088567858e-06
