Gene = ICA69
index = 1217
Annotated 5SS: [ 933 1242]
Annotated 3SS: [1001 1302]
SMsplice 5SS: [ 933 1242]
SMsplice 3SS: [1001 1302]
top_k =  500
Partition function (log Z): -0.9700134123160822

Sorted 5' Splice Sites (High to Low Probability):
Position 933: 0.983218440950553
Position 1242: 0.9612006859174808
Position 15: 0.050176492958952996
Position 1139: 0.01968402997606339
Position 1229: 0.010009282962194836
Position 907: 0.007937903360477628
Position 474: 0.0028092865597494124
Position 50: 0.0021589238824892853
Position 95: 0.0019308524653163157
Position 879: 0.0014008995765337606
Position 671: 0.0010477230324006748
Position 1212: 0.000802390209273186
Position 1226: 0.0007405945459183031
Position 619: 0.0007330082358547832
Position 847: 0.0006368036453528834
Position 210: 0.0005154602013048347
Position 1194: 0.000472596516822245
Position 396: 0.00042023860779702785
Position 857: 0.0002884666044924045
Position 1367: 0.0001887697197093828
Position 24: 0.00016797762696028212
Position 303: 0.00012010405808218724
Position 565: 0.0001094990176672144
Position 1150: 8.76118635014369e-05
Position 578: 6.574513304600358e-05
Position 885: 6.347127107369787e-05
Position 1436: 5.583955829445166e-05
Position 563: 4.498102767740147e-05
Position 366: 4.3667385794727864e-05
Position 809: 4.286955617339876e-05
Position 399: 4.235955274256811e-05
Position 1574: 3.9487825304078465e-05
Position 317: 3.8277436408022844e-05
Position 476: 3.687224008292304e-05
Position 1067: 3.496323197781512e-05
Position 956: 2.9715240493215714e-05
Position 1152: 2.9647921401372493e-05
Position 645: 2.736056181704181e-05
Position 359: 2.0247258548762072e-05
Position 681: 1.8216424124026643e-05
Position 169: 1.3209436012681047e-05
Position 1034: 1.230196881129755e-05
Position 200: 9.108095679082295e-06
Position 1347: 7.697156046390847e-06
Position 1568: 7.686932497968798e-06
Position 300: 7.163732640695199e-06
Position 708: 6.302632979504719e-06
Position 675: 6.296037254402452e-06
Position 1050: 5.064289848556949e-06
Position 569: 4.397557707340287e-06
Position 1546: 4.196198721958639e-06
Position 171: 3.3104621388734303e-06
Position 1166: 2.556261124408005e-06
Position 1588: 1.506190243429278e-06
Position 1059: 1.0996707163532982e-06
Position 1509: 1.0824470360392479e-06
Position 716: 7.405961104259814e-07
Position 714: 4.893994644253776e-07
Position 622: 4.882948117534237e-07
Position 509: 1.8473703690519935e-07
Position 1500: 1.2041664294112537e-07
Position 567: 8.943500014677831e-08
Position 377: 5.292962046629327e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 1001: 0.9959335255927966
Position 1302: 0.9856680917404383
Position 135: 0.03225637089078458
Position 161: 0.01339393682446077
Position 1188: 0.007425776576195764
Position 533: 0.0027769067099608124
Position 1017: 0.0016440585859293008
Position 395: 0.001482235066947577
Position 200: 0.0014164412685730733
Position 320: 0.0011391620465887426
Position 300: 0.0006541770343847155
Position 1308: 0.0005632240021061112
Position 557: 0.00040366979000029153
Position 258: 0.00031974058410533344
Position 1014: 0.00030637194923088644
Position 665: 0.00029777746253405375
Position 455: 0.0002560244613974633
Position 169: 0.000170368276058695
Position 560: 0.00016921535538948006
Position 1425: 0.00013509673922282712
Position 229: 0.00011122901141569427
Position 749: 0.00010005946853074962
Position 1514: 8.572892408202503e-05
Position 929: 8.103283049340105e-05
Position 577: 7.989482431542801e-05
Position 58: 7.338519341158062e-05
Position 737: 6.088669182470522e-05
Position 701: 5.9495447628420935e-05
Position 872: 5.799697667256453e-05
Position 404: 5.136351750085811e-05
Position 809: 4.6981316919197465e-05
Position 1654: 4.6690246479532275e-05
Position 499: 4.43617324136931e-05
Position 1133: 3.0797361297977955e-05
Position 359: 2.5492253633361932e-05
Position 1521: 2.3080419757194406e-05
Position 1314: 2.1268206614302914e-05
Position 1106: 1.9604362695699728e-05
Position 1160: 1.9510650077789452e-05
Position 1484: 1.6669306278602638e-05
Position 1737: 1.6326280367739115e-05
Position 1422: 1.2844140332326805e-05
Position 758: 1.2727787399637463e-05
Position 371: 1.0229989860815666e-05
Position 773: 9.837113272012203e-06
Position 1088: 7.267114398537172e-06
Position 210: 6.612796468844872e-06
Position 563: 4.718706571986375e-06
Position 377: 4.664674373846092e-06
Position 536: 4.559041106006998e-06
Position 1258: 3.882286088046633e-06
Position 590: 3.483930793132229e-06
Position 237: 2.437755212279961e-06
Position 1085: 2.4188113057829183e-06
Position 365: 2.326766208660989e-06
Position 1605: 2.1754473512298063e-06
Position 1139: 2.124313972292869e-06
Position 1563: 1.8426885009044099e-06
Position 1118: 1.587878098954938e-06
Position 1666: 1.1060227995239431e-06
Position 1518: 8.794607698503591e-07
Position 1546: 7.474481428948661e-07
Position 1595: 7.273869923688036e-07
Position 1494: 6.947660050770045e-07
Position 1320: 6.904319063810466e-07
Position 1344: 6.783767216252922e-07
Position 1332: 4.440415159569413e-07
Position 1549: 4.369878139281817e-07
Position 1272: 2.8193601180604654e-07
Position 1431: 2.0188753942688958e-07
Position 1447: 1.7588083042812015e-07
Position 1697: 7.356806066109268e-08
Position 422: 1.5221693816129216e-09
Position 431: 9.557526676785222e-10
Position 410: 8.002398960498984e-10
Position 467: 3.0395260737525884e-10
