Gene = Svil
index = 1534
Annotated 5SS: [ 89615 107183 107574 117498 118075 118304 120382 120692]
Annotated 3SS: [106908 107417 117355 117563 118145 118362 120443 120750]
SMsplice 5SS: [   211    595  25302  37810  58574  62176  66184  66433  68447  82499
  83614 107183 107574 117498 118075 118304 120382 120692]
SMsplice 3SS: [   276  24899  37735  56970  61843  65734  66332  66843  81935  83490
 106908 107417 117355 117563 118145 118362 120443 120750]
top_k =  500
Partition function (log Z): -117.82268702964362

Sorted 5' Splice Sites (High to Low Probability):
Position 25302: 0.9999865535614649
Position 211: 0.8333312446005742
Position 595: 0.7531277695401536
Position 1789: 0.5550776216776064
Position 14511: 0.41667704541523887
Position 613: 0.1922891467352358
Position 174: 0.06572348959793849
Position 7753: 0.04973592979144294
Position 12434: 0.03724665523700035
Position 7546: 0.03447107887526105
Position 4269: 0.020795214121229717
Position 398: 0.010879895369060411
Position 217: 0.004569251749452615
Position 607: 0.004244962682787746
Position 195: 0.003914840612179316
Position 277: 0.0032663177992593015
Position 187: 0.0032538012683225193
Position 402: 0.0017022329413385016
Position 769: 0.0012333818140397256
Position 1660: 0.0011897149609520136
Position 1343: 0.001118227072177805
Position 388: 0.0008158763380660298
Position 1302: 0.0007996785430016422
Position 225: 0.0007058459139695345
Position 948: 0.0005894618080611709
Position 404: 0.000563657977020666
Position 198: 0.0005528022154440051
Position 249: 0.00026221356864258145
Position 189: 0.00022350064591876727
Position 474: 0.0002006329217455811
Position 643: 0.00017722019556395488
Position 605: 0.0001554448744563721
Position 368: 0.00013808693004202402
Position 636: 0.00013646030673576353
Position 1491: 0.00011623725710216283
Position 964: 9.760624934251717e-05
Position 599: 8.471481174283777e-05
Position 567: 7.057096845240693e-05
Position 1313: 6.437142887997819e-05
Position 1221: 6.426791738858155e-05
Position 1235: 6.305622404582736e-05
Position 795: 4.606339182806801e-05
Position 228: 3.900295230414236e-05
Position 372: 3.313237620739574e-05
Position 733: 3.272553505590405e-05
Position 392: 2.328232237551586e-05
Position 801: 2.1620376575518157e-05
Position 87: 1.8617182906387794e-05
Position 259: 1.6443448064426692e-05
Position 972: 1.64248789621908e-05
