Gene = osp
index = 1831
Annotated 5SS: [  875 49598 53262 77490 78657 86750 87014 87228 87490 87654 88209]
Annotated 3SS: [49570 53180 77423 78079 84095 86878 87087 87339 87541 87859 88464]
SMsplice 5SS: [  875 33327 53262 77490 78657 84600 86750 87014 87228 87490 87654 88209]
SMsplice 3SS: [32972 53180 77423 78079 84095 86233 86878 87087 87339 87541 87748 88464]
top_k =  500
Partition function (log Z): -84.63717305381434

Sorted 5' Splice Sites (High to Low Probability):
Position 3604: 0.999999993908404
Position 875: 0.985591216239613
Position 221: 0.011540975628431037
Position 266: 0.0007522561821545388
Position 956: 0.0005266573090288389
Position 1285: 0.00034948951860063447
Position 254: 0.0001806488386717636
Position 907: 0.00016763535917545873
Position 1310: 0.00014769120341938779
Position 1147: 0.00014551302290466842
Position 508: 0.00012095031339537172
Position 250: 6.879866741151195e-05
Position 30: 6.768145605209021e-05
Position 256: 6.641077566909648e-05
Position 124: 4.44701211511296e-05
Position 428: 3.271122081068504e-05
Position 485: 2.6226107034794005e-05
Position 814: 2.589183929409292e-05
Position 270: 2.298928460645767e-05
Position 1505: 2.182153228491666e-05
Position 227: 1.905907016042078e-05
Position 879: 1.8637986003998434e-05
Position 953: 1.781886225491408e-05
Position 1101: 1.6857595707639495e-05
Position 935: 1.5004893477575785e-05
Position 211: 1.2592474608269132e-05
Position 15115: 1.9686228960452768e-08
Position 12103: 1.869771562423494e-08
Position 3319: 1.188554566679184e-08
Position 11919: 9.75287632531909e-09
Position 15412: 8.244910516417778e-09
Position 14279: 7.639202846715071e-09
Position 14051: 6.714777957250094e-09
Position 15089: 6.329860025327113e-09
Position 12751: 5.794971841606276e-09
Position 3279: 4.5739447970469726e-09
Position 10857: 2.346146548609015e-09
Position 15720: 2.1784698861719123e-09
Position 5933: 2.1722806654694637e-09
Position 7452: 5.962963592264763e-10
Position 6103: 5.606871565460615e-10
Position 10945: 5.535046892572583e-10
Position 2205: 3.7522386470947656e-10
Position 5937: 3.2125448153561857e-10
Position 7802: 2.932089627944609e-10
Position 6128: 2.3270520749281774e-10
Position 9071: 1.2548043452233738e-10
Position 5014: 9.304278857536236e-11
Position 1750: 9.269589434135118e-11
Position 2454: 7.313830228571763e-11
Position 11266: 5.0274985731554714e-11
Position 2463: 4.78106616591461e-11
Position 11134: 3.898566635013806e-11
Position 12907: 3.6781578788224814e-11
Position 575: 2.99556483451998e-11
Position 11989: 2.3374256496040943e-11
Position 5733: 2.301986409475973e-11
Position 479: 1.925694195585666e-11
Position 689: 1.583350349968901e-11
Position 1903: 1.1633157130060911e-11
Position 533: 1.018021295317814e-11
Position 1149: 7.263618073510665e-12
Position 366: 6.848035962725341e-12
Position 1326: 6.568007170119909e-12
Position 5148: 5.938299445181032e-12
Position 2017: 5.877912860126356e-12
Position 5655: 5.822681939829988e-12
Position 5925: 4.69078983606806e-12
Position 276: 3.62315281971686e-12
Position 2584: 3.0151658748059018e-12
Position 308: 2.432116648774841e-12
Position 473: 2.3685432683316243e-12
Position 5946: 2.342286228120771e-12
Position 225: 2.2681557424427716e-12
Position 1092: 2.2197409201836017e-12
Position 1151: 1.7246822782497703e-12
Position 284: 1.7038280142034521e-12
Position 628: 1.65612097167361e-12
Position 233: 1.5784505719890056e-12
Position 1142: 1.2303447115990546e-12
Position 391: 1.1563079667043967e-12
Position 219: 1.115639074126619e-12
Position 417: 1.0720921765967784e-12
Position 1173: 7.94621778550977e-13
Position 1263: 6.795803537772474e-13
Position 19: 6.474973877175444e-13
Position 1237: 6.121059425258012e-13
Position 2589: 5.37608667389113e-13
Position 203: 5.184382225038382e-13
Position 1111: 4.682277913677291e-13
Position 1278: 4.594036467701818e-13
Position 258: 3.3805576854296186e-13
Position 278: 3.298321446679771e-13
Position 611: 2.602166938068927e-13
Position 664: 2.132179631717869e-13
Position 364: 1.994744430409121e-13
Position 1609: 1.679278501284071e-13
Position 50: 1.2848529668610247e-13
Position 84: 1.2305010491842385e-13
Position 260: 9.218761630449772e-14
Position 1070: 8.330430949609513e-14
Position 784: 5.80081618934651e-14
Position 3619: 5.6377136735912555e-14
Position 495: 4.349042057436725e-14
Position 3634: 4.302785470622734e-14
Position 1185: 2.2160252009012804e-14
Position 1387: 1.0066576139821545e-14
Position 1329: 5.688329654138801e-15
Position 1020: 3.462913062814533e-15
Position 996: 2.3246666416711373e-15
Position 1227: 1.1219730649928076e-15
Position 3789: 1.3310134688331012e-16
Position 989: 4.182406878886535e-17
Position 286: 6.80367901987556e-21
Position 632: 5.070119398972068e-21

Sorted 3' Splice Sites (High to Low Probability):
Position 32972: 0.9998799890618368
Position 1371: 0.24991364313747996
Position 3433: 0.1236654449828752
Position 3520: 0.120309397595388
Position 3405: 0.11396230585574109
Position 2776: 0.07476489661209725
Position 2718: 0.07171956728348192
Position 2317: 0.029742223178691945
Position 2517: 0.0296935836105952
Position 2739: 0.021076816199515243
Position 3371: 0.019910348848394793
Position 946: 0.019745646102908233
Position 2995: 0.019728500981386617
Position 3094: 0.018136097255980727
Position 2747: 0.011395888489520048
Position 1020: 0.009059827535631846
Position 1227: 0.009041451475198387
Position 3496: 0.008001626058298473
Position 3231: 0.007886978263244871
Position 1255: 0.005762784552630167
Position 2830: 0.005130305145517587
Position 3184: 0.004288529177241373
Position 1554: 0.002973494642289708
Position 3178: 0.002912232691714363
Position 1842: 0.0021692333200515534
Position 2725: 0.002146338728623187
Position 1343: 0.00211534361198277
Position 1753: 0.00209594630527667
Position 3120: 0.0019037184228720928
Position 1064: 0.0017606239643436748
Position 1484: 0.0017195607111626819
Position 996: 0.0016291582584797653
Position 3174: 0.0015078424880803827
Position 1173: 0.0012720545031551177
Position 2152: 0.0010680869477879126
Position 1847: 0.0010446507114388703
Position 1602: 0.0007458649887566841
Position 25703: 0.00010574358265122427
Position 23938: 1.3918233516489826e-05
Position 20658: 2.847220277024635e-07
Position 14904: 3.635145197197917e-08
Position 15306: 2.7865194639110553e-08
Position 11850: 2.6432104199593922e-08
Position 15862: 2.16924962776035e-08
Position 15471: 1.0611992829061183e-08
Position 13992: 8.554451648997213e-09
Position 14112: 6.210780850959129e-09
Position 11973: 4.4244490018163294e-09
Position 10752: 2.9091750693223305e-09
Position 5838: 2.2010921114281695e-09
Position 12165: 2.096381422495899e-09
Position 12524: 1.799552069018988e-09
Position 16055: 1.5357676382493454e-09
Position 737: 1.2600924120704198e-09
Position 11988: 1.01725391013516e-09
