Gene = Tim23
index = 1562
Annotated 5SS: [250 631 860]
Annotated 3SS: [347 689 923]
SMsplice 5SS: [250 631 860]
SMsplice 3SS: [347 689 923]
top_k =  500
Partition function (log Z): -3.1269101171410405

Sorted 5' Splice Sites (High to Low Probability):
Position 860: 0.9683941992589742
Position 250: 0.8865186708617626
Position 631: 0.6955150862964938
Position 617: 0.0440315117544904
Position 91: 0.011722860931816818
Position 686: 0.009664322402178346
Position 533: 0.008539347702715156
Position 567: 0.004927351430827275
Position 269: 0.00395594013115269
Position 817: 0.0023621645362709768
Position 79: 0.001396481506250611
Position 740: 0.0013439411174838679
Position 27: 0.000372176012497366
Position 852: 0.00032049487965054517
Position 621: 0.00031801353120727973
Position 579: 0.0002926333565975244
Position 6: 0.00010966438253255324
Position 657: 7.21589233012743e-05
Position 716: 6.319570587511078e-05
Position 690: 5.243194937950044e-05
Position 415: 5.09846283533487e-05
Position 396: 4.9945053782558075e-05
Position 407: 3.5622296081710675e-05
Position 320: 3.4618367937988765e-05
Position 202: 3.2588945066217985e-05
Position 546: 2.686772139961622e-05
Position 142: 2.6427893162357916e-05
Position 57: 2.3333160762388724e-05
Position 1056: 1.8358233100668026e-05
Position 1053: 1.7766861067394282e-05
Position 460: 1.151536709458798e-05
Position 1011: 8.940773037872932e-06
Position 107: 6.919513163748229e-06
Position 505: 5.916711758122142e-06
Position 387: 5.353873624238545e-06
Position 937: 3.039932909600805e-06
Position 110: 2.6002567698260055e-06
Position 751: 2.34466096188875e-06
Position 948: 1.5678915269159732e-06
Position 1023: 1.1419438298290516e-06
Position 304: 7.657762956303424e-08
Position 587: 7.216354693213624e-09
Position 569: 7.116794356504275e-09
Position 492: 2.045569787800451e-10
Position 756: 1.164108159032206e-11
Position 772: 8.782626119890356e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 923: 0.9615561622237662
Position 347: 0.7602996601694468
Position 689: 0.7524572522150311
Position 297: 0.053621966102875084
Position 445: 0.028815422658135283
Position 399: 0.021682745794188954
Position 905: 0.011014673475109477
Position 739: 0.010835826931398122
Position 396: 0.007859064675544898
Position 476: 0.007232259792948043
Position 711: 0.00600210961830373
Position 151: 0.004174204780963137
Position 783: 0.004088240139095903
Position 715: 0.0022704389237883016
Position 933: 0.001848616340207884
Position 127: 0.0017303383229712007
Position 998: 0.0015201074426195228
Position 587: 0.001145104465110486
Position 727: 0.0004523363229448815
Position 520: 0.0003596920158432298
Position 524: 0.00025416508172147246
Position 449: 0.00018436263239028975
Position 607: 0.0001284563524142822
Position 799: 9.967317008849175e-05
Position 596: 8.780606448150868e-05
Position 356: 8.548050353880011e-05
Position 387: 8.324929240028923e-05
Position 490: 7.769614594377266e-05
Position 101: 5.1800390905225506e-05
Position 631: 4.8773398856786854e-05
Position 1109: 4.2744155068527615e-05
Position 217: 3.103193819152758e-05
Position 1039: 2.8831624103395478e-05
Position 817: 2.7734546438112186e-05
Position 454: 2.3718774598539423e-05
Position 1003: 1.750068590860672e-05
Position 1063: 1.6955340110754548e-05
Position 566: 1.5906090797200176e-05
Position 69: 1.2553551156014398e-05
Position 772: 1.2255301432494786e-05
Position 859: 8.029645727200679e-06
Position 838: 7.65794064779072e-06
Position 1011: 5.281964391894978e-06
Position 1085: 4.388926802067359e-06
Position 1056: 3.3069551889713197e-06
Position 635: 2.6356542736358935e-06
Position 54: 2.1907452131427044e-06
Position 487: 1.9404302494159046e-06
Position 91: 1.8243307148783284e-06
Position 1073: 1.3136392130802895e-06
Position 458: 9.487635803489671e-07
Position 563: 4.3183057732987746e-07
Position 352: 3.5503883706194384e-07
Position 1023: 3.357846239728171e-07
Position 460: 3.1699335987041454e-07
Position 610: 3.1192757388733467e-07
Position 79: 3.034320783938973e-07
Position 202: 9.954841784054781e-08
Position 129: 7.680228314211371e-10
Position 254: 8.81680365242079e-11
Position 262: 2.6205401743095316e-11
