Gene = emc
index = 1693
Annotated 5SS: [828]
Annotated 3SS: [2871]
SMsplice 5SS: [828]
SMsplice 3SS: [2871]
top_k =  500
Partition function (log Z): -7.479947614568227

Sorted 5' Splice Sites (High to Low Probability):
Position 828: 0.9661403458495597
Position 203: 0.22784659375358815
Position 123: 0.0343291932527278
Position 195: 0.02813090275602372
Position 105: 0.027164275172554427
Position 3198: 0.024174400165348064
Position 3645: 0.016888491242748355
Position 2509: 0.015281553039044722
Position 2975: 0.013845890141849854
Position 3138: 0.01171509999325421
Position 2421: 0.005140165255873742
Position 52: 0.004018596493965373
Position 2037: 0.0034856420871147756
Position 118: 0.003220203204733442
Position 386: 0.0024475395160477495
Position 2010: 0.0021228308252129375
Position 853: 0.0018804545046898602
Position 1806: 0.0017251123791995956
Position 925: 0.001221352317672544
Position 244: 0.0011896919948725822
Position 1912: 0.001187802608492322
Position 213: 0.0011825086217093811
Position 295: 0.0011587527140354964
Position 2062: 0.0011426040272387741
Position 3482: 0.0011185912945149464
Position 3143: 0.0007829719460424898
Position 2243: 0.0007598998419758903
Position 2477: 0.0007372809345815291
Position 942: 0.0006046516071777121
Position 899: 0.0005736996326957493
Position 817: 0.0004646983011768361
Position 80: 0.0004082534293045555
Position 3206: 0.00038422751466286295
Position 1439: 0.0003490753281103935
Position 552: 0.0003179607259082112
Position 2904: 0.00028247316368453976
Position 2279: 0.0002395397534240628
Position 3672: 0.00012019789454563806
Position 416: 0.00011279497444506922
Position 2041: 6.679381638291632e-05
Position 1792: 6.528818095362935e-05
Position 618: 5.277356894666134e-05
Position 1479: 5.1510982763294924e-05
Position 82: 3.6907012139924514e-05
Position 3959: 2.2220328533190975e-05
Position 211: 2.035934063996425e-05
Position 669: 1.0756187427459588e-05
Position 392: 8.085070685077454e-06
Position 688: 5.329595364824092e-06
Position 164: 4.615685866314047e-06
Position 411: 3.248429109552364e-06
Position 10: 3.0146611964742495e-06
Position 269: 2.6316060428439007e-06
Position 282: 2.5754309907310736e-06
Position 1167: 1.957805251569661e-06
Position 876: 1.8838375929450036e-06
Position 13: 1.7071087487131093e-06
Position 3006: 1.29804784145977e-06
Position 945: 1.2755774778590914e-06
Position 832: 1.0494688929304143e-06
Position 1063: 9.129965992579136e-07
Position 1500: 8.922549475956064e-07
Position 1159: 7.274068426770488e-07
Position 87: 3.97671165704719e-07
Position 1451: 3.258424933272695e-07
Position 1047: 1.6268000278050087e-07
Position 1369: 1.4467423431105315e-07
Position 1226: 1.4247077373955516e-07
Position 1334: 1.266609361536524e-07
Position 968: 6.398020005931722e-09
Position 982: 6.359006655165843e-09
Position 809: 1.7770078162101364e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 2871: 0.8777439013827979
Position 262: 0.25577458497574296
Position 2877: 0.0755838357921474
Position 491: 0.039647159859981754
Position 3361: 0.02897513210399251
Position 3568: 0.024893875609935452
Position 2333: 0.019476640193021366
Position 3740: 0.012246726072041168
Position 3714: 0.0064127018557428766
Position 3045: 0.005584072200687377
Position 3865: 0.00515528963211166
Position 1708: 0.004965312776576944
Position 1391: 0.004665454414120366
Position 3242: 0.0034912848683715005
Position 3574: 0.003273881111891424
Position 1558: 0.002952105979267749
Position 1936: 0.00268276397746281
Position 3893: 0.002486637060584669
Position 1008: 0.002358466050050098
Position 3055: 0.0022750541039262425
Position 227: 0.002251903216761276
Position 2293: 0.001971068149202153
Position 103: 0.0015033551597132243
Position 2582: 0.0014176834772018628
Position 1410: 0.0012551510806454683
Position 164: 0.0012317937976342396
Position 1805: 0.0011744116248536276
Position 3683: 0.0010311210254379804
Position 428: 0.0008345644277073976
Position 160: 0.0007816971923118888
Position 3452: 0.0006969583489133672
Position 195: 0.0006301872007903549
Position 1278: 0.0006270963362400069
Position 1145: 0.0005952546675676962
Position 290: 0.0005916647597292623
Position 2601: 0.000544715903955611
Position 749: 0.0004634171490402069
Position 1033: 0.0004219278798676624
Position 3024: 0.00039038286349918165
Position 3549: 0.0003791980151833071
Position 746: 0.0003790823964657631
Position 433: 0.0003716674814690132
Position 1117: 0.00031848422426169467
Position 4062: 0.0003065834818672495
Position 3185: 0.0003060292144813087
Position 2634: 0.00029390802728812744
Position 3416: 0.00024015634070394026
Position 404: 0.0002220335239612052
Position 982: 0.00021264514283566332
Position 1097: 0.00017541401404714776
Position 3547: 0.0001735093317635955
Position 3011: 0.0001686003260167278
Position 872: 0.00015948757093693224
Position 3387: 0.00015329064596470484
Position 1911: 0.0001366871166416688
Position 294: 0.00013117737863945595
Position 1421: 0.00011372658047933601
Position 325: 0.00011206464733249077
Position 239: 9.464321507972667e-05
Position 2645: 7.398087894696743e-05
Position 269: 6.998620579064054e-05
Position 3191: 6.48315753514601e-05
Position 3258: 4.895741063713486e-05
Position 641: 4.842462927736879e-05
Position 2021: 4.274122767361313e-05
Position 3136: 4.2292795148215007e-05
Position 2421: 3.95563018495382e-05
Position 1043: 3.935850493029481e-05
Position 2704: 3.3573099888353325e-05
Position 1063: 3.2449379248574386e-05
Position 537: 2.6666432411499082e-05
Position 497: 2.4151726509230637e-05
Position 659: 2.3779703020384512e-05
Position 1307: 1.8860458170667793e-05
Position 1497: 1.8637189857686794e-05
Position 1017: 1.8419402516185087e-05
Position 461: 1.4878170366116716e-05
Position 945: 1.2330431443049165e-05
Position 968: 1.1409531221761562e-05
Position 249: 9.479608830776462e-06
Position 242: 9.06500597772848e-06
Position 1715: 8.402144100603749e-06
Position 171: 6.7261686872009676e-06
Position 1284: 6.170919158561503e-06
Position 446: 6.0447816472643464e-06
Position 1196: 5.136093287686666e-06
Position 169: 4.5823288881050633e-07
Position 803: 2.706398902971512e-07
Position 118: 2.2811240366829664e-07
Position 123: 1.6119663249520344e-07
Position 437: 7.69254572103579e-08
Position 656: 6.038891777763178e-08
Position 61: 5.3694688353585114e-08
Position 338: 4.7109585087188244e-08
Position 136: 4.3273234648509635e-08
Position 503: 3.192182546600641e-08
Position 893: 2.2168472499657534e-08
Position 109: 2.137391953051763e-08
Position 883: 1.889630693102694e-08
Position 80: 1.022755494974999e-08
Position 105: 2.718221369153092e-09
Position 782: 2.593032057635241e-09
Position 569: 2.4973413411638793e-09
Position 800: 2.0366344546765045e-09
Position 822: 4.543120769331244e-10
Position 127: 4.680448633434493e-13
