Gene = Eig71Ee
index = 1149
Annotated 5SS: [52]
Annotated 3SS: [104]
SMsplice 5SS: [52]
SMsplice 3SS: [131]
top_k =  500
Partition function (log Z): -7.044425338108536

Sorted 5' Splice Sites (High to Low Probability):
Position 52: 0.9809935013038532
Position 282: 0.15796112473890597
Position 1171: 0.034651670316554715
Position 1194: 0.028682922693910817
Position 1113: 0.014135995966342152
Position 242: 0.0105194244748159
Position 1128: 0.007705542450538496
Position 155: 0.004547167911669176
Position 726: 0.003794888738733551
Position 48: 0.003640116325933734
Position 366: 0.0018827523878595374
Position 480: 0.0017923078539188993
Position 846: 0.0016418658359708118
Position 642: 0.001233495091427955
Position 395: 0.0011162974759040924
Position 1011: 0.0007837139751087715
Position 195: 0.000670820870384178
Position 684: 0.0006029752885246633
Position 720: 0.0004696467283284114
Position 438: 0.0004611879780457604
Position 522: 0.00037319016130700857
Position 516: 0.0002914228935300017
Position 803: 0.00025362853726125555
Position 1095: 0.00022455439226155006
Position 39: 0.0001503805222836681
Position 1136: 0.00013207574358723324
Position 1047: 0.00013042109197360148
Position 678: 9.28524711851023e-05
Position 564: 7.925308699713777e-05
Position 558: 4.9610948400563806e-05
Position 36: 3.376166214827159e-05
Position 762: 1.221023333480005e-05
Position 104: 1.0419349541619178e-05
Position 474: 5.072184465892339e-06
Position 16: 3.834842247288412e-06
Position 56: 1.4917152220378255e-06
Position 599: 1.4736136335496619e-06
Position 228: 5.487110083955469e-07
Position 174: 7.362947375260256e-08
Position 359: 6.445940232391694e-08
Position 138: 5.301435826384668e-08
Position 882: 4.962230167227866e-09
Position 169: 1.3982612893261624e-09
Position 198: 1.6326662699036833e-10
Position 184: 2.7458141311596605e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 131: 0.7008836482674803
Position 1242: 0.1215046806264808
Position 104: 0.1038247774136515
Position 1193: 0.07709290428677329
Position 773: 0.07126056660895815
Position 1112: 0.04163061740351227
Position 569: 0.02991010478409607
Position 983: 0.029758454021585855
Position 108: 0.02206373646767842
Position 969: 0.013719054894414965
Position 401: 0.00940017322268315
Position 1271: 0.006729839015920625
Position 138: 0.005514083791084807
Position 194: 0.00498869103426113
Position 1017: 0.002681833975951343
Position 693: 0.001931606387710669
Position 447: 0.001447696984156995
Position 213: 0.0013138374952570211
Position 1317: 0.0012576218791000141
Position 1380: 0.0011161384405631819
Position 706: 0.0010995260305000345
Position 342: 0.0009227629781358936
Position 531: 0.0007857353082512549
Position 599: 0.0007304958240961565
Position 1301: 0.0006701216866839795
Position 651: 0.0005587215119581244
Position 315: 0.0005211911583145178
Position 809: 0.0005141646592236571
Position 460: 0.00045273770394373776
Position 376: 0.00040739379325900545
Position 1014: 0.00032365597224677794
Position 942: 0.0003152891604379498
Position 735: 0.0003041247345140651
Position 225: 0.0002942018845517921
Position 855: 0.0002714886931864997
Position 544: 0.00027102816213352333
Position 489: 0.0002601741939276584
Position 258: 0.00023411147945537095
Position 154: 0.00021567224922317517
Position 1062: 0.000204886621480938
Position 351: 0.00020383607520937336
Position 868: 0.00017973956236998762
Position 346: 0.0001793336763531553
Position 664: 0.00016995736637962443
Position 605: 0.0001532218702891759
Position 1446: 0.00014762439543013862
Position 1081: 0.00012751809787343426
Position 255: 0.0001268635657582057
Position 874: 0.00012509475134911088
Position 893: 7.912928902480708e-05
Position 133: 7.039739149629458e-05
Position 317: 6.161667878924034e-05
Position 94: 4.772770621315012e-05
Position 1535: 3.202989849237483e-05
Position 163: 2.401005729849446e-05
Position 167: 1.741423523405344e-05
Position 77: 3.7879731567249835e-07
Position 86: 2.92924443059313e-07
Position 236: 4.913338401488758e-08
Position 279: 2.7542244189980836e-08
Position 276: 4.396510523353662e-09
Position 267: 3.140693939872822e-12
Position 217: 9.673843447470588e-14
Position 246: 2.88616570663572e-14
