Gene = aust
index = 1617
Annotated 5SS: [290]
Annotated 3SS: [355]
SMsplice 5SS: [290]
SMsplice 3SS: [355]
top_k =  500
Partition function (log Z): -0.9120206747801236

Sorted 5' Splice Sites (High to Low Probability):
Position 290: 0.9972583579374039
Position 747: 0.00788237395360222
Position 679: 0.007069874549179169
Position 203: 0.0052106710550388815
Position 193: 0.0005436580904561813
Position 801: 0.00013114656485700116
Position 643: 5.846265162187959e-05
Position 200: 5.2078237123774885e-05
Position 258: 3.5670891640455e-05
Position 175: 3.328871830501785e-05
Position 631: 2.931815778173629e-05
Position 607: 2.764209714671487e-05
Position 783: 2.432349265513246e-05
Position 487: 1.4182447184549023e-05
Position 323: 1.014614280009949e-05
Position 514: 9.968783639736603e-06
Position 598: 7.397178607973483e-06
Position 100: 6.9831715063058035e-06
Position 924: 4.162452661437718e-06
Position 712: 2.3345208067418638e-06
Position 451: 1.7789266733787486e-06
Position 554: 1.3899232763895447e-06
Position 4: 1.1568095629564093e-06
Position 574: 1.1513579711465759e-06
Position 308: 1.1211931081235295e-06
Position 921: 9.685120925248493e-07
Position 467: 8.597494552579725e-07
Position 25: 3.461495928747316e-07
Position 329: 2.3185367668225028e-07
Position 877: 7.024126810155951e-08
Position 869: 3.565750063444636e-08
Position 817: 1.5461951651694676e-08
Position 896: 7.780635545667887e-09
Position 62: 7.345531872099374e-09
Position 843: 5.695279680560135e-09
Position 857: 4.294059998240924e-09
Position 890: 3.908360048461687e-09
Position 849: 3.880786024102944e-09
Position 108: 3.2533738421466574e-09
Position 881: 3.1894541260215532e-09
Position 884: 3.0033490671915636e-09
Position 544: 6.298839624599988e-10
Position 59: 4.970277905726602e-10
Position 380: 3.2768090444727533e-10
Position 398: 9.274002803041198e-11
Position 338: 2.6702626022213518e-11
Position 392: 1.694648998712884e-11
Position 395: 8.73286131461494e-15
Position 384: 3.4161748827303305e-17

Sorted 3' Splice Sites (High to Low Probability):
Position 355: 0.998085161094124
Position 817: 0.007020709267238395
Position 854: 0.004239273873594134
Position 757: 0.003526944010422947
Position 264: 0.0024702603655727493
Position 392: 0.0008677857638074382
Position 282: 0.0006861557005485927
Position 380: 0.0004593147148557563
Position 417: 0.0003702484668097955
Position 991: 0.0002600186793671608
Position 363: 0.000190211612972686
Position 766: 0.00014341690216388407
Position 678: 6.168822524195307e-05
Position 590: 9.251293871653962e-06
Position 549: 9.238175205597226e-06
Position 869: 8.089390873796705e-06
Position 777: 6.75803010332973e-06
Position 206: 1.9246123600524814e-06
Position 55: 8.747642452475532e-07
Position 621: 8.389437150722281e-07
Position 241: 5.231169472406854e-07
Position 192: 3.4188598817975077e-07
Position 654: 3.016325976723685e-07
Position 684: 2.460491429808718e-07
Position 441: 2.3405948054892578e-07
Position 66: 2.2271358609825026e-07
Position 525: 2.1921731632173936e-07
Position 234: 1.8973738486375766e-07
Position 284: 1.6790921907002096e-07
Position 81: 1.0295536450493576e-07
Position 636: 1.0097703143041029e-07
Position 533: 8.189255130343978e-08
Position 318: 6.998044336708061e-08
Position 48: 5.5645355887054576e-08
Position 168: 4.57061063472421e-08
Position 458: 3.340392082109829e-08
Position 100: 1.8155121592848678e-08
Position 141: 1.7872010373461805e-08
Position 219: 1.7013692136298603e-08
Position 321: 1.5913484415408857e-08
Position 72: 1.4271974260191811e-08
Position 94: 7.328961108716113e-09
Position 174: 6.406842072042947e-09
Position 78: 5.938820776279958e-09
Position 159: 5.070858365688985e-09
Position 172: 7.180044609646718e-10
Position 216: 6.280152737193802e-10
Position 150: 5.886591919087905e-10
Position 138: 1.9399518816121082e-10
Position 289: 1.2597246261275698e-12
Position 155: 6.507365729105887e-13
Position 96: 8.400030948696872e-14
Position 294: 4.678628488544713e-15
