Gene = vir-1
index = 1926
Annotated 5SS: [  117  1799 13984 15890 16255]
Annotated 3SS: [ 1609 13815 15704 15972 19261]
SMsplice 5SS: [  577  1799 13984 15890 16255]
SMsplice 3SS: [ 1609 13815 15704 15972 19157]
top_k =  500
Partition function (log Z): 0.7897722763116788

Sorted 5' Splice Sites (High to Low Probability):
Position 15890: 0.9991678710422737
Position 13984: 0.9744767614653547
Position 1799: 0.9633462326666745
Position 16255: 0.866629961759213
Position 18874: 0.5816177002360474
Position 19004: 0.5099056378590189
Position 14758: 0.448542396475687
Position 577: 0.28375414320180153
Position 117: 0.22773029855037918
Position 106: 0.18089463222344448
Position 18481: 0.17969171904760725
Position 13255: 0.14104099784497046
Position 16231: 0.12648985352424613
Position 7825: 0.12075435715121924
Position 161: 0.08649658998795072
Position 18149: 0.06351500171666682
Position 13247: 0.05307380507073172
Position 889: 0.044498133109336216
Position 1075: 0.04197857022558111
Position 14606: 0.02574967926489932
Position 659: 0.024880956724195942
Position 179: 0.021133032253306407
Position 17660: 0.018888713164148085
Position 16838: 0.018584892705125238
Position 13239: 0.01723099824427377
Position 1493: 0.015854625979734575
Position 17274: 0.014340653483079514
Position 14204: 0.014082778186827379
Position 9862: 0.013386814301850446
Position 1470: 0.013271246406378915
Position 13350: 0.012635298441499328
Position 15577: 0.011942471716452668
Position 14685: 0.010496285201017043
Position 1107: 0.007995754968199329
Position 6520: 0.006850475283720548
Position 559: 0.00536555129177585
Position 2542: 0.0033266309118808297
Position 2370: 0.003202149309395647
Position 15224: 0.003046548784374969
Position 14009: 0.002991224127524325
Position 1003: 0.002837867114934896
Position 165: 0.00278517860595282
Position 1294: 0.002759244354838163
Position 18103: 0.0027331082782929713
Position 15026: 0.002604150527963533
Position 78: 0.002532800124157365
Position 4523: 0.0023934811178259116
Position 9036: 0.0022593877850730073
Position 6283: 0.0021986642337938466
Position 1270: 0.002135855184538311
Position 2128: 0.002113791880742639
Position 14489: 0.0015882400018046848
Position 663: 0.0015226039849497127
Position 762: 0.0014726668643087388
Position 671: 0.0014096870312873874
Position 1513: 0.0013571164732286683
Position 16899: 0.0012345515077565542
Position 14750: 0.0011829683136350873
Position 16569: 0.0011543074596439096
Position 17056: 0.0011068292190193464
Position 7361: 0.0010152885421936368
Position 387: 0.0008248974378219248
Position 513: 0.0007831214949960521
Position 16109: 0.0006593684822989551
Position 1164: 0.0005438293872714842
Position 1311: 0.000519687435094121
Position 394: 0.0004688035708615391
Position 15386: 0.0004668168637378694
Position 14996: 0.0004258411068534381
Position 14238: 0.00041653802726044254
Position 697: 0.00040982490858101336
Position 177: 0.00032577137736822346
Position 14610: 0.00029993318251631164
Position 1381: 0.00028840764965732465
Position 774: 0.00026996014821804187
Position 13988: 0.0002672612814213078
Position 148: 0.00024320385396365442
Position 242: 0.00023978975102917837
Position 15833: 0.00020932126674307766
Position 983: 0.0002078264691665802
Position 16725: 0.00019662344568596664
Position 5544: 0.00015326151919633715
Position 1021: 0.00012417367716747638
Position 15991: 0.0001205581230602718
Position 1040: 0.00011845511601118089
Position 15925: 9.615823444378163e-05
Position 16054: 7.675230945381827e-05
Position 591: 7.369913649754946e-05
