Gene = comm
index = 1652
Annotated 5SS: [734]
Annotated 3SS: [5158]
SMsplice 5SS: [734]
SMsplice 3SS: [5158]
top_k =  500
Partition function (log Z): -9.594886641771607

Sorted 5' Splice Sites (High to Low Probability):
Position 734: 0.9797242739539637
Position 1377: 0.12046008800277554
Position 1600: 0.07681972011861618
Position 2273: 0.04066473690296976
Position 5800: 0.03721599675153208
Position 5394: 0.035590826779650586
Position 5624: 0.03007768111391422
Position 161: 0.018528713425981932
Position 1910: 0.008616362112360975
Position 5785: 0.008250712334680877
Position 6518: 0.008112410069401096
Position 5851: 0.00464375530879405
Position 1047: 0.004307037248166
Position 2277: 0.004051108832476161
Position 1393: 0.00392857157593673
Position 192: 0.0030569536911882454
Position 1753: 0.0024740847222964515
Position 1299: 0.0023386883795587406
Position 558: 0.0016528509941158166
Position 649: 0.0012972891431271886
Position 2039: 0.001217043702643632
Position 522: 0.0011450389309020715
Position 5644: 0.0010677260664390307
Position 2658: 0.0010521846197544971
Position 5890: 0.0009811266277293482
Position 5778: 0.0009521287884803265
Position 5215: 0.000807007334532972
Position 2225: 0.0006664622994229284
Position 2147: 0.000517751124040293
Position 1158: 0.0004960338400100719
Position 619: 0.00024195278007704143
Position 1381: 0.00021977437244116423
Position 5: 0.00017149308156064842
Position 165: 0.00012136543504595445
Position 526: 9.5656568490992e-05
Position 661: 6.0633910024239626e-05
Position 1019: 6.012166247560227e-05
Position 1306: 5.2242045142021596e-05
Position 711: 4.494487108975684e-05
Position 291: 3.9240501591861007e-05
Position 1409: 3.8898815629048885e-05
Position 145: 3.8479156376366034e-05
Position 1420: 3.8262149065649026e-05
Position 159: 3.195446496554749e-05
Position 156: 2.9018474656147837e-05
Position 744: 2.8971486499074673e-05
Position 1030: 2.3513927401043306e-05
Position 585: 2.001831251566199e-05
Position 636: 1.9999500238760238e-05
Position 582: 1.8796652711813442e-05
Position 738: 1.6399049892032244e-05
Position 2810: 1.508897238254593e-05
Position 919: 1.4895001057571333e-05
Position 1065: 1.4604358559021225e-05
Position 646: 8.847226091280658e-06
Position 1356: 7.3694459607779066e-06
Position 835: 5.813583242816732e-06
Position 1258: 4.532580552587704e-06
Position 1044: 4.388034768829228e-06
Position 167: 4.3281922945681835e-06
Position 147: 3.62249086761521e-06
Position 1250: 3.4962141586088096e-06
Position 1808: 3.3346638409887493e-06
Position 253: 3.2813756382778352e-06
Position 136: 3.2113063782532134e-06
Position 1525: 3.032409013511731e-06
Position 320: 2.358904779020781e-06
Position 1186: 2.02526401853451e-06
Position 814: 1.7339456411270292e-06
Position 676: 1.398564373515037e-06
Position 453: 1.295971733771464e-06
Position 1502: 1.060433684694575e-06
Position 377: 8.802758334830054e-07
Position 1088: 8.492413897334247e-07
Position 529: 7.256688810197306e-07
Position 451: 4.499702405957199e-07
Position 125: 2.9392608335117474e-07
Position 9: 2.496649437143211e-07
Position 131: 1.669906491406909e-07
Position 483: 6.913713854729765e-08
Position 133: 1.9199082663935627e-08
Position 669: 1.9925413674847466e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 5158: 0.8421924559961068
Position 6136: 0.11434876968625204
Position 894: 0.08197143183091468
Position 1483: 0.06577110265141398
Position 5677: 0.042985828731356764
Position 6144: 0.02205083261836583
Position 1665: 0.021462209938734336
Position 5105: 0.017468084259917527
Position 1823: 0.016605048610668187
Position 870: 0.01606618875439485
Position 1850: 0.013902150803274373
Position 1727: 0.012389113803277979
Position 6182: 0.012108475824449638
Position 1150: 0.010427890717586315
Position 900: 0.009403544777512977
Position 5460: 0.008625929966090913
Position 5454: 0.007318506556265255
Position 1056: 0.007289088242190374
Position 253: 0.007228143962652061
Position 6577: 0.006849688156680188
Position 5683: 0.006521033667989286
Position 216: 0.005670136064412249
Position 6620: 0.0052643018402140675
Position 968: 0.004254034140054148
Position 947: 0.004083127324184413
Position 5457: 0.003924871404914591
Position 846: 0.003855022790953092
Position 233: 0.003854096470291432
Position 6239: 0.003841013991930359
Position 1240: 0.003393717086906744
Position 1488: 0.002859960229571857
Position 6217: 0.002075553529352263
Position 6258: 0.0015800721072808835
Position 692: 0.001188274080276811
Position 6745: 0.0010984746587398373
Position 2875: 0.0007659228751029171
Position 3960: 0.000649454310386056
Position 4997: 0.0006466186756566194
Position 5178: 0.000626139434950823
Position 4512: 0.0005993513555860816
Position 5957: 0.0005619312549640451
Position 3861: 0.0005550445550556108
Position 5253: 0.0005248057252685898
Position 5032: 0.0004710906894991146
Position 5072: 0.0004647889191830358
Position 2341: 0.0004448123254643282
Position 1425: 0.00043708163047835786
Position 2522: 0.00040493748256871596
Position 1592: 0.0004007382751688749
Position 1420: 0.0003969602624494879
Position 3457: 0.00034123207883239814
Position 1497: 0.00033029338174495266
Position 918: 0.00032442998268622573
Position 707: 0.0003014060751183926
Position 1568: 0.0002961412041505081
Position 4648: 0.00029169212715036237
Position 1525: 0.00022694752338854655
Position 2556: 0.00021077254293724293
Position 476: 0.0002078074151379528
Position 3165: 0.00020389256635136796
Position 3494: 0.00017010247921016427
Position 314: 0.00016552101901186922
Position 3115: 0.00015045868161327357
Position 1342: 0.00014756667695177064
Position 4105: 0.00013626724190723247
Position 432: 0.00010725360102353625
Position 3071: 9.317529508016747e-05
Position 377: 8.519495464979322e-05
Position 4176: 7.656203358372508e-05
Position 1295: 7.183083226528297e-05
Position 277: 7.140234517161208e-05
