Gene = nompB
index = 1819
Annotated 5SS: [  197   447  2231  3024  7805 10693 10834]
Annotated 3SS: [  249  2004  2302  7606  9798 10746 10893]
SMsplice 5SS: [  197   447  7807  8084 10693]
SMsplice 3SS: [  249  7606  7868  9785 10893]
top_k =  500
Partition function (log Z): 0.5775905949885114

Sorted 5' Splice Sites (High to Low Probability):
Position 197: 0.9838534107196536
Position 10693: 0.9700259559621802
Position 447: 0.9338509907495394
Position 7807: 0.8398729010356756
Position 8084: 0.8067517176726889
Position 2231: 0.6282227691064384
Position 3024: 0.3140389832962402
Position 10389: 0.21458138128181245
Position 3053: 0.18610893622839114
Position 10834: 0.12152846643042194
Position 451: 0.054659479851627675
Position 3638: 0.03612394224984366
Position 2406: 0.02513701586538557
Position 2490: 0.023611924614731796
Position 1669: 0.018170803605553197
Position 2657: 0.013692144737383238
Position 10968: 0.013188269568463133
Position 6093: 0.010539737783192237
Position 10176: 0.010440638543448708
Position 2847: 0.010043959426183701
Position 3264: 0.009098357746961317
Position 4159: 0.007784523232934214
Position 3267: 0.005359720011311731
Position 442: 0.005172940555747224
Position 3296: 0.0051528715719409346
Position 1508: 0.004050088545456021
Position 1513: 0.0037200984463426883
Position 366: 0.0024674471450199056
Position 1003: 0.002457878321134588
Position 1495: 0.0013593665087223922
Position 2427: 0.0010995693408451896
Position 57: 0.0010865751149223516
Position 2193: 0.001063994038396389
Position 541: 0.0009362043785919965
Position 1409: 0.0006535034120595319
Position 2930: 0.0006433390881651399
Position 941: 0.0005940046255238692
Position 9968: 0.0005742475112300398
Position 11053: 0.0004802312641695535
Position 2494: 0.00044412693576775184
Position 526: 0.0003565841289060418
Position 1751: 0.00035381475436727084
Position 3398: 0.00029304834570425067
Position 983: 0.00023438255000713578
Position 2133: 0.00019607186073829433
Position 2721: 0.00016009263566116314
Position 1320: 0.00014760845593336604
Position 1747: 0.00013643767833271
Position 11042: 7.491297697197404e-05
Position 49: 5.851012773988803e-05
Position 1644: 5.565184259036453e-05
Position 3076: 5.200509610151031e-05
Position 201: 1.9107018098248583e-05
Position 783: 1.4819528298928492e-05
Position 134: 1.2124294091365287e-05
Position 1350: 4.188305171812406e-06
Position 2381: 4.096627174797698e-06
Position 2949: 3.6865950378831844e-06
Position 2201: 3.2835714251594237e-06
Position 3028: 2.1804019945867932e-06
Position 47: 1.2292320595605206e-06
Position 52: 1.2061481221183013e-06
Position 5440: 8.013557549542713e-07
Position 503: 5.667861485573214e-07
Position 476: 3.9480023126686854e-07
Position 16: 3.8067838594216593e-07
Position 788: 2.9517266481331526e-07
Position 328: 2.3359279251643157e-07
Position 296: 1.845137208246882e-07
Position 232: 1.807599916888071e-07
Position 4246: 1.1869934252092502e-07
Position 720: 1.0768497810307218e-07
Position 778: 7.6838116349697e-08
Position 794: 7.35774874578058e-08
Position 1482: 7.329616793915627e-08
Position 241: 6.658079687964134e-08
Position 615: 3.96255496394558e-08
Position 706: 3.6177838121745617e-08
Position 490: 1.4858128488405207e-08
Position 351: 1.4494738092911637e-08
Position 319: 1.0179459380799377e-08
Position 116: 8.16224331697693e-09
Position 1345: 7.487689091332245e-09
Position 230: 3.941602277868736e-10
Position 269: 3.3117308559611825e-10
Position 411: 1.5313016722244867e-11
Position 2452: 7.772362071723788e-12
Position 424: 2.599677940910785e-12
Position 1293: 1.9817127851629256e-12
Position 1162: 1.1755094928935769e-12
Position 1184: 6.553173125317901e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 249: 0.9642298366430622
Position 7606: 0.930519398661199
Position 10893: 0.8422398137950616
Position 9785: 0.7265039541440411
Position 2004: 0.6049023864660996
Position 2281: 0.46067711850198234
Position 7868: 0.45370010872942057
Position 7883: 0.21423587080465206
Position 10469: 0.18491200893895002
Position 10746: 0.1804574218307673
Position 10435: 0.17210217825185287
Position 10926: 0.0592223897235817
Position 7973: 0.04439301501180762
Position 3120: 0.04152228940833536
Position 9789: 0.03658330017328023
Position 9824: 0.023092809013702264
Position 2749: 0.023045109013447713
Position 2555: 0.019303876831019706
Position 269: 0.01881663702658169
Position 11037: 0.01796756155737972
Position 9536: 0.01679556808833455
Position 10901: 0.016191262817391052
Position 2030: 0.014764729805728499
Position 3173: 0.010580877328622765
Position 9509: 0.010338833631500581
Position 1422: 0.010178617954116998
Position 10244: 0.010027880785447491
Position 2984: 0.009202212216573063
Position 1407: 0.008779701702580503
Position 10753: 0.00831525605162527
Position 2752: 0.008142860638370341
Position 5817: 0.00784383756253785
Position 1564: 0.0072353552463910445
Position 9568: 0.007188366906975663
Position 1926: 0.006608157771758133
Position 1240: 0.0061606525916992035
Position 2066: 0.005446273157658385
Position 1602: 0.005238190453099557
Position 838: 0.004827474366668318
Position 9189: 0.004506257146327537
Position 9837: 0.004334546642554046
Position 2349: 0.004229503151610403
Position 7239: 0.0038966654095043546
Position 2482: 0.0035589357719115955
Position 3414: 0.003345685307570882
Position 1002: 0.0032019499733535145
Position 3161: 0.0029455311727956944
Position 2017: 0.0027615134020636477
Position 5349: 0.0027004339443242125
Position 761: 0.0026784849545255928
Position 10757: 0.0022485935017879217
Position 2568: 0.002136083435859417
Position 1941: 0.001973866111034151
Position 8986: 0.001770273421828335
Position 1147: 0.0017309581667752216
Position 1362: 0.0016693717532670813
Position 2421: 0.0015919742213969313
Position 2440: 0.0015665019244611254
Position 850: 0.0015319196388359812
Position 3469: 0.001482783100795603
Position 1605: 0.0014216262254777925
Position 2906: 0.0013737434359695586
Position 8884: 0.0012368957486840158
Position 9710: 0.0011241702775740409
Position 961: 0.000999749222755296
Position 4046: 0.0008841700137703719
Position 891: 0.0008481098101104237
Position 9312: 0.0008091152148252589
Position 8066: 0.0007941672106769734
Position 10801: 0.0007566338119399334
Position 1127: 0.0007525335947059967
Position 266: 0.0007426967410443256
Position 11110: 0.0006839941553302618
Position 1472: 0.0006678163994624285
Position 1259: 0.0006337238183544666
Position 521: 0.0005995423460454207
Position 1356: 0.0005866179911800491
Position 1796: 0.000440229134764367
Position 3008: 0.0004176409191936794
Position 1014: 0.00039480449815308596
Position 8533: 0.00038531227070249185
Position 2163: 0.0003831788705708719
Position 2047: 0.00034201445734900987
Position 3963: 0.0003409280627585651
Position 1868: 0.00033848950005371825
Position 2389: 0.0003183112613659198
Position 3151: 0.00030589290497158
Position 2705: 0.00028947167909847555
Position 1899: 0.00027082721877434317
Position 602: 0.00025463612832680413
Position 861: 0.00024581316477485267
Position 1199: 0.0002447747587987912
Position 3873: 0.00024152749021578906
Position 741: 0.00023096617225887953
Position 3693: 0.00021889278058033956
Position 2081: 0.00021044326745226494
Position 1584: 0.00020928788747607682
Position 1525: 0.00020538152756025227
Position 316: 0.00018232119668532207
Position 102: 0.00018197344842024371
Position 2183: 0.0001761211339824715
Position 595: 0.0001494532967860011
Position 1874: 0.00011327944774990879
Position 717: 0.00010930752201974982
Position 1891: 7.018396110643196e-05
Position 1955: 4.9752832820119244e-05
Position 295: 4.9352308997194644e-05
Position 8995: 4.923916169228886e-05
Position 1162: 4.8879762429374935e-05
Position 8333: 4.2639066071947544e-05
Position 8406: 4.24319048274464e-05
Position 8467: 4.134391205804507e-05
Position 2699: 3.295580077535589e-05
Position 936: 2.7158709030973084e-05
Position 319: 2.3607639103000413e-05
Position 131: 2.3377815887018075e-05
Position 365: 1.8294138448345617e-05
Position 416: 1.5344649590940585e-05
Position 280: 1.2425618221554048e-05
Position 390: 7.713064442230959e-06
Position 5508: 8.013557549542712e-07
Position 187: 6.95585895007575e-07
Position 5097: 6.637428452266688e-07
Position 283: 4.7510194738533263e-07
Position 720: 3.020435075847822e-07
Position 305: 3.0165848320874975e-07
Position 4321: 2.9758462704700847e-07
Position 773: 2.811583138558948e-07
Position 656: 1.9764032418751756e-07
Position 901: 1.920900795062913e-07
Position 540: 1.332235304987413e-07
Position 525: 1.308385012747563e-07
Position 659: 1.2958590229155676e-07
Position 894: 7.714249446445152e-08
Position 692: 7.023958493762067e-08
Position 534: 4.438282954309057e-08
Position 794: 3.968822197749041e-08
Position 197: 3.270410524270267e-08
Position 4363: 3.26965350588868e-08
Position 387: 2.5759146115431085e-08
Position 165: 2.561063817257615e-09
Position 469: 2.3642453350049585e-09
Position 438: 2.102719451806715e-09
Position 3840: 8.824476941790594e-10
Position 171: 4.318992495093564e-10
Position 351: 3.107602706285403e-11
Position 112: 2.86125219674714e-11
Position 396: 2.7365087167378978e-11
Position 418: 3.176878523022358e-12
Position 447: 2.5834746106887087e-13
Position 201: 3.140101167114151e-14
Position 61: 1.7875837423011073e-14
