Gene = ND-30
index = 1297
Annotated 5SS: [170 305]
Annotated 3SS: [229 362]
SMsplice 5SS: [170 305]
SMsplice 3SS: [229 362]
top_k =  500
Partition function (log Z): -6.5915888581732425

Sorted 5' Splice Sites (High to Low Probability):
Position 305: 0.6364942817005373
Position 170: 0.39784222166756955
Position 174: 0.34542661046585876
Position 309: 0.20516235442687455
Position 724: 0.002420282755109108
Position 748: 0.0022818377423775493
Position 732: 0.0018709193361870619
Position 989: 0.0015236953739906401
Position 485: 0.00039111560191768994
Position 442: 0.00038589889757570823
Position 611: 0.0003588515975272268
Position 704: 0.0001640249780111485
Position 455: 0.00012652195539024642
Position 343: 3.127654614657362e-05
Position 614: 2.6517000900537908e-05
Position 315: 2.3504703644334297e-05
Position 156: 2.309101539387152e-05
Position 269: 1.784716326141594e-05
Position 131: 1.4055662617743528e-05
Position 280: 1.0677378108674588e-05
Position 509: 6.544512267265012e-06
Position 59: 6.463597235512624e-06
Position 97: 4.647250623897108e-06
Position 1018: 3.4149577490024897e-06
Position 78: 1.6801853081793227e-06
Position 145: 5.22564792676129e-07
Position 137: 4.523240058852628e-07
Position 101: 3.785798946779969e-07
Position 506: 4.442476961448861e-08
Position 757: 3.132821385920693e-08
Position 563: 2.405082437032056e-08
Position 232: 2.0328928879512415e-08
Position 578: 6.169112032299536e-09
Position 550: 6.0544158461151316e-09
Position 584: 4.98654341569534e-09
Position 229: 1.7514695024980203e-09
Position 446: 1.6999257578577433e-09
Position 523: 9.224840115143672e-10
Position 332: 7.152290708645382e-11
Position 330: 4.757452833711801e-11
Position 368: 2.0519170752596182e-13
Position 386: 2.4069282977211533e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 362: 0.8415135722176863
Position 229: 0.7363662251346871
Position 823: 0.005841780066328229
Position 376: 0.005081311210884439
Position 1051: 0.0016330916383054347
Position 811: 0.001552039144721149
Position 661: 0.0012604724771003051
Position 854: 0.00036153539175746275
Position 544: 0.00033999685899811164
Position 386: 0.00019121659193262948
Position 523: 0.00014990300772484472
Position 347: 0.00012258999752260669
Position 269: 8.944115044812192e-05
Position 451: 2.512898651466296e-05
Position 442: 2.093131868865128e-05
Position 550: 1.8440975103401534e-05
Position 532: 1.61083626737304e-05
Position 192: 1.25985193954444e-05
Position 308: 8.603827163840117e-06
Position 122: 4.3843589475802e-06
Position 500: 4.027555541098268e-06
Position 1076: 3.4149577490025003e-06
Position 104: 1.6213823679479098e-06
Position 145: 7.53528911435072e-07
Position 280: 3.8416449362029643e-07
Position 291: 8.266780048174614e-08
Position 598: 7.423215662849875e-08
Position 454: 3.631132499973141e-08
Position 294: 3.238438031225316e-08
Position 676: 2.525876746370136e-08
Position 303: 6.908410926368829e-09
Position 194: 1.105855343558518e-09
Position 460: 4.931511675786119e-11
Position 285: 2.59643205163075e-11
Position 315: 6.481644495386717e-12
Position 430: 7.867175327712e-13
