Gene = cep290
index = 1644
Annotated 5SS: [ 758  989 1450 2341 3335 3526 3742 4486 5210 5396 6443 6836]
Annotated 3SS: [ 814 1041 1514 2399 3392 3587 3798 4549 5262 5453 6507 6898]
SMsplice 5SS: [ 758  989 1450 2341 3335 3526 3742 4486 5210 5396 6443 6836]
SMsplice 3SS: [ 814 1041 1514 2399 3392 3587 3798 4549 5262 5453 6507 6898]
top_k =  500
Partition function (log Z): 41.265128368606845

Sorted 5' Splice Sites (High to Low Probability):
Position 989: 0.9999869638694039
Position 3526: 0.9986542412977346
Position 2341: 0.9982152038795075
Position 5210: 0.998017941047685
Position 1450: 0.9944544379726876
Position 3335: 0.9935925532538717
Position 4486: 0.9913091815449562
Position 758: 0.9882354898169431
Position 3742: 0.96935356745621
Position 6836: 0.9467100747555909
Position 5396: 0.911553156808855
Position 6443: 0.8952985258210846
Position 245: 0.1384395304575279
Position 6578: 0.038499664601099624
Position 623: 0.03174265252270701
Position 4113: 0.02252577503331755
Position 1342: 0.007753476030683256
Position 6840: 0.006617750368026312
Position 401: 0.006021891225211195
Position 6447: 0.006003847501785969
Position 4205: 0.004217206285742981
Position 4767: 0.003528948695933998
Position 6001: 0.0023277189733400057
Position 6187: 0.0022592259379597013
Position 3752: 0.0017791602989299285
Position 3183: 0.0016662948228498334
Position 2092: 0.0016140866047026463
Position 4500: 0.0014098428521458126
Position 6075: 0.0013699121429136046
Position 1584: 0.001331424345209548
Position 2306: 0.0011969136019796345
Position 2559: 0.0007471448091920384
Position 3755: 0.0007356675843001583
Position 3523: 0.0007193712158669283
Position 1150: 0.0006807996131338334
Position 5190: 0.0006618987547980409
Position 3962: 0.0006210368539460401
Position 765: 0.0006175466313252348
Position 1920: 0.0005701306752783588
Position 1349: 0.000516310635736244
Position 1860: 0.0004923722887275078
Position 2493: 0.00043931193913557715
Position 4019: 0.00042576670255113955
Position 5823: 0.00036512695039943234
Position 3178: 0.00031130817573081087
Position 5068: 0.0003086486498313182
Position 4709: 0.0003019836808614633
Position 5849: 0.00029657318185327263
Position 2081: 0.000269726767630834
Position 2532: 0.00026893565737826075
Position 4015: 0.00023849165610606213
Position 2595: 0.00022622140093739136
Position 3044: 0.00021510864675068194
Position 4639: 0.0001985801002973878
Position 5153: 0.0001907466547067493
Position 4355: 0.00018987605101753697
Position 5222: 0.00017587466908762847
Position 7067: 0.00015890750048598711
Position 2817: 0.00015751265284821197
Position 5217: 0.00015450055095347386
Position 6661: 0.00013522222036293263
