Gene = spict
index = 1887
Annotated 5SS: [368]
Annotated 3SS: [865]
SMsplice 5SS: [368]
SMsplice 3SS: [865]
top_k =  500
Partition function (log Z): -4.306810250163087

Sorted 5' Splice Sites (High to Low Probability):
Position 368: 0.9474436140186487
Position 793: 0.426140931892847
Position 115: 0.22739965084127453
Position 541: 0.05909953868159588
Position 109: 0.007102679119015625
Position 133: 0.005526058718264985
Position 348: 0.002094644354200802
Position 688: 0.002006441902962623
Position 291: 0.0016338199452097372
Position 1128: 0.0012250022521928376
Position 1204: 0.0012143462946704467
Position 1414: 0.0005722081027014925
Position 1409: 0.0005513603878876937
Position 1497: 0.0005178955204030924
Position 432: 0.0004783977902243613
Position 492: 0.0003313263074083834
Position 460: 0.0002906084450875413
Position 1781: 0.0002833458117636248
Position 560: 0.0002643538465734609
Position 80: 0.0002453684439490493
Position 184: 0.00020441014838964096
Position 451: 0.0001900721269951875
Position 372: 0.00018939710220997126
Position 1048: 0.00017771407433138
Position 186: 0.0001562833933560741
Position 1201: 0.0001547001612898857
Position 301: 0.00014784718474898182
Position 1425: 0.0001346144372824853
Position 636: 0.0001279461901867571
Position 1597: 9.772693182485048e-05
Position 1519: 8.46741684096254e-05
Position 29: 7.796341843134773e-05
Position 1329: 7.396165316544951e-05
Position 119: 6.908781684292496e-05
Position 465: 5.977273121608507e-05
Position 436: 5.3793722443072004e-05
Position 752: 4.926106618075785e-05
Position 418: 3.7863425902971995e-05
Position 420: 2.6467639039105713e-05
Position 783: 2.456932524069512e-05
Position 1156: 2.1377428726675267e-05
Position 1741: 1.7641184771893067e-05
Position 398: 8.617696962824768e-06
Position 620: 3.7717985652734004e-06
Position 211: 2.924251216666416e-06
Position 309: 1.921524827813127e-06
Position 582: 1.7080322199277216e-06
Position 339: 1.2299543889846917e-06
Position 434: 1.0930786453166202e-06
Position 12: 9.028290935662925e-07
Position 245: 7.019603806077067e-07
Position 4: 1.8466047541665325e-07
Position 1432: 4.6270675955584015e-08
Position 1521: 2.0557956383792185e-09
Position 524: 4.840031491774381e-10
Position 442: 1.0209951711690939e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 865: 0.913145445754614
Position 739: 0.3259663619708296
Position 251: 0.20722059514592614
Position 620: 0.09276229673215426
Position 418: 0.06738726354930247
Position 691: 0.0401205183407444
Position 540: 0.014247588903773029
Position 270: 0.0052946352380888835
Position 769: 0.004407635018623832
Position 1479: 0.0029835650649757783
Position 651: 0.0017947868485919153
Position 1626: 0.0016855373466891
Position 432: 0.001400485743398237
Position 1546: 0.0013032390153385914
Position 1260: 0.0010083431499346917
Position 290: 0.0009346656707005576
Position 267: 0.0005551236224751927
Position 1571: 0.0004651073126599124
Position 483: 0.00043722856808566863
Position 747: 0.00035763659332017363
Position 1761: 0.00034035472516135595
Position 1900: 0.0002961272057494731
Position 460: 0.0002802174313735878
Position 752: 0.0002655213120814219
Position 791: 0.0002582900090202064
Position 1456: 0.0002383131881567571
Position 180: 0.00015777175873143322
Position 804: 0.00015126277463301804
Position 1066: 0.00014900183147641285
Position 507: 0.0001378881204456221
Position 1638: 9.568951405387054e-05
Position 465: 9.516374481034483e-05
Position 1207: 8.415118588477808e-05
Position 812: 8.272726105785708e-05
Position 958: 6.345986143270012e-05
Position 1409: 5.333819864474101e-05
Position 492: 5.124197047683924e-05
Position 1414: 4.7211529098213985e-05
Position 1650: 4.6439779448718175e-05
Position 1273: 3.734491885085226e-05
Position 99: 3.155048852709847e-05
Position 880: 2.685887887444289e-05
Position 974: 2.3612565523190238e-05
Position 1423: 2.0891039088331666e-05
Position 451: 2.030489256000412e-05
Position 877: 1.8894891037067178e-05
Position 139: 1.6155264803773832e-05
Position 1919: 1.588732643569181e-05
Position 760: 1.364161002489182e-05
Position 990: 1.235258512608926e-05
Position 1913: 5.454674569323472e-06
Position 136: 2.691009751333839e-06
Position 496: 2.4809832858852573e-06
Position 501: 5.487862602929458e-07
Position 108: 4.724471713089822e-07
Position 85: 8.957071745563217e-08
Position 287: 7.547710300244896e-08
Position 339: 7.435999836403689e-08
Position 313: 6.630825144180405e-08
Position 74: 6.01399334772345e-08
Position 335: 4.5291644592739745e-08
Position 372: 3.459455533467446e-08
Position 389: 1.5676601047456166e-08
Position 368: 4.329107207254178e-09
Position 319: 1.6836917923841665e-09
Position 56: 9.76610102429206e-10
Position 300: 7.804793561910194e-10
Position 64: 1.6467317942355834e-10
