Gene = chb
index = 1645
Annotated 5SS: [193]
Annotated 3SS: [5243]
SMsplice 5SS: [  193  5352 10157]
SMsplice 3SS: [ 5243  9953 10217]
top_k =  500
Partition function (log Z): -10.706864824515787

Sorted 5' Splice Sites (High to Low Probability):
Position 193: 0.9697310003817716
Position 5352: 0.6979546321042387
Position 10157: 0.4979955474776694
Position 4593: 0.0710620053497474
Position 10107: 0.056209988184335334
Position 4588: 0.027399733465668298
Position 5709: 0.021896227328617093
Position 9427: 0.017706406713239496
Position 933: 0.014252619064273322
Position 4950: 0.013977135124549147
Position 3676: 0.009663512458879706
Position 71: 0.009158878665977572
Position 4931: 0.009152715731253125
Position 5090: 0.0072140341851358
Position 585: 0.006723174546123532
Position 4874: 0.005426623795714805
Position 10001: 0.003194914451494644
Position 10307: 0.001737818139704906
Position 5437: 0.0017090913948519966
Position 938: 0.0014820097678893208
Position 2038: 0.0013594593741473521
Position 197: 0.0012387720115398671
Position 3684: 0.001147814832027693
Position 4169: 0.0011344245901893707
Position 4601: 0.001111049366666791
Position 689: 0.0010786705817925233
Position 1585: 0.001014412164369835
Position 3700: 0.0009059889859177957
Position 149: 0.000880300610425253
Position 4534: 0.0007441328837242149
Position 3688: 0.000614262085555648
Position 7680: 0.000598161119316192
Position 7059: 0.0005800355494821829
Position 1178: 0.0005684406209646464
Position 1678: 0.000547422674302301
Position 4512: 0.0005103232630032862
Position 823: 0.0004953317033696257
Position 1432: 0.0004417136996737477
Position 763: 0.0004213283952762975
Position 5138: 0.0003655054613047611
Position 1331: 0.0003631154542134726
Position 4839: 0.00032657876111515165
Position 494: 0.0003043099134040282
Position 488: 0.00029844968060925586
Position 942: 0.0002667100858066173
Position 827: 0.00020519624039115
Position 3888: 0.00019101010752268087
Position 831: 0.0001516573134514467
Position 7009: 0.00013908012414879436
Position 748: 0.00012589242278047372
Position 7624: 0.00012409488652625802
Position 3680: 0.00011684432849519641
Position 288: 0.00011221813989537758
Position 2009: 0.00010872214441577748
Position 3893: 0.0001062890779800552
Position 703: 0.00010482680702347451
Position 3261: 8.971212476223682e-05
Position 3694: 8.030301765141172e-05
Position 899: 6.45764939648779e-05
Position 989: 5.6594744791929804e-05
Position 1655: 5.314941745272826e-05
Position 2147: 5.1112303087132155e-05
Position 4173: 4.005330102408602e-05
Position 6575: 3.8377901987147166e-05
Position 6156: 3.0513030561120374e-05
Position 5753: 2.438626417574138e-05
Position 2938: 2.0965471785565117e-05
Position 6126: 1.8433176178162555e-05
Position 2934: 5.355263447678743e-06
Position 349: 2.8562313464740907e-07
Position 657: 2.1851820612179868e-07
Position 168: 1.877375658933432e-07
Position 512: 1.6964833310350293e-07
Position 161: 1.1679471941482265e-07
Position 127: 7.701952730849581e-08
Position 2050: 6.587151228442064e-08
Position 599: 5.850059456420195e-08
Position 302: 4.477295123280703e-08
Position 318: 2.858423633132013e-08
Position 19: 1.1703718818273788e-08
Position 243: 9.642405314262703e-09
Position 423: 9.193587017676395e-09
Position 881: 8.975741414130712e-09
Position 183: 7.242665071847311e-09
Position 125: 2.3692631017627383e-09
Position 471: 4.2329619321827517e-10
Position 450: 4.0030086143637143e-10
Position 270: 1.2322554998303626e-10
Position 106: 2.0951967783896972e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 10217: 0.8050314366894245
Position 5243: 0.7254586068378372
Position 9953: 0.6721780705294134
Position 4296: 0.05070576664194703
Position 4426: 0.05027706595259295
Position 4667: 0.02575196765116664
Position 9285: 0.011460429553826278
Position 8594: 0.010951416333128298
Position 4482: 0.010457667981777614
Position 3014: 0.00967661750572356
Position 9950: 0.008505290148615001
Position 10410: 0.006022483001597823
Position 7087: 0.005578558862930431
Position 5252: 0.005569365228127623
Position 270: 0.005459426030843853
Position 7744: 0.004107145782392476
Position 8144: 0.0038756256790375768
Position 10367: 0.0037006786736486566
Position 7124: 0.003514465609811663
Position 10104: 0.003118009338071556
Position 133: 0.0030249022631820446
Position 9325: 0.0028602483014065843
Position 4647: 0.002750992580421589
Position 4238: 0.0026747582733862153
Position 9157: 0.002362872623558649
Position 3792: 0.0022147062248207947
Position 10073: 0.002145379646424204
Position 4039: 0.0012613244471231858
Position 771: 0.0012424374130460116
Position 10421: 0.0011954904328525212
Position 8150: 0.0011139014976948016
Position 7455: 0.0009820091533411551
Position 9458: 0.0009528668561895202
Position 2850: 0.0009162341106246682
Position 5201: 0.0007919311277333186
Position 6181: 0.0007705214314849886
Position 6861: 0.0007418096194142213
Position 6644: 0.0006522204981629721
Position 5094: 0.0006281760736454557
Position 3247: 0.000603707187668432
Position 7186: 0.0005722201705154452
Position 8645: 0.0005377439482317743
Position 4008: 0.0005226284377284224
Position 6385: 0.0005079847201350037
Position 6567: 0.0004756478875384246
Position 8789: 0.0004517399502363767
Position 4262: 0.0004399884283382928
Position 2867: 0.00041167070789333986
Position 2834: 0.00038983315794266943
Position 6530: 0.0003842190852495206
Position 2584: 0.0003622287153838371
Position 6331: 0.00035876428417327375
Position 581: 0.0003404936725547135
Position 318: 0.0003340300328076058
Position 448: 0.0003147776580158676
Position 8263: 0.0003087647803101477
Position 6221: 0.0002959829683784407
Position 5823: 0.0002445627512539674
Position 3453: 0.00023619905700319435
Position 5100: 0.00022671766350232476
Position 4541: 0.00021857479440366776
Position 1331: 0.0002112790430207328
Position 8095: 0.00020068812972068192
Position 7814: 0.00019293348862369725
Position 5130: 0.00018573878418023595
Position 6605: 0.00018104650232166113
Position 7708: 0.00016525161439202805
Position 3599: 0.0001648799919493475
Position 2887: 0.00013315740424206732
Position 6817: 0.000128783092923621
Position 6796: 0.00011548946322710176
Position 1188: 0.00010640563974655014
Position 7137: 0.00010203436928015332
Position 2330: 9.663972063560877e-05
Position 1361: 8.838037571846478e-05
Position 1450: 8.746134212226842e-05
Position 1382: 8.413810430857865e-05
Position 6365: 8.093422145320275e-05
Position 141: 7.923466082362044e-05
Position 375: 7.61475171698869e-05
