Gene = SsRbeta
index = 1524
Annotated 5SS: [ 96 667]
Annotated 3SS: [290 888]
SMsplice 5SS: [ 96 667]
SMsplice 3SS: [290 888]
top_k =  500
Partition function (log Z): -1.1511638134456

Sorted 5' Splice Sites (High to Low Probability):
Position 667: 0.9874020464384584
Position 96: 0.851999954087377
Position 430: 0.007453578859033565
Position 475: 0.006201990033735243
Position 1102: 0.001563656688058588
Position 237: 0.0013306017606885742
Position 125: 0.0012177439813572204
Position 58: 0.0010041008465410293
Position 1154: 0.0007311901342816945
Position 589: 0.0004544083578390142
Position 426: 0.0003551512812116781
Position 100: 0.00034068653978457217
Position 249: 0.00031355051670418113
Position 802: 0.0002518936084363642
Position 484: 0.00023281847255438373
Position 256: 0.00020059870138156512
Position 402: 0.00017521575568649604
Position 55: 0.0001485631491043509
Position 684: 0.00014231868731974252
Position 281: 9.265782464452419e-05
Position 216: 9.025862498552488e-05
Position 287: 6.116912001437402e-05
Position 103: 5.399600618566394e-05
Position 917: 5.349057958050016e-05
Position 331: 4.590112810103614e-05
Position 207: 4.424294031165967e-05
Position 705: 4.1499871852657496e-05
Position 1172: 3.9846584565963145e-05
Position 451: 3.655365959710489e-05
Position 409: 3.005166539591259e-05
Position 671: 2.8337802121306716e-05
Position 820: 2.2806104749984387e-05
Position 634: 1.3288020713852207e-05
Position 166: 1.2028460253234038e-05
Position 1163: 1.2022416747849769e-05
Position 657: 1.1600387643079583e-05
Position 324: 9.487560812986183e-06
Position 586: 6.183934571625944e-06
Position 461: 6.170889445658287e-06
Position 544: 5.238657728901951e-06
Position 737: 5.146104782701578e-06
Position 196: 4.774743705781108e-06
Position 333: 3.4613755574191477e-06
Position 735: 3.141662784238323e-06
Position 142: 3.053422217130381e-06
Position 982: 2.5966812961554796e-06
Position 945: 2.2406106477485628e-06
Position 901: 2.1783477718086443e-06
Position 994: 2.1457541735141917e-06
Position 636: 2.1279724436074326e-06
Position 517: 1.9055414780010022e-06
Position 703: 1.894483995437292e-06
Position 923: 1.757229352466175e-06
Position 541: 1.3161308303629233e-06
Position 123: 1.0700312368965517e-06
Position 315: 1.0608332716484623e-06
Position 9: 7.625898583558373e-07
Position 172: 6.257901085828593e-07
Position 294: 3.0833679543993683e-07
Position 129: 2.338669623427623e-07
Position 144: 1.6055920462921715e-09
Position 348: 1.2901901431705956e-09
Position 379: 7.698923534579997e-10
Position 371: 5.274233360469738e-10
Position 649: 2.488198353567172e-10
Position 520: 2.013621578730532e-10
Position 365: 2.3339971201374562e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 888: 0.9883435344046655
Position 290: 0.4139319507192664
Position 156: 0.21605857008969978
Position 177: 0.1785684288647211
Position 338: 0.020191684274236635
Position 390: 0.014250489281936222
Position 487: 0.006643675819592961
Position 820: 0.004853868912953982
Position 564: 0.00422846577382414
Position 735: 0.002687452371652248
Position 1172: 0.0020842352591886396
Position 507: 0.0018444256443299423
Position 458: 0.0013191926948876906
Position 851: 0.0013082641175261758
Position 1231: 0.0013041088873960536
Position 551: 0.0009165527844340696
Position 531: 0.0008871727308848434
Position 387: 0.0008077083415921534
Position 862: 0.00032560748947707395
Position 300: 0.0003229480999707771
Position 743: 0.0003154601197825686
Position 193: 0.00018420673687452854
Position 355: 0.0001578533773204706
Position 474: 0.00014935967626709232
Position 802: 0.0001479988313880026
Position 402: 0.00014061561356139366
Position 526: 9.553005558029009e-05
Position 249: 5.9356579312468777e-05
Position 417: 4.303760704036936e-05
Position 645: 2.6280680927505247e-05
Position 1041: 2.3563794370797915e-05
Position 1272: 2.1176772555702254e-05
Position 746: 1.3211017297357453e-05
Position 921: 5.959047854565638e-06
Position 905: 5.227792813862745e-06
Position 600: 3.2450604858535168e-06
Position 633: 2.901767942336564e-06
Position 1071: 2.224534909525884e-06
Position 954: 9.423800468405686e-07
Position 945: 6.637674763554957e-07
Position 1335: 5.636455270860618e-07
Position 758: 4.2631471226102755e-07
Position 1137: 3.0010855290368685e-07
Position 1315: 1.6937731797095912e-07
Position 1330: 9.299950521313434e-08
Position 360: 1.7364766753571563e-09
Position 103: 2.8457324564301786e-10
Position 100: 2.105979514477901e-11
Position 77: 2.049888715461618e-11
Position 55: 9.484830655619943e-12
Position 96: 7.093343418203527e-13
