Gene = PAPLA1
index = 1352
Annotated 5SS: [  420 22759 22934 23484 23965 24797]
Annotated 3SS: [18859 22818 23006 23545 24020 24864]
SMsplice 5SS: [  420  1378  1636 22759 22934 23484 23965 24797]
SMsplice 3SS: [  588  1438 22464 22818 23006 23545 24020 24864]
top_k =  500
Partition function (log Z): -15.186622230822165

Sorted 5' Splice Sites (High to Low Probability):
Position 420: 0.9800720596994842
Position 1378: 0.8426589371712422
Position 1636: 0.4300965419791493
Position 1640: 0.4058491563489615
Position 5147: 0.14167537605388866
Position 4652: 0.09153995883608579
Position 1179: 0.06882676446894162
Position 2493: 0.06079030947480613
Position 1344: 0.054268836503520435
Position 10855: 0.04607079517157443
Position 97: 0.022530406764428725
Position 4956: 0.010664146554730284
Position 424: 0.008739477289338464
Position 1108: 0.007929177166357016
Position 434: 0.00682455171799027
Position 609: 0.005768235138614112
Position 1693: 0.004878999952915735
Position 13138: 0.0019397993123503638
Position 3118: 0.0017219493059186487
Position 1376: 0.001637841904084257
Position 1387: 0.001264982092975692
Position 116: 0.0011206862462335688
Position 76: 0.0010343165011860987
Position 4031: 0.0008515524918759497
Position 2742: 0.0008133067704343162
Position 1160: 0.0008088888955191359
Position 1532: 0.0007543838178788415
Position 855: 0.0005444586006916524
Position 438: 0.0005150948179772334
Position 103: 0.00045383370565419296
Position 3244: 0.0004322534911914553
Position 802: 0.00033930319916645454
Position 1382: 0.0002729602755740971
Position 3: 0.00026874298930600315
Position 828: 0.00024704739300798176
Position 895: 0.00016846127804073232
Position 225: 0.00015057148451484687
Position 101: 0.00013966813224664632
Position 2352: 0.00011527386526876901
Position 836: 9.096656508966664e-05
Position 1439: 9.054830156162195e-05
Position 777: 8.919368081215714e-05
Position 66: 7.043493362903641e-05
Position 846: 7.01713142586247e-05
Position 705: 6.715263438704581e-05
Position 1183: 6.093889469290202e-05
Position 568: 5.795901836750325e-05
Position 3122: 5.298953536650716e-05
Position 639: 4.4089971477977474e-05
Position 94: 4.230027557301502e-05
Position 3126: 3.932917735115946e-05
Position 2719: 3.348746438387524e-05
Position 242: 3.2461141263768044e-05
Position 170: 3.2227064276376236e-05
Position 442: 2.8020134427285285e-05
Position 458: 2.0412659602476134e-05
Position 771: 1.9766420147827316e-05
Position 208: 1.885301319134149e-05
Position 114: 1.601342395831485e-05
Position 1339: 1.0299079051530906e-05
Position 1313: 4.920907276425549e-06
Position 9038: 3.809310625152068e-06
Position 2209: 3.662210032704891e-06
Position 3088: 2.9093306683883346e-06
Position 2104: 2.196189029969801e-06
Position 1213: 1.9639279378547117e-06
Position 590: 1.913841244326762e-06
Position 1148: 1.702124248101083e-06
Position 272: 1.6334732256719695e-06
Position 780: 9.782345243258395e-07
Position 2515: 8.752186246197634e-07
Position 428: 8.173855240071147e-07
Position 142: 5.264479771076064e-07
Position 722: 4.6508531391277005e-07
Position 604: 3.9537424649237085e-07
Position 267: 3.3559860588361676e-07
Position 464: 1.8288559017017467e-07
Position 232: 1.5402485614720333e-07
Position 1746: 1.0914834793418325e-07
Position 3726: 9.25835643675341e-08
Position 269: 8.244395553587307e-08
Position 312: 4.4463235237341224e-08
Position 230: 4.159772415167301e-08
Position 761: 1.0300087569518703e-08
Position 362: 9.802970246355687e-09
Position 365: 8.848028390429416e-09
Position 471: 7.69390411835276e-09
Position 392: 2.445944955201473e-09
Position 299: 1.4910304067423468e-09
Position 547: 6.346190537390455e-10
Position 588: 3.2625267620514217e-12
Position 684: 6.446391867980202e-17
Position 710: 5.710625679491143e-17
Position 741: 8.463150030070986e-18

Sorted 3' Splice Sites (High to Low Probability):
Position 18859: 0.9959690117238902
Position 1438: 0.8845634548732486
Position 588: 0.3932686058205772
Position 877: 0.16198797357099678
Position 943: 0.14102434316866888
Position 1230: 0.09455091703950483
Position 5030: 0.07850604034173297
Position 4149: 0.0631682134107884
Position 10416: 0.04693712729078437
Position 828: 0.04636809123525105
Position 4998: 0.04051557966174997
Position 777: 0.0346067522843693
Position 4912: 0.025850605216072985
Position 761: 0.023096812715406728
Position 1303: 0.023081981060288283
Position 174: 0.015559263906656802
Position 1500: 0.01260480415192334
Position 3816: 0.011120017287019389
Position 968: 0.010357799133339854
Position 894: 0.009463216545587516
Position 1235: 0.007887391732771757
Position 780: 0.00631029670400336
Position 1213: 0.005356323375976813
Position 4128: 0.00511955923437995
Position 186: 0.0050469034230038205
Position 974: 0.0048669762297863265
Position 1167: 0.004778303093894586
Position 5038: 0.004312784015831912
Position 1488: 0.004275124617932916
Position 4193: 0.0041286058115912495
Position 2828: 0.0035536619696146035
Position 3616: 0.00351997076667878
Position 654: 0.0029220540030905524
Position 4979: 0.0024544570124121947
Position 789: 0.0023427251844959653
Position 698: 0.0021228084132359185
Position 13201: 0.0018828121487020502
Position 15703: 0.0017279777457173465
Position 170: 0.0016175471668615493
Position 705: 0.0015489976104110848
Position 262: 0.0014626277699653233
Position 1281: 0.001355463510722103
Position 495: 0.0012001083807138984
Position 1696: 0.001077974360534902
Position 684: 0.0010621468680633928
Position 595: 0.0009114913479585488
Position 2385: 0.0007971272403409066
Position 2768: 0.0006814327376568667
Position 1034: 0.0005930815304430724
Position 2618: 0.0005810227299193893
Position 11385: 0.0005374976795855109
Position 568: 0.0005360069389273434
Position 2439: 0.0005339369887323235
Position 135: 0.0005160394986101058
Position 2208: 0.00041916705991342434
Position 11362: 0.000404405112831413
Position 192: 0.000392110601604434
Position 3326: 0.0003920501543028645
Position 3757: 0.0003524696177942257
Position 11894: 0.00035246754239391973
Position 3185: 0.0003509029522005338
Position 224: 0.0003416420895388918
Position 3788: 0.0002997975168289878
Position 670: 0.0002229095530553715
Position 3007: 0.00016750362930842506
Position 2587: 0.00016264152236221432
Position 340: 0.00014824102458511982
Position 216: 0.00012541356860297262
Position 608: 0.00012236881110167194
Position 13676: 0.00011889379818598118
Position 1210: 0.00011516749462779444
Position 2943: 0.00011394754057893066
Position 1475: 0.00011021186278418437
Position 1031: 0.00010493605223660396
Position 503: 8.053889555200778e-05
Position 2610: 8.046859694326812e-05
Position 334: 7.646786934584252e-05
Position 1055: 6.880216539297613e-05
Position 13223: 5.698716364830871e-05
Position 1925: 4.130308048847697e-05
Position 3140: 3.5420235859601946e-05
Position 1505: 3.338050967496367e-05
Position 710: 3.2274044932751865e-05
Position 2000: 3.098749775188875e-05
Position 2073: 2.8682783008700895e-05
Position 2863: 2.8445141044543554e-05
Position 3002: 2.7495615846018076e-05
Position 2973: 2.5046460364854247e-05
Position 2351: 2.3902226121632655e-05
Position 2310: 2.2289508263950807e-05
Position 8882: 2.2114832237878186e-05
Position 1716: 1.9136409229764978e-05
Position 291: 5.0503668573393395e-06
Position 1193: 3.969614857935011e-06
Position 383: 3.4659981753887337e-06
Position 1817: 2.031672141328433e-06
Position 9907: 1.8765752242843196e-06
Position 512: 1.6929352169521897e-06
Position 66: 1.2993003670824277e-06
Position 350: 1.2291868204980158e-06
Position 8273: 9.913030672939615e-07
Position 9273: 8.627119682963821e-07
Position 9100: 3.337644653585555e-07
Position 1531: 3.13281273800897e-07
Position 5603: 2.776958094336486e-07
Position 5337: 1.5549214352951888e-07
Position 5606: 5.984597696716089e-08
Position 1502: 2.7761645582442893e-08
Position 312: 2.544963529219857e-08
Position 3311: 2.157651785830317e-08
Position 597: 1.6819190182167353e-08
Position 5216: 1.1745289020353072e-08
Position 47: 8.828476695110181e-09
Position 1680: 5.195539266793013e-09
Position 5231: 3.89599493445772e-09
Position 2559: 2.591631796543748e-09
Position 4780: 9.826815854437523e-10
Position 1959: 3.6110732278245656e-10
Position 2457: 3.2627020567249136e-10
Position 2076: 2.7741831348366844e-10
Position 424: 2.0040055385011627e-10
Position 1782: 8.025302827784917e-12
Position 1703: 7.062481880216603e-12
