Gene = FASN3
index = 1160
Annotated 5SS: [ 247 2628 4498 4979 6319 6996 7516 7927 9085]
Annotated 3SS: [2109 2679 4554 5040 6382 7240 7576 7988 9144]
SMsplice 5SS: [ 247 2628 4498 4979 6319 7516 7927 8081 9085]
SMsplice 3SS: [2109 2679 4554 5040 6382 7576 7988 8167 9144]
top_k =  500
Partition function (log Z): 6.453009061714358

Sorted 5' Splice Sites (High to Low Probability):
Position 4979: 0.9958115187709409
Position 4498: 0.990815993235733
Position 6319: 0.9897053163294417
Position 2628: 0.984609571599902
Position 7927: 0.9380322541004676
Position 247: 0.9004315547539201
Position 9085: 0.8131459333268363
Position 7516: 0.8115544154522347
Position 8081: 0.7612757486916624
Position 3189: 0.4532458359216413
Position 5666: 0.15093161498792548
Position 8363: 0.140758937001994
Position 7718: 0.10341161085080973
Position 8795: 0.09789013187747576
Position 664: 0.08366865235926015
Position 6849: 0.08284811775620263
Position 2871: 0.06933620575286023
Position 5237: 0.06468775748607995
Position 6996: 0.05007251234259753
Position 8092: 0.04336541854636598
Position 8561: 0.03663612028440997
Position 8600: 0.03572856456778836
Position 4722: 0.034633851928754386
Position 5653: 0.025165654997038864
Position 3158: 0.024028845638481115
Position 9514: 0.023083202004334856
Position 172: 0.021753593342373055
Position 6809: 0.021309455098413716
Position 543: 0.01870753744633637
Position 507: 0.018284767849284105
Position 3839: 0.018226376165043596
Position 5126: 0.01809569009297115
Position 8651: 0.013155878889256265
Position 3843: 0.01298416705406011
Position 5789: 0.012376188519838627
Position 3034: 0.012290701824580695
Position 6929: 0.011761000680990468
Position 1771: 0.011526368258821588
Position 4687: 0.011504281736363373
Position 3507: 0.011479806710901054
Position 5643: 0.011390495332242047
Position 1367: 0.010855974409881737
Position 5898: 0.010428251887316333
Position 2395: 0.009615012416993635
Position 3484: 0.009443333392153237
Position 2426: 0.008480934313065597
Position 1765: 0.008214516148157469
Position 7109: 0.00797088796585027
Position 161: 0.007663673795387185
Position 4675: 0.007011722813549786
Position 1816: 0.006625709079466315
Position 1322: 0.006498300424279637
Position 1934: 0.006162158408416572
Position 9535: 0.005984005491751244
Position 1761: 0.005816142607865407
Position 739: 0.005666114031684514
Position 5939: 0.005659792323038
Position 8447: 0.005046695518605182
Position 8342: 0.004778237636040876
Position 9682: 0.004174966047055918
Position 2955: 0.0041515841235204845
Position 2477: 0.0037554624483810057
Position 5647: 0.003728067161040723
Position 9670: 0.003560916827261628
Position 330: 0.003477944788133036
Position 5919: 0.003229069974272574
