Gene = prc
index = 1849
Annotated 5SS: [  79 1026 1327 1497 1724 5083 5678 5868]
Annotated 3SS: [ 889 1267 1392 1558 1779 5136 5741 6237]
SMsplice 5SS: [ 824 1026 1327 1497 1724 5083 5678 5868]
SMsplice 3SS: [ 889 1267 1392 1558 1779 5136 5741 6237]
top_k =  500
Partition function (log Z): 6.148144244346896

Sorted 5' Splice Sites (High to Low Probability):
Position 1724: 0.9909833228990037
Position 5678: 0.9862999367451049
Position 1497: 0.9291562156975539
Position 1327: 0.8901326467225212
Position 5868: 0.8786669807133595
Position 1026: 0.8641436067592423
Position 5083: 0.6340178757446419
Position 824: 0.5004883267476115
Position 79: 0.4131129297178851
Position 758: 0.09433909803446718
Position 1981: 0.09030528297677393
Position 322: 0.05915889763948965
Position 1930: 0.05707133025453021
Position 2134: 0.05203822553547068
Position 6172: 0.04197290380977122
Position 1493: 0.034529930583427154
Position 3905: 0.031022961977663664
Position 326: 0.030074960160822138
Position 1157: 0.024493575024083506
Position 6353: 0.01408516512333222
Position 514: 0.01356140136299114
Position 5935: 0.01266186241098611
Position 2287: 0.011880858729548272
Position 5843: 0.011827002744248815
Position 797: 0.011715225033219683
Position 781: 0.011094891742040485
Position 1501: 0.010083578235545562
Position 6357: 0.00938755568714746
Position 5872: 0.009124485030487158
Position 2440: 0.008747937036518652
Position 609: 0.00793259281386732
Position 2644: 0.007909923760032956
Position 211: 0.007670552742386671
Position 1507: 0.0076036608089625445
Position 5884: 0.007402897721624829
Position 4078: 0.00730505190473511
Position 1721: 0.0071285002877221155
Position 150: 0.007028507381277035
Position 239: 0.0065978753387709145
Position 3661: 0.006517258499752405
Position 6350: 0.006373926020883755
Position 2236: 0.005080149914578915
Position 298: 0.004894489731223252
Position 2593: 0.004660229652023038
Position 538: 0.004382864064139641
Position 6184: 0.003999527693429018
Position 1431: 0.0036786307664588127
Position 6092: 0.0032577462566854886
Position 358: 0.002738003728048842
Position 185: 0.0026206461814322624
Position 1867: 0.002572131288386165
Position 338: 0.0024918461632707136
Position 638: 0.0024597874805891195
Position 2950: 0.0023492865198138546
Position 5797: 0.002219841308512912
Position 2034: 0.0021647688072815668
Position 4087: 0.002093671728872648
Position 397: 0.0019954064306717204
Position 6826: 0.0019909328826902507
Position 1041: 0.0018483483633201453
Position 2797: 0.0017002511782287116
Position 1688: 0.0015649250530811675
Position 1331: 0.001556682852860078
Position 456: 0.0014328810404066982
Position 305: 0.00140388187030873
Position 94: 0.0013851332155497467
Position 1075: 0.0013008941007700045
Position 601: 0.0012908978625900934
Position 519: 0.0010841007688859403
Position 1338: 0.0010375163914685304
Position 512: 0.0009298522237993435
Position 571: 0.0009176132102705802
Position 1129: 0.0008945882955687816
Position 1077: 0.000865475723720255
Position 216: 0.0007968719838402514
Position 1107: 0.0007929111947185852
Position 1334: 0.0007472123269902586
Position 1097: 0.0007292600913910301
Position 527: 0.000713693716953492
Position 1102: 0.000526378748015823
Position 465: 0.0005184611807956876
Position 1495: 0.0005129037235484909
Position 6019: 0.000480936290649928
Position 5361: 0.0003532624768798538
Position 6066: 0.00032173480633735925
Position 855: 0.00031021311698258746
Position 5948: 0.000259787485921471
Position 6612: 0.00022972837867365995
Position 5409: 0.0001670810796314436
Position 5945: 0.00016387458843180518
Position 324: 0.0001213905130770523
Position 83: 0.00012135669128421768
Position 1030: 9.886420116142392e-05
Position 6579: 7.905154687838955e-05
Position 3103: 7.843394884246159e-05
Position 256: 6.970991912579046e-05
Position 762: 6.916841916904106e-05
Position 857: 6.540994497974971e-05
Position 5847: 6.158162332971104e-05
Position 6078: 6.098207743432075e-05
Position 1064: 4.7429625650896464e-05
Position 2071: 4.723980723050387e-05
Position 7059: 4.405032989302855e-05
Position 2172: 4.25452323748067e-05
Position 5650: 4.0879334916835164e-05
Position 1120: 3.6954293631516954e-05
Position 1728: 2.6433016360516077e-05
Position 1731: 2.360367125060563e-05
Position 96: 2.12898773940496e-05
Position 2031: 1.2716734610076813e-05
Position 3427: 1.1678082683838862e-05
Position 3670: 1.0342381590320084e-05
Position 3376: 9.490602915452781e-06
Position 340: 9.08588731504196e-06
Position 2697: 7.315120595413422e-06
Position 1577: 6.7026819964274405e-06
Position 889: 5.869298737241736e-06
Position 2187: 3.804202254261971e-06
Position 5906: 2.2895451475696405e-06
Position 1881: 5.604102665353424e-07
Position 1670: 3.2169369711797325e-07
Position 1846: 2.813131252288177e-07
Position 1899: 1.335514228265854e-07
Position 2224: 1.0911222445356019e-07
Position 3562: 9.951119918946838e-08
Position 2377: 9.6963351661268e-08
Position 15: 1.7458610791792323e-08
Position 1619: 1.166301427687251e-10
Position 18: 2.0856103954292193e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 5741: 0.9972655456110452
Position 1558: 0.9869611615733951
Position 6237: 0.9661634513239373
Position 5136: 0.9566655122857327
Position 1392: 0.9381821260452687
Position 1779: 0.8719609471970987
Position 889: 0.8051301289021248
Position 1267: 0.7697863132300807
Position 620: 0.27167293486530303
Position 3974: 0.035515814484672954
Position 4077: 0.03408788470852694
Position 1156: 0.03369580634666968
Position 1300: 0.029372473227854533
Position 751: 0.02776668404666969
Position 678: 0.018806895351957058
Position 4143: 0.015091925866706763
Position 485: 0.013181575082246301
Position 7141: 0.013016871886270768
Position 256: 0.012620100742789972
Position 684: 0.009959254234957625
Position 214: 0.007732499740653444
Position 937: 0.006633144788939454
Position 6556: 0.005683764319333088
Position 1095: 0.0053132618185705
Position 1200: 0.005186803597139186
Position 6632: 0.004470593383983723
Position 1219: 0.003654967621541824
Position 1132: 0.0034846393511905487
Position 282: 0.003405132256076617
Position 649: 0.003301198994694326
Position 1224: 0.002824822180758927
Position 1129: 0.0025986450956908846
Position 6433: 0.002321371137596166
Position 6267: 0.002253299580055459
Position 5927: 0.0020673639347116263
Position 5990: 0.0020076587327382215
Position 7062: 0.001856831370859123
Position 568: 0.0017239111862757748
Position 512: 0.0011550342870581779
Position 1359: 0.0011207527232321495
Position 6488: 0.0010892347101567066
Position 6475: 0.0009030794721004072
Position 6297: 0.0008397848787360446
Position 7089: 0.0007828078719529185
Position 1651: 0.0007822851086892257
Position 402: 0.0007718400922850074
Position 6003: 0.0007142649708732272
Position 6448: 0.0006406563383793683
Position 776: 0.0006197578631049714
Position 6513: 0.0005619545541142817
Position 2249: 0.0005602254335348903
Position 6868: 0.0004823714359809023
Position 1994: 0.00043866106587935744
Position 1175: 0.0003997790931448759
Position 1235: 0.0003687929464321867
Position 1161: 0.0002727360501899884
Position 703: 0.00026633273770131826
Position 1284: 0.00021086944529769526
Position 1581: 0.00020072276723292473
Position 143: 0.00018205459581847078
Position 6706: 0.00017308410209443132
Position 1100: 0.00015891746817509755
Position 1435: 0.0001567898141242332
Position 1753: 0.00015268186849841755
Position 6057: 0.00011502212152723945
Position 1398: 0.00011079002211335974
Position 6904: 0.00011003815206104601
Position 351: 0.00010834691058427138
Position 298: 0.00010663512601346095
Position 6427: 0.00010210570597218657
Position 6691: 9.246734568005227e-05
Position 6694: 8.87083565943269e-05
Position 6756: 8.717958639654207e-05
Position 5810: 8.130900631768232e-05
Position 7059: 8.099769233689994e-05
Position 6871: 7.729678781053896e-05
Position 519: 7.333663147849856e-05
Position 2235: 6.42238509800238e-05
Position 6549: 5.579293483764812e-05
Position 595: 4.731420191003083e-05
Position 1097: 4.474696675363285e-05
Position 1603: 4.4428634893716175e-05
Position 721: 4.3186773557970605e-05
Position 5714: 4.136040655426964e-05
Position 5843: 3.9479933021521635e-05
Position 2045: 3.884929920305144e-05
Position 6091: 3.7863297813757447e-05
Position 1943: 3.668786536069476e-05
Position 1587: 3.600456401185951e-05
Position 1655: 3.4954549854139526e-05
Position 756: 3.467700000877837e-05
Position 150: 2.2024410327858596e-05
Position 3389: 1.7237768649089257e-05
Position 816: 1.6187490006264893e-05
Position 2300: 1.2876510630745686e-05
Position 797: 1.1731374110067583e-05
Position 781: 1.0048571146536268e-05
Position 129: 9.423675611650043e-06
Position 584: 5.544801179102056e-06
Position 313: 4.257135999433556e-06
Position 1841: 1.3408865639211954e-06
Position 1709: 7.047618910105115e-07
Position 216: 1.4916539152563399e-07
Position 1797: 1.0899046620366903e-07
Position 155: 7.832856558095971e-08
Position 1819: 1.0566279539115424e-08
Position 1806: 2.7914548519800357e-09
Position 322: 9.870218563727336e-10
Position 162: 5.604558174017631e-10
Position 61: 4.946995217636377e-10
Position 70: 4.275623244551264e-11
Position 90: 1.6342092967662897e-11
Position 107: 6.4141367180090125e-12
Position 79: 2.2869604253438503e-12
Position 111: 6.147693071470868e-13
Position 118: 1.866647616831901e-15
