Gene = Unr
index = 1585
Annotated 5SS: [4189 4874 5343 6136 6360 6591 7598 7832]
Annotated 3SS: [4325 4947 5408 6205 6420 6649 7653 7895]
SMsplice 5SS: [  49 4874 5343 5617 6136 6360 6591 7598 7832]
SMsplice 3SS: [4325 4947 5408 5691 6205 6420 6649 7653 7895]
top_k =  500
Partition function (log Z): 27.716106595616004

Sorted 5' Splice Sites (High to Low Probability):
Position 7832: 0.998955658756827
Position 6360: 0.9985888025346097
Position 6591: 0.9981771531356978
Position 7598: 0.9981652123073992
Position 5343: 0.9976266353094064
Position 6136: 0.9970062875108219
Position 4874: 0.9870156388131506
Position 49: 0.9752678329163585
Position 5617: 0.894486843507169
Position 4189: 0.5468643124604559
Position 5779: 0.08253836703955841
Position 8772: 0.07714815268214933
Position 8756: 0.0752928651845105
Position 7467: 0.05148722198557901
Position 3112: 0.048761992651300046
Position 3122: 0.04300727773332936
Position 8020: 0.040853179516790974
Position 4681: 0.03907837928547543
Position 8344: 0.034031871532969486
Position 5219: 0.018377029865296497
Position 7992: 0.01592644976047468
Position 5809: 0.010016988794660495
Position 6959: 0.007728064456812533
Position 9487: 0.007162812633889099
Position 5906: 0.007044212830179611
Position 8801: 0.006915390925745879
Position 6481: 0.00610099622811096
Position 350: 0.00563302396978937
Position 8106: 0.004816490059733568
Position 1610: 0.004482700373699225
Position 6954: 0.004456090366224054
Position 9225: 0.0032160001413428173
Position 7427: 0.003073604958563332
Position 6233: 0.0030041693629855345
Position 7110: 0.002643064211689705
Position 7091: 0.002638946354000396
Position 5787: 0.002488147587131445
Position 2283: 0.002330159452802485
Position 1842: 0.002310317309803206
Position 8740: 0.0023032769109175635
Position 8292: 0.002230351757502868
Position 9345: 0.002158679877730476
Position 1876: 0.0018454603531470964
Position 1593: 0.0016597834938419484
Position 5764: 0.0015277693239557743
Position 352: 0.0014470117333228746
Position 5285: 0.0013148965006655516
Position 8501: 0.0012511025691953523
Position 6570: 0.0012383073698182308
Position 338: 0.0011777192444771404
Position 8596: 0.0010650030478055353
Position 7031: 0.0009857313951605823
Position 5314: 0.0009112928874622384
Position 9288: 0.000814359294955415
Position 612: 0.0007952605317515746
Position 6144: 0.0007379756079187338
Position 7072: 0.0006927317422372243
Position 5018: 0.0006153531752525704
Position 6483: 0.0005591044010829397
Position 5766: 0.0005207383099422488
Position 5458: 0.0005175086346276976
Position 5468: 0.0004979446488195342
Position 8322: 0.0004921686142046842
Position 4867: 0.00048732302667377333
Position 7096: 0.00043416554440737565
Position 2544: 0.00041447418138970807
Position 7127: 0.00040732013403815007
Position 5463: 0.0004052396402313718
Position 8822: 0.00037981171737070545
Position 7842: 0.00037942577200413035
Position 1844: 0.00034230779865913815
Position 6899: 0.0003326952128638557
Position 6364: 0.00032783922507918214
Position 5878: 0.00032138855109677724
Position 5473: 0.0003121245818942151
Position 5194: 0.0003038762474271594
Position 4973: 0.00019623842611217197
Position 5411: 0.00018825350944624123
Position 6124: 0.0001869461591044061
Position 7161: 0.00017595731446851419
Position 7272: 0.00016975486777529998
Position 4697: 0.00015832156533791318
Position 6692: 0.0001572535605541768
Position 6961: 0.0001440332386042287
Position 569: 0.00014391566645530413
Position 8028: 0.00014151827139756686
Position 5493: 0.00013445549294226504
Position 4870: 0.0001340464444241337
Position 7083: 0.00013210428874999155
Position 6683: 0.00013081206609975719
Position 7223: 0.00010818166766930516
Position 257: 0.00010767566687627633
Position 6745: 0.00010630211199299593
Position 6085: 9.905198909986264e-05
Position 567: 9.448726587088361e-05
Position 6966: 9.361957111387673e-05
Position 464: 8.979099948862937e-05
Position 6471: 7.817022556921763e-05
Position 5582: 7.620564442547435e-05
Position 471: 7.25595864504139e-05
Position 6092: 6.790821920402772e-05
Position 7493: 6.392821447502467e-05
Position 1239: 5.682088164377683e-05
Position 6524: 4.877929337256784e-05
Position 6881: 4.3918621294070955e-05
Position 5621: 4.109029759686247e-05
Position 7140: 4.053370431748526e-05
Position 5476: 3.7829546940983545e-05
Position 6730: 3.215834521498675e-05
Position 458: 2.562927684910123e-05
Position 8354: 2.3866362479868652e-05
Position 6793: 2.057033995277772e-05
Position 8320: 1.908130845013453e-05
Position 6595: 1.8533159167263246e-05
Position 245: 1.6707174263584392e-05
Position 8348: 1.6324948110271108e-05
Position 436: 1.622631718261607e-05
Position 5737: 1.6116242077246205e-05
Position 5752: 1.5490011926699116e-05
Position 175: 1.5214068824643433e-05
Position 8454: 1.4591039283179834e-05
Position 444: 1.424919113461572e-05
Position 251: 1.4085238045741088e-05
Position 253: 1.3994957808527288e-05
Position 5566: 1.3424650582557879e-05
Position 249: 1.277007376368369e-05
Position 247: 1.203803452157687e-05
Position 6101: 1.1666218450017122e-05
Position 460: 1.153234101777295e-05
Position 5627: 1.0499710533495719e-05
Position 407: 1.0112080216717545e-05
Position 53: 9.391440357840096e-06
Position 269: 7.997237155663046e-06
Position 8212: 7.846111418047903e-06
Position 8242: 7.821546630580542e-06
Position 6158: 7.606869271821122e-06
Position 486: 6.854228093568589e-06
Position 7583: 6.587129855792556e-06
Position 6373: 5.784194907395257e-06
Position 440: 5.7278720772193765e-06
Position 370: 5.5080515936955935e-06
Position 153: 4.962136681116217e-06
Position 484: 4.401197048399912e-06
Position 296: 4.0188369443025455e-06
Position 5125: 3.953286265217016e-06
Position 475: 3.6963269457796353e-06
Position 6016: 3.663548916186737e-06
Position 7220: 3.656566477251792e-06
Position 173: 3.5988693767010204e-06
Position 354: 3.5098488562577687e-06
Position 7532: 3.4758796688091015e-06
Position 361: 3.4135886311899096e-06
Position 46: 2.78922640366482e-06
Position 6426: 2.647138018355287e-06
Position 5935: 2.599041291868903e-06
Position 468: 2.3447860554305857e-06
Position 136: 2.0998671100501993e-06
Position 8868: 1.983855480918048e-06
Position 5496: 1.9135804223910384e-06
Position 1585: 1.2391021496898545e-06
Position 6657: 1.1484733855545277e-06
Position 5872: 9.059812865076255e-07
Position 6669: 8.416428459098635e-07
Position 33: 8.187056305807522e-07
Position 6282: 7.748892399819539e-07
Position 7928: 7.652142422064792e-07
Position 1309: 7.10729796459307e-07
Position 668: 6.880038078267939e-07
Position 7909: 6.748786491003774e-07
Position 7925: 6.302021359095822e-07
