Gene = Rcd2
index = 1412
Annotated 5SS: [ 284 1520]
Annotated 3SS: [ 1342 10661]
SMsplice 5SS: [ 1144  1520 10603]
SMsplice 3SS: [ 1342 10475 10661]
top_k =  500
Partition function (log Z): -8.346407570953426

Sorted 5' Splice Sites (High to Low Probability):
Position 1520: 0.99868453075642
Position 10603: 0.9285062457445821
Position 1144: 0.1939442459202986
Position 1033: 0.17442474483902307
Position 11129: 0.15297373856674054
Position 1042: 0.14339709326256994
Position 1191: 0.1386015605890201
Position 284: 0.1188785412916277
Position 1171: 0.10501089785529406
Position 11108: 0.024782290501908107
Position 273: 0.023193920771481833
Position 278: 0.020552996196142672
Position 882: 0.02001425170374713
Position 873: 0.01621583876561411
Position 977: 0.009723467504253513
Position 11154: 0.00891988791077623
Position 11022: 0.00742344253563208
Position 11755: 0.005858399468047519
Position 708: 0.0051870889576190685
Position 886: 0.00476290831938151
Position 11164: 0.004387880657474939
Position 993: 0.0033264548280969317
Position 24: 0.003253695178286744
Position 1135: 0.0029842362665542083
Position 1114: 0.0025274568215571417
Position 5000: 0.0020281192637490457
Position 10998: 0.0019738951969547826
Position 9100: 0.0019277052722074229
Position 877: 0.0017074677708918459
Position 888: 0.0015650220678960416
Position 10782: 0.0014012389027026992
Position 5013: 0.0013860436913028843
Position 1268: 0.0012907314255442193
Position 11127: 0.0011767429502937989
Position 11771: 0.0010578233541703504
Position 230: 0.000984070152535264
Position 8563: 0.0009664613873960465
Position 9243: 0.0008436536453798838
Position 319: 0.0008093343843369934
Position 745: 0.0007537765076401316
Position 1284: 0.000731298429810541
Position 1295: 0.0007304892197007428
Position 1138: 0.0007266045124495888
Position 1096: 0.0007206364989251334
Position 31: 0.0006248408423688371
Position 328: 0.0005952203006365142
Position 94: 0.0005925759917466326
Position 765: 0.0005453209663048947
Position 4967: 0.0005441932559004839
Position 240: 0.0005213463284540458
Position 1461: 0.0005149194855578297
Position 257: 0.0005142050250977276
Position 895: 0.00047593948999970307
Position 1524: 0.00047478881854417967
Position 11133: 0.0004561966740684148
Position 11014: 0.000420994521986078
