Gene = Pif1
index = 1381
Annotated 5SS: [1055]
Annotated 3SS: [1106]
SMsplice 5SS: [1055]
SMsplice 3SS: [1106]
top_k =  500
Partition function (log Z): -9.97014021722001

Sorted 5' Splice Sites (High to Low Probability):
Position 1055: 0.9204213620447725
Position 1710: 0.11476498530338679
Position 2162: 0.06827301641527195
Position 1341: 0.05411562957624632
Position 218: 0.033358840909748805
Position 2177: 0.020590494500229723
Position 2370: 0.01869295254356084
Position 251: 0.01589925821783903
Position 1009: 0.01542999021249654
Position 1337: 0.013378762201820299
Position 167: 0.011066790915084827
Position 1034: 0.010698630406136458
Position 576: 0.008384245991618694
Position 241: 0.004373142190061155
Position 1180: 0.004298649965165253
Position 726: 0.0041834271962050435
Position 894: 0.004021323083012439
Position 1292: 0.003764005273022408
Position 59: 0.003550852078007971
Position 234: 0.003055419064222581
Position 1683: 0.002904337376543039
Position 1754: 0.002823716323483017
Position 592: 0.0026031819745385328
Position 1620: 0.0025492209650314745
Position 1314: 0.0014963149961956938
Position 1045: 0.001483757074973625
Position 773: 0.0011851611404245146
Position 1715: 0.0011201600473862237
Position 1000: 0.0009843747791862998
Position 1811: 0.0007329465629348094
Position 1884: 0.0007208087312158846
Position 1971: 0.00044944318111975445
Position 358: 0.00044302556646395435
Position 302: 0.0003621149082573669
Position 1203: 0.0003062750019650598
Position 991: 0.0002311612104672571
Position 2241: 0.00023110174359247174
Position 2223: 0.0002224901061473297
Position 754: 0.00018202492603738363
Position 1973: 0.00012914536015342404
Position 93: 0.00011788920116758184
Position 499: 9.461273451910334e-05
Position 245: 8.742639064176416e-05
Position 1222: 8.346761075418688e-05
Position 143: 7.178957719128371e-05
Position 952: 6.811115145753213e-05
Position 527: 6.0320168274583434e-05
Position 313: 5.57532709124242e-05
Position 280: 4.903100571433234e-05
Position 743: 4.299297149428091e-05
Position 180: 3.7859504833762485e-05
Position 98: 3.707130100003194e-05
Position 319: 3.643969410849242e-05
Position 1608: 2.8057144931877364e-05
Position 422: 2.5570172254399215e-05
Position 1085: 2.131361269975629e-05
Position 400: 1.6293927105390764e-05
Position 712: 1.2277102191364425e-05
Position 697: 9.584913970303618e-06
Position 630: 6.023684781781959e-06
Position 596: 5.312234197208786e-06
Position 1177: 5.089912888816309e-06
Position 138: 3.485629563494051e-06
Position 786: 3.4238403394607305e-06
Position 854: 2.470982808810109e-06
Position 1294: 2.0929072159795325e-06
Position 154: 1.8495680878059336e-06
Position 1296: 1.706321198933185e-06
Position 954: 1.3068577339576436e-06
Position 607: 7.855141554883969e-07
Position 536: 7.081374778010975e-07
Position 580: 6.755196497988435e-07
Position 1175: 2.117159561344052e-07
Position 807: 1.7024214159964226e-07
Position 583: 5.43580254982125e-10
Position 128: 4.4121381769957525e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 1106: 0.9298038731159536
Position 2413: 0.12110534354079754
Position 2261: 0.07191192624161236
Position 1404: 0.0693747199136916
Position 822: 0.06047078433154772
Position 1937: 0.04411508278575258
Position 1393: 0.009449437953191999
Position 1265: 0.008298146696599359
Position 2622: 0.00802699279415195
Position 1080: 0.004143827300076368
Position 1997: 0.0032771639908116424
Position 1776: 0.0031389326251432498
Position 128: 0.002915935864110313
Position 2239: 0.002475160581200506
Position 2545: 0.0018979289373600172
Position 286: 0.0013406414577916805
Position 1166: 0.0011389253519428718
Position 1116: 0.00105586659723507
Position 2353: 0.0010557559801888678
Position 2619: 0.0008822238766608489
Position 280: 0.0008100492609785971
Position 1901: 0.0007945840289213733
Position 1884: 0.0007330694144353481
Position 2063: 0.0006213093311731625
Position 313: 0.0006133539796972393
Position 1247: 0.0005365320677260072
Position 536: 0.0005129193544213899
Position 616: 0.0005067775011243923
Position 791: 0.00039937802590265994
Position 794: 0.00038590513431809384
Position 1967: 0.00035243547942117573
Position 2420: 0.0002734158246558435
Position 475: 0.00026593361266364225
Position 2014: 0.00023570640264611794
Position 2602: 0.00023407486509616402
Position 926: 0.00016741130815585802
Position 2658: 0.00016092683339980396
Position 1800: 0.00011927059459094331
Position 1084: 9.77622037050573e-05
Position 1211: 9.179704561800845e-05
Position 1838: 8.67017012206056e-05
Position 478: 8.45491842330958e-05
Position 589: 8.132928947626533e-05
Position 1766: 7.82257448216541e-05
Position 571: 6.573421371258665e-05
Position 1532: 5.974864219684149e-05
Position 271: 2.9886476418368912e-05
Position 310: 2.93273619780349e-05
Position 988: 2.6999203956514672e-05
Position 325: 2.091341965478473e-05
Position 349: 1.7171371309533544e-05
Position 949: 1.1730813851498478e-05
Position 1520: 1.1111381459780575e-05
Position 1552: 9.830875500019786e-06
Position 628: 9.048508640452752e-06
Position 881: 7.719194968735167e-06
Position 331: 7.401312235630438e-06
Position 649: 5.710148099905005e-06
Position 596: 5.577947068243267e-06
Position 1608: 5.502917958689046e-06
Position 446: 4.292671874971289e-06
Position 250: 3.951191094167232e-06
Position 1227: 3.6069916849249183e-06
Position 292: 2.7243292640552144e-06
Position 1418: 2.2988674330948165e-06
Position 1292: 1.9908782394194903e-06
Position 1496: 1.8243428096561325e-06
Position 503: 1.7627945280590714e-06
Position 640: 1.650145025802277e-06
Position 685: 1.580865225081011e-06
Position 1310: 1.2516111400811957e-06
Position 1620: 1.183681968192691e-06
Position 1674: 7.583735976026413e-08
Position 454: 1.894889115624408e-08
Position 199: 6.19070644005291e-11
Position 154: 3.762036748008429e-12
