Gene = BicD
index = 50
Annotated 5SS: [ 1119  9026  9228 10184 10478 10787 11048]
Annotated 3SS: [ 8659  9089  9332 10259 10531 10872 11371]
SMsplice 5SS: [ 1119  9026  9228 10184 10478 10787 11048]
SMsplice 3SS: [ 8659  9089  9332 10259 10531 10872 11371]
top_k =  500
Partition function (log Z): 17.106733457774332

Sorted 5' Splice Sites (High to Low Probability):
Position 9228: 0.9990724502188398
Position 1119: 0.9983249364321325
Position 10787: 0.9979848350330668
Position 10478: 0.9942606011576993
Position 9026: 0.9870004890078704
Position 11048: 0.8798880987259886
Position 10188: 0.7111243595716765
Position 634: 0.3408903164725396
Position 12259: 0.2395180092446072
Position 12263: 0.22574527724745425
Position 9469: 0.18655298878796764
Position 12088: 0.12286872549960641
Position 11747: 0.10047945503379346
Position 11322: 0.0797855408542758
Position 390: 0.07398305225844327
Position 2381: 0.07207221736709016
Position 9616: 0.04617080779238672
Position 2220: 0.04458381009472443
Position 6684: 0.04377761817661859
Position 501: 0.03816069197427745
Position 11470: 0.02909324665301249
Position 585: 0.023707658389221214
Position 4836: 0.016491152948331922
Position 9951: 0.016242420611169952
Position 11509: 0.015872453809391427
Position 9836: 0.014724316243411742
Position 394: 0.011121686766441314
Position 11185: 0.011081726480582223
Position 396: 0.011011041946451163
Position 6680: 0.010377122489895235
Position 11091: 0.010262711596585579
Position 12648: 0.00964119046688505
Position 7125: 0.009157759353374404
Position 9388: 0.008859094742088522
Position 6705: 0.007726925922519773
Position 370: 0.007664600467020195
Position 12044: 0.006104815487470544
Position 2678: 0.0059411282778316045
Position 2203: 0.0050083062983370084
Position 50: 0.005001820209478893
Position 3459: 0.004865172036363443
Position 2322: 0.004702953168136894
Position 11276: 0.00466474905296988
Position 11990: 0.0043964154663555305
Position 11072: 0.004198348109209364
Position 10377: 0.0039031058329853483
Position 211: 0.0037167611760590244
Position 392: 0.003459463443981917
Position 2682: 0.002515483088224365
Position 2397: 0.0023562893863741407
Position 2650: 0.002158421935358056
Position 12092: 0.0019159273988352359
Position 374: 0.0018016092129753125
Position 683: 0.001756490574721397
Position 4242: 0.001754316081249578
Position 9824: 0.0016621503818858283
Position 11052: 0.0015155414741855602
Position 696: 0.0014513667377315594
Position 11273: 0.0013647972674086552
Position 10695: 0.0011276491195807642
Position 9547: 0.0010916944549996994
Position 8946: 0.0010282166060536816
Position 270: 0.0009299884011470262
Position 6992: 0.0009207864863441559
Position 9047: 0.0008527532088607743
Position 11609: 0.0007369717481162747
Position 426: 0.0006999269660348988
Position 457: 0.000687529701655235
Position 9002: 0.0006758384073151234
Position 629: 0.0006723432998252823
Position 11659: 0.0006574425780193167
Position 11094: 0.000637803013353229
Position 822: 0.0006253592275917209
Position 6014: 0.0005843019108152009
Position 640: 0.0005714982580274148
Position 382: 0.0004891618560606609
Position 400: 0.0004796180383557073
Position 10742: 0.00046694295336642674
Position 10791: 0.0004363086188759871
Position 10390: 0.0004237580412150058
Position 9784: 0.00039474388780675956
Position 12216: 0.00038375700482419273
Position 398: 0.00033578811065462175
Position 9848: 0.0003311357291195941
Position 10152: 0.00031484209037758537
Position 10072: 0.00030363278198782125
Position 196: 0.00025068011018775246
Position 272: 0.00024866883417922733
Position 638: 0.00023437344327097143
Position 301: 0.00022054078062961122
Position 9496: 0.00020490174395091824
Position 1792: 0.0001907564400275794
Position 11062: 0.00015631182486500322
Position 9103: 0.0001505607672423345
Position 6671: 0.0001435330969409675
Position 11065: 0.00013963493475116829
Position 1653: 0.00013434546219634206
Position 10054: 0.00011031304986210317
Position 10602: 0.00010701313676394343
Position 645: 0.00010327202552969547
Position 368: 0.00010121864146833543
Position 10805: 9.56844292703888e-05
Position 10407: 8.80641543646646e-05
Position 10669: 8.407079647709986e-05
Position 10469: 8.158405534148946e-05
Position 9992: 7.968543351617068e-05
Position 10907: 7.923260962924321e-05
Position 9159: 7.188814629531755e-05
Position 10232: 7.066927833991063e-05
Position 5939: 7.034259274827378e-05
Position 2410: 6.604945749428298e-05
Position 632: 6.269217616055801e-05
Position 1414: 5.74687195418247e-05
Position 827: 5.559305566980622e-05
Position 10109: 5.3960763538645584e-05
Position 8911: 5.267981054646653e-05
Position 9762: 4.669047308579915e-05
Position 3344: 4.3988821246379054e-05
Position 70: 4.128441367021255e-05
Position 443: 3.4658046995550415e-05
Position 10080: 3.18276382443043e-05
Position 9671: 3.135997296574483e-05
Position 10482: 3.056660532890551e-05
Position 10350: 3.0334017835564207e-05
Position 624: 3.0205881454682075e-05
Position 9288: 2.966800461236841e-05
Position 161: 2.812068235554106e-05
Position 10543: 2.7491126335973023e-05
Position 2448: 1.8138132193878204e-05
Position 277: 1.7383696739493312e-05
Position 10485: 1.709176030944439e-05
Position 10920: 1.5137712555790653e-05
Position 10819: 1.4195468234232163e-05
Position 1645: 1.3717916266344869e-05
Position 9340: 1.2984113776258939e-05
Position 10639: 1.2943925495253332e-05
Position 10606: 1.1975245008262286e-05
Position 1423: 1.1872643128068136e-05
Position 2351: 1.0408843808522906e-05
Position 351: 1.025461976986922e-05
Position 10647: 1.0196054367554514e-05
Position 3393: 9.563915968618822e-06
Position 1510: 9.364084301691354e-06
Position 1761: 7.774234587692117e-06
Position 1700: 6.8547573177083695e-06
Position 335: 6.274989937282365e-06
Position 10423: 5.971442238407294e-06
Position 505: 5.921947970100826e-06
Position 9661: 5.815295571704144e-06
Position 10717: 5.740683818869953e-06
Position 1744: 5.262451276911845e-06
Position 10394: 4.626046568329384e-06
Position 10595: 3.840581161760476e-06
Position 1428: 3.27223926693548e-06
Position 1763: 3.079750146875739e-06
Position 10381: 3.0568907851803962e-06
Position 10689: 2.9464184863706123e-06
Position 25: 2.9175651682399654e-06
Position 1704: 2.885504391370653e-06
Position 11663: 2.600734257558024e-06
Position 11502: 2.4804037597154987e-06
Position 9: 2.2867012756024654e-06
Position 9138: 1.9223226618181853e-06
Position 193: 1.5273746815041772e-06
Position 328: 1.223309670059057e-06
Position 289: 9.920061463038149e-07
Position 1123: 9.386335275993533e-07
Position 1562: 7.764359182528775e-07
Position 1696: 6.242602905017619e-07
Position 10582: 3.5990309898784487e-07
Position 146: 3.5310613077059686e-07
Position 9334: 3.310767152404728e-07
Position 11638: 2.3942204722294217e-07
Position 10587: 2.0071301304499738e-07
Position 10731: 1.9083296188533076e-07
Position 1497: 1.840726607798794e-07
Position 1172: 1.0457707638388999e-07
Position 11667: 8.833097801083654e-08
Position 11199: 4.760072467569e-08
Position 9398: 1.3555379631449941e-08
Position 1164: 8.22298728505052e-09
Position 1541: 4.14650894415978e-09
Position 1527: 3.822105643708329e-09
Position 557: 2.063489629469157e-09
Position 10333: 9.329003529937861e-10
Position 1058: 9.129680963504595e-10
Position 1502: 2.175871106005291e-10
Position 954: 4.8685547116308086e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 10531: 0.9970038255218964
Position 9089: 0.9930828906867754
Position 10872: 0.990553361503434
Position 10259: 0.9745040111023544
Position 8659: 0.9177010089859297
Position 11371: 0.8809994545596268
Position 9332: 0.8140300652534805
Position 12501: 0.48646167102540017
Position 758: 0.2184928268435592
Position 12149: 0.15301868391420506
Position 9298: 0.15280894235444267
Position 2114: 0.10111791947628662
Position 769: 0.08430305481965368
Position 898: 0.08315208435998901
Position 12316: 0.08206054851631485
Position 496: 0.0719519663511162
Position 8686: 0.07153442173150007
Position 6554: 0.05379536699250737
Position 11171: 0.04022943412369072
Position 696: 0.030048673675462306
Position 870: 0.025255366944122976
Position 2154: 0.024107362064786506
Position 11131: 0.020051775763084333
Position 11803: 0.014160225986543835
Position 12110: 0.012873358983885985
Position 11826: 0.012624909255518457
Position 11543: 0.01261302272004537
Position 4754: 0.012350454182284597
Position 10290: 0.012093508787888202
Position 12709: 0.009154840431075376
Position 9905: 0.009059347313921473
Position 6205: 0.008049136945553254
Position 13186: 0.007762092566613067
Position 8392: 0.00703353340000248
Position 9646: 0.0069224295173275765
Position 12056: 0.006707791432817056
Position 12541: 0.0059392412582528805
Position 2485: 0.005320466568063592
Position 1667: 0.004903883344783407
Position 11986: 0.004755603834645409
Position 9365: 0.00469396835123033
Position 6821: 0.004693577951224392
Position 450: 0.003985797421766603
Position 12103: 0.0038523386483922673
Position 2043: 0.003648771020380617
Position 819: 0.0033106000205096204
Position 10007: 0.0029402422945486806
Position 9584: 0.0025682297691595303
Position 774: 0.0024949197932145153
Position 6879: 0.00244868769275324
Position 11868: 0.002299965262923651
Position 5769: 0.00204024595580667
Position 9409: 0.002016185400189883
Position 1228: 0.001986670697692617
Position 9992: 0.001644038706289983
Position 114: 0.0016384495308440334
Position 6159: 0.0015901354203247773
Position 4282: 0.0015448959441368333
Position 2538: 0.0013418664799129498
Position 4728: 0.0013274482379496953
Position 143: 0.001309496478676226
Position 904: 0.0012978672794561788
Position 1225: 0.0012398116536623978
Position 10542: 0.0011398118344202494
Position 9424: 0.0010122010864086445
