Gene = Cln3
index = 1081
Annotated 5SS: [  60 3334 3537 3784 4183]
Annotated 3SS: [3119 3405 3624 3842 4239]
SMsplice 5SS: [ 203 3334 3537 3784 4183]
SMsplice 3SS: [3119 3405 3635 3842 4239]
top_k =  500
Partition function (log Z): 12.45136886538078

Sorted 5' Splice Sites (High to Low Probability):
Position 3334: 0.9983059288379281
Position 3537: 0.9948799361595982
Position 3784: 0.9937872244130467
Position 4183: 0.9867961545436293
Position 203: 0.5101512942464423
Position 60: 0.17611172144647666
Position 801: 0.14955580430242776
Position 96: 0.033464840917514733
Position 3033: 0.03051996975773792
Position 269: 0.029617052385450367
Position 64: 0.028176566997856103
Position 501: 0.02571364604656811
Position 2776: 0.023795712834938205
Position 2194: 0.023485660992110816
Position 1324: 0.01857491402194335
Position 542: 0.01797336353480908
Position 293: 0.01572240109166917
Position 508: 0.015013068142983055
Position 2754: 0.008733620320624358
Position 2745: 0.007097848648824269
Position 1329: 0.006703803019877959
Position 1782: 0.006623059364610854
Position 3026: 0.006083669104396661
Position 1383: 0.00601761371568587
Position 209: 0.005489693277435358
Position 655: 0.005437923613421869
Position 3796: 0.005419570933656799
Position 80: 0.004830865468428109
Position 139: 0.00417487790845205
Position 1765: 0.0038066249383372263
Position 4039: 0.003081277498011811
Position 229: 0.003060117149945084
Position 3532: 0.002797278676271528
Position 260: 0.002035514306047001
Position 2177: 0.0015284703743352328
Position 2926: 0.0014975170062208752
Position 1403: 0.001405283866922975
Position 4389: 0.0013249221589192418
Position 1414: 0.0012725930579217536
Position 385: 0.0011412593513826239
Position 2759: 0.001084309092593235
Position 871: 0.0009349029188306358
Position 73: 0.0008803929771496336
Position 2666: 0.0007938432983750433
Position 1798: 0.0007387977016042468
Position 4303: 0.0006706509805375292
Position 1391: 0.0006546212416775741
Position 241: 0.000616638199463612
Position 1332: 0.0005914740025458891
Position 132: 0.0005480552804857888
Position 3263: 0.0005474136663869148
Position 4287: 0.0005446214844008428
Position 1435: 0.0005135210856018961
Position 340: 0.0004645357615683565
Position 58: 0.00045734433919569973
Position 3541: 0.00042636434417118427
Position 4086: 0.00042583616685986124
Position 4321: 0.0003200654210243817
Position 4015: 0.0002400802610494863
Position 3289: 0.00022595382007498772
Position 4081: 0.00021585405368955567
Position 4720: 0.00020825379439301444
Position 1848: 0.000149473668332477
Position 3286: 0.00014118321839223937
Position 4147: 0.00013933951823963053
Position 1045: 0.0001366023755906109
Position 4399: 0.00013116818507485003
Position 267: 0.0001296224564028159
Position 3993: 0.00012781652404390926
Position 4671: 0.00012269630189791034
Position 3461: 0.0001184202939572848
Position 3324: 0.0001085583552296138
Position 4402: 8.78254886549103e-05
Position 4431: 8.435306413386304e-05
Position 598: 5.486959134371306e-05
Position 3788: 4.7756358257157726e-05
Position 4796: 3.860480934048703e-05
Position 574: 3.8121743311194594e-05
Position 3481: 3.4465930592631135e-05
Position 4470: 3.081825191290542e-05
Position 4342: 2.2806678956953432e-05
Position 154: 1.6975459525050755e-05
Position 169: 1.1882022099435006e-05
Position 4054: 1.1225362233602587e-05
Position 101: 9.679227429439332e-06
Position 3227: 9.180098274830338e-06
Position 4742: 8.471653851739625e-06
Position 4493: 8.157510427593176e-06
Position 149: 7.874939272970943e-06
Position 255: 7.715829196979251e-06
Position 4030: 7.557404101842338e-06
Position 1016: 7.1528467395261444e-06
Position 4420: 6.946242068692713e-06
Position 4428: 6.930142051298932e-06
Position 4570: 6.766622476162582e-06
Position 1009: 6.2380208841585495e-06
Position 3299: 5.952166267623568e-06
Position 4393: 4.39786043811664e-06
Position 4718: 4.3619070132113165e-06
