Gene = Su(H)
index = 1529
Annotated 5SS: [ 833 2488 2754]
Annotated 3SS: [1606 2545 2818]
SMsplice 5SS: [ 833 2488 2754]
SMsplice 3SS: [2350 2545 2818]
top_k =  500
Partition function (log Z): 2.8754889200135048

Sorted 5' Splice Sites (High to Low Probability):
Position 2754: 0.9955930797979803
Position 2488: 0.9935958858725804
Position 833: 0.9685371282090462
Position 3452: 0.14594073684428976
Position 3114: 0.07977091362099689
Position 2243: 0.04830129075818
Position 2153: 0.042818077607231844
Position 237: 0.015459441007572223
Position 861: 0.008938934870528806
Position 871: 0.006712365825545177
Position 2492: 0.004792301250638265
Position 1059: 0.0038766487554558445
Position 3392: 0.003338254085674932
Position 1931: 0.0030668941400889957
Position 2768: 0.002462613744766019
Position 1693: 0.0023133665589132415
Position 241: 0.0022323722341968206
Position 347: 0.0015946957875640324
Position 1446: 0.0015749621224000884
Position 266: 0.0014787734382110842
Position 3425: 0.001327267068028365
Position 3095: 0.001221645922401777
Position 1755: 0.0012116282637578987
Position 268: 0.0011716631826234696
Position 2948: 0.001073911943536359
Position 2282: 0.0010632635925689278
Position 1871: 0.0010050223818882983
Position 3329: 0.0009757980343324245
Position 784: 0.0009091016425111706
Position 2758: 0.000863406986147213
Position 1219: 0.0007926592963767751
Position 1867: 0.0007055348976306894
Position 3108: 0.0006979428084683168
Position 272: 0.0005588884701329509
Position 2913: 0.0005210798561701037
Position 1050: 0.000512098867844512
Position 3159: 0.000415897907041731
Position 222: 0.00039745479092007373
Position 1258: 0.00032237243015948385
Position 2896: 0.00030018942050930947
Position 354: 0.0002954758873213378
Position 3131: 0.0002927178275825578
Position 1544: 0.0002487666416483844
Position 345: 0.0002006162598915256
Position 1013: 0.00019990393057325731
Position 3197: 0.00019875972012133681
Position 3786: 0.00017104542132762571
Position 3168: 0.0001653186658625196
Position 600: 0.00015145002127738436
Position 644: 0.00014549042810661715
Position 3246: 0.00014118319848097313
Position 2652: 0.00013960273634834396
Position 3277: 0.0001249495412849418
Position 3201: 9.51765847197336e-05
Position 153: 8.678653176285802e-05
Position 2852: 8.536436762812948e-05
Position 1287: 6.429886008792807e-05
Position 809: 5.862648005637731e-05
Position 878: 5.278391056136896e-05
Position 155: 4.619989823079878e-05
Position 2715: 3.9739659461361577e-05
Position 518: 3.569612606957269e-05
Position 1131: 3.5576943052015174e-05
Position 165: 3.1289729305945996e-05
Position 1303: 3.072051385372656e-05
Position 3178: 2.9948782440044178e-05
Position 515: 2.930770177502066e-05
Position 935: 2.929033949077427e-05
Position 441: 2.915946897282081e-05
Position 44: 2.883569832716279e-05
Position 2684: 2.8742193064392642e-05
Position 2883: 2.2827602793627032e-05
Position 2712: 1.9046076483934576e-05
Position 1441: 1.7532957185778993e-05
Position 276: 1.4094873408164648e-05
Position 3434: 1.0879605053260585e-05
Position 1141: 9.36271691517769e-06
Position 270: 9.189051661901156e-06
Position 1289: 9.031688050349398e-06
Position 1165: 6.5681215188694024e-06
Position 2455: 4.709327664941401e-06
Position 3042: 4.170232260404335e-06
Position 422: 3.6011328440158436e-06
Position 124: 3.551918989086663e-06
Position 3297: 2.8514564499309058e-06
Position 162: 2.3534718087406518e-06
Position 32: 1.9490757227202757e-06
Position 2571: 1.7415412061722615e-06
Position 47: 1.6544518985875065e-06
Position 3241: 1.4986083182170425e-06
Position 3310: 1.0513657549901863e-06
Position 1506: 1.0220501119299195e-06
Position 616: 9.421340146636182e-07
Position 78: 8.617144833130878e-07
Position 2837: 8.351908476539245e-07
Position 613: 6.682052493771606e-07
Position 889: 6.470960731669665e-07
Position 2657: 3.744200500292314e-07
Position 3350: 2.873808737997123e-07
Position 815: 2.4131485191723276e-07
Position 928: 1.0634133988975922e-07
Position 2819: 1.0113674015409157e-07
Position 2667: 8.700470538400434e-08
Position 2654: 4.223376219325654e-08
Position 2623: 5.6042419356145574e-11
Position 2776: 3.833115297033921e-11
Position 2823: 1.5849567378039936e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 2818: 0.9978980723465526
Position 2545: 0.9764624493996338
