Gene = cold
index = 1651
Annotated 5SS: [ 65 408 800]
Annotated 3SS: [342 488 852]
SMsplice 5SS: [ 65 408 800]
SMsplice 3SS: [149 488 852]
top_k =  500
Partition function (log Z): -0.19122169965311753

Sorted 5' Splice Sites (High to Low Probability):
Position 408: 0.9950357892678411
Position 65: 0.9397789555896247
Position 800: 0.5603075393352343
Position 739: 0.0847023319660924
Position 804: 0.049071055802296766
Position 1076: 0.01950761948563476
Position 781: 0.008885985856062756
Position 1144: 0.006965794915558751
Position 670: 0.0034739344049227535
Position 1114: 0.003470024266367219
Position 278: 0.0026029817602803754
Position 986: 0.0007618811934788765
Position 282: 0.0006947575094771382
Position 216: 0.00046344175513970715
Position 69: 0.00032790964474244995
Position 811: 0.0003203897077388553
Position 18: 0.0003120402581511355
Position 1018: 0.0002980042887230205
Position 639: 0.00024841663802754
Position 270: 0.00022851827203269927
Position 1068: 0.0001493553672666007
Position 721: 0.0001284489160272335
Position 258: 0.00011575176954777649
Position 794: 0.00011161200080231185
Position 273: 0.00011015076875988001
Position 883: 9.891472365182284e-05
Position 98: 9.171139541763657e-05
Position 763: 7.796011586537252e-05
Position 1055: 5.660488243711383e-05
Position 625: 5.322327367301694e-05
Position 220: 4.9082724036471906e-05
Position 412: 4.492286706775807e-05
Position 236: 3.804840929861132e-05
Position 754: 1.985732830919475e-05
Position 249: 1.9333321152519552e-05
Position 1155: 1.9048588759444844e-05
Position 399: 1.2470084561004785e-05
Position 374: 1.0021844723966775e-05
Position 590: 9.172376380487476e-06
Position 173: 7.027278225668058e-06
Position 881: 6.480500954675148e-06
Position 688: 4.857026382447255e-06
Position 191: 2.346986149752895e-06
Position 358: 1.5775987135662805e-06
Position 295: 1.2046786575589347e-06
Position 371: 1.1649938774961186e-06
Position 149: 2.624874516141195e-07
Position 329: 2.2803361389317873e-07
Position 661: 1.78726251354647e-07
Position 389: 1.696557750766957e-07
Position 488: 1.6085156807294977e-07
Position 397: 1.3845461947574852e-07
Position 222: 1.146760722724788e-07
Position 550: 8.50208585232399e-08
Position 846: 6.256179506585807e-08
Position 122: 6.157105519950379e-08
Position 196: 6.050885121126946e-08
Position 120: 5.20574057482377e-08
Position 659: 3.1573227677994986e-08
Position 380: 2.3378521334934344e-08
Position 694: 1.5067066659150094e-08
Position 504: 9.576082317855092e-10
Position 854: 2.486064708821543e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 488: 0.9633496936592728
Position 149: 0.8843120594654952
Position 852: 0.6688952726317824
Position 1201: 0.04492900897337404
Position 342: 0.026622697632632357
Position 807: 0.020858302995945172
Position 532: 0.01765865143897126
Position 160: 0.01732920274552666
Position 459: 0.012832377024063556
Position 172: 0.011254828867502946
Position 1171: 0.0034555836686144415
Position 1179: 0.001986150947158968
Position 196: 0.0011249317374750424
Position 228: 0.0006691439320641605
Position 164: 0.0006592980434093702
Position 913: 0.0006578228679800065
Position 869: 0.00029884238666701916
Position 1301: 0.0002533501235941346
Position 874: 0.0002514620901067176
Position 945: 0.00022679590765285808
Position 1055: 0.0001952757186463789
Position 1412: 0.0001723517183399225
Position 1002: 0.00017152310461325236
Position 368: 5.468761503902156e-05
Position 718: 5.4189130281554675e-05
Position 811: 5.345753687448364e-05
Position 1068: 5.097688497093702e-05
Position 270: 4.764694071148255e-05
Position 1340: 3.7203957762843036e-05
Position 649: 3.492443456072402e-05
Position 568: 3.378035974206089e-05
Position 511: 3.150856576387137e-05
Position 1013: 2.713651981116188e-05
Position 669: 1.866524878627636e-05
Position 550: 1.7913849525880678e-05
Position 1114: 1.083727499054719e-05
Position 1321: 1.072343087250055e-05
Position 1231: 9.647058636932741e-06
Position 970: 5.87394012739842e-06
Position 216: 4.995874889393856e-06
Position 1315: 4.641659728218505e-06
Position 622: 4.4403895459488975e-06
Position 685: 4.316435309138103e-06
Position 1360: 4.184407799856311e-06
Position 206: 3.2617429231687383e-06
Position 745: 3.1560710188211208e-06
Position 688: 1.8822501711396913e-06
Position 667: 1.7422720082291441e-06
Position 637: 6.960141395162417e-07
Position 682: 5.529242264068249e-07
Position 310: 4.1259468343656937e-07
Position 380: 3.541685535739376e-07
Position 407: 3.297047203491089e-07
Position 604: 2.180343664008148e-07
Position 179: 2.0769564538218057e-07
Position 694: 1.5052997536482585e-07
Position 60: 1.4720462321743834e-08
Position 64: 6.244853423087578e-09
Position 547: 3.043499493473202e-09
Position 364: 3.6060683772722593e-10
