Gene = Muc68D
index = 1292
Annotated 5SS: [26]
Annotated 3SS: [82]
SMsplice 5SS: [26]
SMsplice 3SS: [82]
top_k =  500
Partition function (log Z): -10.311821144800556

Sorted 5' Splice Sites (High to Low Probability):
Position 26: 0.9777643661259798
Position 797: 0.34638317949930697
Position 607: 0.02907401694647512
Position 662: 0.025535155883747298
Position 1313: 0.022664765825023945
Position 334: 0.021841924935217256
Position 1280: 0.019394415646014088
Position 989: 0.015030856498018596
Position 1295: 0.012944521137604916
Position 192: 0.006409245869610189
Position 1517: 0.005889295408727053
Position 1415: 0.004559133923459588
Position 209: 0.004298633821316681
Position 977: 0.0034623924044785044
Position 22: 0.0032262458416657236
Position 1499: 0.0028034379590272654
Position 3599: 0.002733183941545523
Position 1922: 0.002447033369612382
Position 3485: 0.0024287870255735727
Position 36: 0.001988929389268095
Position 1484: 0.001850211223025105
Position 410: 0.0017929228109205902
Position 1397: 0.001455489005799799
Position 1586: 0.0014371099812038575
Position 275: 0.0013251950709249132
Position 1178: 0.0012799357445615108
Position 1382: 0.0012578887008742117
Position 844: 0.0011533232838085742
Position 1076: 0.000893187807640405
Position 1688: 0.0008775386594276377
Position 1889: 0.0007864880056109305
Position 1703: 0.0007826617918270781
Position 1952: 0.0006522702200932746
Position 30: 0.0006293419814927337
Position 5: 0.0004864283964370933
Position 277: 0.00046329858542845377
Position 252: 0.0004083810403647209
Position 785: 0.000408354540059894
Position 2090: 0.00036300651019330056
Position 1787: 0.000300841878317552
Position 414: 0.0002980321266971814
Position 1091: 0.00013431498540679768
Position 1047: 0.0001311400039051818
Position 596: 5.93767707170694e-05
Position 677: 3.734014453791603e-05
Position 622: 3.3527613393743716e-05
Position 82: 3.28349878470678e-05
Position 1211: 2.34874931987587e-05
Position 746: 2.2140278390334346e-05
Position 140: 1.6409728753373014e-05
Position 1012: 1.5993987881375997e-05
Position 855: 1.3947933518572643e-05
Position 1193: 1.3794384269989639e-05
Position 169: 1.113885548747308e-05
Position 488: 1.046757155386046e-05
Position 49: 1.002672982199473e-05
Position 493: 9.13295062503393e-06
Position 1240: 6.5227720124226484e-06
Position 358: 2.4178729232186847e-06
Position 69: 1.5088332193480757e-06
Position 890: 1.1111680879119515e-06
Position 680: 6.086662133134993e-07
Position 800: 5.463212829315136e-07
Position 875: 1.5720606092194554e-07
Position 153: 1.8891673653718025e-08
Position 88: 4.683855011515404e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 82: 0.9348526415722694
Position 1123: 0.07698397713767449
Position 1366: 0.06413241852309345
Position 4389: 0.04054160392602402
Position 3073: 0.03220225008991759
Position 1570: 0.024725728459836536
Position 2773: 0.024675736275114827
Position 3274: 0.023607447250817367
Position 2272: 0.02251601144312947
Position 1468: 0.021291378369569413
Position 1060: 0.017311227706439777
Position 1975: 0.01722193788834232
Position 2971: 0.01603046754211613
Position 1771: 0.014633888762988568
Position 2470: 0.01359986454686691
Position 2173: 0.013248119688209862
Position 862: 0.013041353919636083
Position 2569: 0.012792240615366027
Position 2074: 0.012388081826083986
Position 3172: 0.012023832406202748
Position 2872: 0.010666457601162393
Position 1162: 0.009977776204506066
Position 1033: 0.009273679574783193
Position 886: 0.008824914921530149
Position 516: 0.006995511580857624
Position 410: 0.006635306271805581
Position 2371: 0.006553854250498222
Position 4741: 0.006100775929159312
Position 865: 0.005145327634696634
Position 875: 0.005008370593243218
Position 488: 0.004048333735811817
Position 1076: 0.004045396375661441
Position 270: 0.0038222892130795323
Position 120: 0.003175300121136764
Position 961: 0.0030618424645197403
Position 3667: 0.002733183941545524
Position 709: 0.0026940657190640243
Position 934: 0.0024848351276289325
Position 3553: 0.002428787025573572
Position 3349: 0.0022170762316671686
Position 1339: 0.0021371547682728902
Position 712: 0.002093790874238872
Position 1645: 0.0019019056479522107
Position 69: 0.0019002578395007673
Position 1135: 0.0012164457441330159
Position 2947: 0.000996896003363227
Position 606: 0.0007275925354752862
Position 1174: 0.0006373931928583126
Position 1543: 0.000595006496119413
Position 1441: 0.000556924025565922
Position 1237: 0.0005538157390833709
Position 1846: 0.0005072615816512356
Position 557: 0.00038710252459582013
Position 893: 0.000367850475077866
Position 1086: 0.0003614569056367545
Position 1036: 0.00030998242718540574
Position 737: 0.00022210887367090705
Position 785: 0.000154953570984097
Position 823: 0.00014324940300082048
Position 1342: 0.00013806490023267638
Position 86: 0.0001143121351759099
Position 1264: 0.00011266287041089977
Position 721: 0.00011145969614337781
Position 973: 7.693401642595367e-05
Position 596: 7.485290893928683e-05
Position 844: 5.929129215061919e-05
Position 583: 5.1189791802977745e-05
Position 330: 4.6680005672523724e-05
Position 658: 4.530501095942586e-05
Position 88: 3.311562730097017e-05
Position 622: 1.0872699900216783e-05
Position 662: 2.5667775249652965e-06
Position 746: 2.4679074196899024e-06
Position 691: 1.9502513259820404e-06
Position 686: 7.315436813615763e-07
Position 327: 6.727347578771106e-07
Position 240: 5.446728118442464e-07
Position 673: 5.239476828619832e-07
Position 132: 3.506317289311727e-07
Position 164: 1.8075853378004853e-07
Position 169: 1.1877109619270705e-07
Position 166: 8.717023743403786e-08
Position 49: 8.566229961787924e-09
Position 356: 4.382178649080773e-09
Position 365: 2.6414260537425853e-09
Position 181: 2.3917455970218383e-09
Position 345: 2.3605707437174367e-10
