Gene = l(2)k09022
index = 1750
Annotated 5SS: [1273 1648 5419]
Annotated 3SS: [1384 1707 5482]
SMsplice 5SS: [1273 1648 2350 5419]
SMsplice 3SS: [1384 1707 5141 5482]
top_k =  500
Partition function (log Z): 2.0747308931768225

Sorted 5' Splice Sites (High to Low Probability):
Position 1648: 0.9980547186036693
Position 5419: 0.9813557606174818
Position 1273: 0.9737267293829246
Position 2350: 0.8498854773188305
Position 3055: 0.3207773689159324
Position 984: 0.2812774066352756
Position 473: 0.09204685761497003
Position 2067: 0.07429234413274927
Position 586: 0.025982222445902897
Position 481: 0.021282288797033422
Position 489: 0.015875786184956577
Position 2317: 0.013250666526913556
Position 158: 0.01204836692903685
Position 454: 0.009408032174468655
Position 2540: 0.008515260869512346
Position 5857: 0.008456918539145975
Position 2503: 0.006455102275036863
Position 1951: 0.0037424566427173133
Position 3377: 0.0035845035730906406
Position 2043: 0.0026654657733378995
Position 2220: 0.002230046819434406
Position 1235: 0.0020223637088565313
Position 5665: 0.001969610261564315
Position 3030: 0.0014122490377166134
Position 1652: 0.0011741558330425471
Position 929: 0.0010592446093310522
Position 5611: 0.0010577222549585715
Position 394: 0.0009634454836663036
Position 1070: 0.0008862593193627893
Position 1821: 0.0008621459471747584
Position 2251: 0.0008370764333808662
Position 250: 0.0007170016846534958
Position 1470: 0.0006509116018133911
Position 497: 0.0006394043087759188
Position 6301: 0.0005856553696008797
Position 6180: 0.0004997334669083438
Position 6621: 0.00044401433328180976
Position 2191: 0.00043520919332117383
Position 704: 0.0004304198433114771
Position 690: 0.00038880003244280166
Position 2728: 0.0002937840445336579
Position 415: 0.00028944801705488846
Position 6069: 0.0002838262810503845
Position 2852: 0.0002819169000605529
Position 1286: 0.0002616762800125873
Position 2028: 0.0002512139500194145
Position 25: 0.00023203482011141028
Position 1314: 0.0002253415362894269
Position 18: 0.00017639267081129563
Position 154: 0.00015870504745290725
Position 3009: 0.00015381718713551696
Position 1277: 0.00015213221730123907
Position 2187: 0.00012759266607310896
Position 1637: 0.00012710311422886822
Position 6151: 0.00012208699794880276
Position 2031: 0.00010625045972997407
Position 1946: 9.868074077825034e-05
