Gene = Rpn10
index = 1456
Annotated 5SS: [139 381]
Annotated 3SS: [239 440]
SMsplice 5SS: [139 381]
SMsplice 3SS: [239 440]
top_k =  500
Partition function (log Z): -3.6684269883277767

Sorted 5' Splice Sites (High to Low Probability):
Position 381: 0.991885501600614
Position 139: 0.8807884397498644
Position 679: 0.017116805398434985
Position 126: 0.008541880041049225
Position 784: 0.007347420120305681
Position 79: 0.003220945892439631
Position 92: 0.002708791138885712
Position 116: 0.002002031435762208
Position 694: 0.0008475055718563732
Position 685: 0.0006590961295906245
Position 704: 0.0005357421467013635
Position 188: 0.0004028961421595173
Position 604: 0.00026645534699689934
Position 394: 0.00021309664817189235
Position 646: 0.0001603043552406244
Position 149: 0.00014005432682920855
Position 358: 0.00013041907341742424
Position 610: 0.00012762167357217491
Position 39: 0.00012331908884478278
Position 1318: 8.511669755120062e-05
Position 385: 7.231602837548517e-05
Position 1508: 5.022377192377011e-05
Position 180: 4.2968342256211964e-05
Position 790: 3.892231165155508e-05
Position 559: 3.8296807405886575e-05
Position 8: 2.732042557476382e-05
Position 1390: 2.549547235927514e-05
Position 84: 2.391660432432101e-05
Position 938: 1.741166297546574e-05
Position 387: 1.4624440790459925e-05
Position 1402: 1.0264227606624332e-05
Position 1406: 9.100331340423154e-06
Position 1495: 6.503988542083847e-06
Position 210: 6.44511599991888e-06
Position 601: 3.961002484905863e-06
Position 505: 2.2684589343912567e-06
Position 319: 4.406439870660162e-08
Position 375: 2.733254114937294e-08
Position 398: 2.2485008994770285e-08
Position 451: 2.0581734845485937e-08
Position 445: 1.6124647604629198e-08
Position 338: 1.2267604498584913e-08
Position 422: 7.011574332222384e-09
Position 428: 2.0149152523096786e-09
Position 1073: 9.746699014410087e-10
Position 1121: 9.681350654214204e-10
Position 896: 9.197442731234755e-10
Position 898: 8.514480699033444e-10
Position 295: 1.7465293506412023e-10
Position 287: 1.2242487355348693e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 440: 0.9340526309180038
Position 239: 0.860735312352692
Position 843: 0.015873614412448403
Position 736: 0.015352818418910643
Position 210: 0.014097895481400632
Position 261: 0.01342342490432838
Position 470: 0.012427870662609856
Position 510: 0.012162483934981639
Position 1224: 0.0069842187074357475
Position 300: 0.004963802681900499
Position 251: 0.004642903665096188
Position 478: 0.004440439908079051
Position 1344: 0.0035376719448742652
Position 901: 0.0026762913858673944
Position 1251: 0.00181545075307291
Position 1212: 0.001808991903663372
Position 788: 0.0012657547256076027
Position 495: 0.0012081173343261942
Position 451: 0.0010407097470774933
Position 516: 0.0010127461898592346
Position 762: 0.0008120502116738882
Position 1532: 0.0006309560505914815
Position 1556: 0.0006119673939854042
Position 1255: 0.0005691706732632557
Position 1380: 0.0005141757172880972
Position 567: 0.0004055148388848619
Position 1194: 0.00040298065789489
Position 180: 7.073223541848715e-05
Position 805: 2.996718448715133e-05
Position 1386: 1.7041984671545003e-05
Position 1069: 1.5017483413820655e-05
Position 1084: 1.0684003781415466e-05
Position 633: 1.0193604857076284e-05
Position 1260: 9.256166442097756e-06
Position 1269: 8.399562369778075e-06
Position 1502: 8.398217290886339e-06
Position 333: 7.257974634794226e-06
Position 726: 6.528541903976239e-06
Position 654: 6.0021028734635416e-06
Position 951: 5.725647719190218e-06
Position 1491: 4.59181615367725e-06
Position 672: 4.4204179942764825e-06
Position 1419: 3.2734956396416754e-06
Position 582: 2.800394810030088e-06
Position 577: 2.6272258777024425e-06
Position 168: 2.606543563067441e-07
Position 79: 2.1852310954576816e-07
Position 351: 1.6334241912829293e-07
Position 158: 6.169576223399882e-08
Position 304: 2.6580831365266253e-08
Position 302: 8.828910116495982e-09
Position 124: 5.040876711344039e-09
Position 92: 3.577025941183264e-09
Position 271: 2.914000891699752e-09
Position 84: 1.7071673890356436e-09
Position 53: 3.9856063272223214e-10
Position 381: 3.3580550907743156e-10
Position 99: 2.1879716181375265e-10
Position 126: 6.16305492867094e-12
Position 170: 4.283230394559074e-12
Position 385: 5.762868619097188e-14
Position 392: 4.864849411290132e-14
