Gene = RFeSP
index = 1400
Annotated 5SS: [ 178 1117]
Annotated 3SS: [ 736 1171]
SMsplice 5SS: [ 178 1117]
SMsplice 3SS: [ 736 1171]
top_k =  500
Partition function (log Z): -4.979856864713602

Sorted 5' Splice Sites (High to Low Probability):
Position 1117: 0.8997404759795901
Position 178: 0.8651165541816495
Position 1121: 0.07040935686229935
Position 1343: 0.01658779409644321
Position 1382: 0.011292580349359505
Position 520: 0.010060547722948685
Position 341: 0.005621935869789961
Position 1404: 0.004383702313234428
Position 297: 0.003779064875713557
Position 597: 0.0032811208485915085
Position 1371: 0.003245998523119716
Position 1612: 0.0031867385767916567
Position 530: 0.002558855516740477
Position 1439: 0.002000404130625669
Position 446: 0.001629599197383977
Position 999: 0.0011246405339423275
Position 1379: 0.0009812494440045053
Position 415: 0.0007750857672588662
Position 265: 0.0006904214178501805
Position 39: 0.0005498837441750264
Position 489: 0.0005172782829455569
Position 1425: 0.00046097685759582697
Position 1554: 0.00027025055436482193
Position 550: 0.0002500492755050708
Position 1398: 0.00024161352985437292
Position 1514: 0.0002223668083309533
Position 1562: 0.0001882398066021024
Position 1131: 0.00016074243824551414
Position 1580: 0.00013488561688415756
Position 1003: 9.973357266892423e-05
Position 884: 8.519634073085057e-05
Position 129: 7.442978141120469e-05
Position 51: 7.253888831171354e-05
Position 502: 6.916382689725794e-05
Position 907: 6.595624942176136e-05
Position 360: 5.67965159547875e-05
Position 548: 4.4075867765297316e-05
Position 1618: 4.3171180312939456e-05
Position 862: 4.126184608160571e-05
Position 1629: 3.182197623628019e-05
Position 16: 2.753250109939093e-05
Position 1260: 2.6197230786138216e-05
Position 111: 2.2259051705823174e-05
Position 1357: 2.0672390891918475e-05
Position 326: 1.886901255130669e-05
Position 600: 1.8406587127554382e-05
Position 7: 1.3589717985091956e-05
Position 978: 1.2836109885778923e-05
Position 165: 1.167996062128754e-05
Position 1126: 1.139843076161267e-05
Position 1014: 1.1155306618290156e-05
Position 877: 7.429919245813078e-06
Position 946: 7.425268518862772e-06
Position 159: 6.34905269669946e-06
Position 1078: 4.5531950742482175e-06
Position 1211: 2.986936246286886e-06
Position 103: 1.8715954688083882e-06
Position 766: 1.7048018637332983e-06
Position 1648: 9.389926382465694e-07
Position 96: 1.3989321977667817e-07
Position 795: 6.603141960665013e-08
Position 1230: 1.4868192190297054e-08
Position 1176: 9.504481030011934e-09
Position 1199: 9.220376082345684e-09
Position 1032: 8.206822362714816e-09
Position 799: 7.0487938249918084e-09
Position 809: 4.915607857056831e-09
Position 815: 2.157870410510101e-09
Position 1202: 3.4574825128887223e-10
Position 98: 2.75651447419186e-10
Position 1135: 3.601145076223382e-11
Position 812: 9.601553481707886e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 1171: 0.9726812198804727
Position 736: 0.8608491417700529
Position 1464: 0.03625200862098504
Position 747: 0.020412806304046727
Position 1685: 0.009191284799726647
Position 765: 0.0028903223350078455
Position 318: 0.0017643282525162116
Position 648: 0.0012208778669175178
Position 1609: 0.0010122256248975348
Position 471: 0.0008249619725729936
Position 1186: 0.0005960219186302068
Position 1565: 0.0003745027814034352
Position 669: 0.00028607682085285137
Position 684: 0.0002745111052962941
Position 389: 0.0002400533605794814
Position 255: 0.00023481271306728652
Position 293: 0.00020090176184767543
Position 510: 0.0001740976597508587
Position 489: 0.00013436955592273811
Position 575: 0.00012693837207758857
Position 1643: 0.00012396975066998405
Position 1577: 0.00011901973688383706
Position 1535: 5.918989167071036e-05
Position 1014: 4.467856250329322e-05
Position 1580: 3.3731846861596405e-05
Position 1071: 3.0479603945320293e-05
Position 1425: 2.8645230273786843e-05
Position 804: 2.5889444834381287e-05
Position 1410: 2.4164820991933363e-05
Position 115: 2.210169135161961e-05
Position 1588: 1.8602025986926738e-05
Position 946: 1.5863394639466648e-05
Position 1723: 1.3346511232269406e-05
Position 70: 1.1900854620712363e-05
Position 561: 7.727248977648825e-06
Position 1705: 7.52588133783718e-06
Position 1308: 7.391212258684276e-06
Position 276: 5.994760259150613e-06
Position 1026: 5.1150124771216615e-06
Position 1693: 4.492138059604385e-06
Position 675: 4.4151542617429196e-06
Position 225: 2.189747095680622e-06
Position 999: 1.8271026590886304e-06
Position 540: 1.6352484086608567e-06
Position 1192: 1.5058933597587306e-06
Position 1646: 1.4164625789303207e-06
Position 1728: 1.4121787804937087e-06
Position 520: 1.2263065448617252e-06
Position 117: 1.1256762212244988e-06
Position 809: 1.0867233995078526e-06
Position 993: 1.0294248402518726e-06
Position 843: 9.835437541317489e-07
Position 1065: 9.207714611718117e-07
Position 772: 7.465972158796985e-07
Position 149: 5.409812091144669e-07
Position 900: 4.932933431431624e-07
Position 265: 4.56974709229842e-07
Position 963: 3.523309989771129e-07
Position 128: 1.7495063681878823e-08
Position 182: 2.7043934231755145e-09
Position 530: 2.758531659001318e-11
Position 123: 1.3352695482002605e-13
Position 213: 8.314473400178379e-14
Position 192: 4.948174239243261e-15
Position 154: 3.913440244517301e-15
Position 206: 1.513039135496395e-15
