Gene = Cyp316a1
index = 1116
Annotated 5SS: [ 157  636 1235]
Annotated 3SS: [ 205  695 1291]
SMsplice 5SS: [ 157  636 1235]
SMsplice 3SS: [ 216  695 1291]
top_k =  500
Partition function (log Z): -1.3819530964640192

Sorted 5' Splice Sites (High to Low Probability):
Position 157: 0.9810503141759098
Position 636: 0.871305627690064
Position 1235: 0.7800410923664199
Position 553: 0.08145553112705467
Position 947: 0.015344405538665186
Position 998: 0.014079066452232062
Position 1195: 0.013043165735805901
Position 1239: 0.012266539884298726
Position 640: 0.010240472642854027
Position 875: 0.006624849663641295
Position 245: 0.004018565046659085
Position 1011: 0.00387711623186986
Position 848: 0.0026570259421158276
Position 532: 0.0024800902052221144
Position 580: 0.0024750872173817276
Position 392: 0.00246898473036645
Position 1048: 0.0009573341863205798
Position 546: 0.0008795566201993089
Position 785: 0.0008208136853574511
Position 1552: 0.0005172577660738504
Position 1476: 0.0003955428830505455
Position 396: 0.0003483026997687072
Position 1303: 0.0002972119455859483
Position 650: 0.00024869032996621823
Position 608: 0.00023161711146240773
Position 1372: 0.00017113266342923592
Position 161: 0.00016732362671982327
Position 74: 0.00016061210383513626
Position 1259: 0.0001373048657999564
Position 434: 8.267598024560645e-05
Position 422: 6.478387153350984e-05
Position 1328: 5.453782235493714e-05
Position 615: 4.023347321291072e-05
Position 1451: 3.4877473173647154e-05
Position 1201: 3.276310844468745e-05
Position 1531: 3.0298010129697455e-05
Position 1083: 2.1342357276369097e-05
Position 373: 2.073228590056273e-05
Position 1255: 1.466198822475503e-05
Position 462: 1.3579739072687541e-05
Position 1085: 1.1685946471765654e-05
Position 596: 1.1388826002364336e-05
Position 565: 4.90391678759423e-06
Position 265: 4.823293744677072e-06
Position 557: 4.2234561088888305e-06
Position 534: 3.5918808699153883e-06
Position 1445: 3.229849977002408e-06
Position 593: 2.869238050295907e-06
Position 476: 2.172705586589148e-06
Position 431: 1.2963047333396324e-06
Position 382: 1.0450021658792563e-06
Position 390: 9.446797012998814e-07
Position 257: 2.858018294764439e-07
Position 260: 2.0236933347681602e-07
Position 1037: 1.4964718388771156e-07
Position 652: 2.3446088401308933e-08
Position 735: 1.8779758866143025e-08
Position 719: 1.2801187365145168e-08
Position 254: 1.1365961562568878e-08
Position 25: 1.042741258285006e-08
Position 1178: 5.577567066274989e-09
Position 1072: 1.130332302084093e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 695: 0.892187791556309
Position 1291: 0.797505451706457
Position 216: 0.7462256714582114
Position 295: 0.10001722107231184
Position 205: 0.08308788202932173
Position 967: 0.046677770739841945
Position 221: 0.028780558907389363
Position 1061: 0.02615823825781342
Position 254: 0.019156966182196835
Position 1362: 0.016090110424947242
Position 1083: 0.009404432246548132
Position 615: 0.006984192257925706
Position 1407: 0.00562464723324272
Position 1017: 0.004867311659408852
Position 1110: 0.0048635377681421005
Position 713: 0.0033063437575585283
Position 891: 0.0015626306886582348
Position 608: 0.0014676748382163908
Position 342: 0.0014534134265118486
Position 735: 0.001290791938086938
Position 571: 0.0012411228861134852
Position 462: 0.001052513975264676
Position 952: 0.0009765316243757677
Position 1599: 0.0008671533007167645
Position 301: 0.000831396884878229
Position 1235: 0.0006969331518003888
Position 848: 0.0006465019447570113
Position 912: 0.000634399709058065
Position 486: 0.0006235951195939544
Position 1315: 0.0005631570706456231
Position 447: 0.0005521971344955749
Position 476: 0.0005475649690407859
Position 806: 0.0004859629792191182
Position 1333: 0.00038411582722780647
Position 746: 0.00035793879597216624
Position 1298: 0.0003168869307777057
Position 1551: 0.00023430779452471406
Position 431: 0.0002224712479125888
Position 973: 0.00018511992096576348
Position 1531: 0.0001715426896595248
Position 633: 9.857113970575974e-05
Position 970: 8.007718364775221e-05
Position 789: 7.295211442267189e-05
Position 705: 7.189170759564569e-05
Position 1025: 5.679895563347542e-05
Position 1030: 5.572543558728194e-05
Position 1117: 5.50872623072904e-05
Position 1387: 5.348766244858657e-05
Position 1335: 5.031710604349485e-05
Position 624: 4.4852112830769796e-05
Position 519: 4.472994395244366e-05
Position 1195: 4.2827263938570166e-05
Position 311: 3.790263597018243e-05
Position 511: 2.8922671082972082e-05
Position 1445: 2.7932617144324633e-05
Position 1611: 2.731884962687484e-05
Position 400: 1.831164578555829e-05
Position 1450: 1.5642193835046786e-05
Position 308: 9.55983541286252e-06
Position 396: 8.374656845597939e-06
Position 531: 6.2607348268245425e-06
Position 373: 4.241407819737494e-06
Position 422: 3.824803037817296e-06
Position 315: 1.959436688179262e-06
Position 364: 9.905384207050771e-07
Position 612: 9.097486544574137e-07
Position 495: 4.721370551923311e-07
Position 414: 2.0079949209572282e-08
Position 379: 1.243968148784951e-09
Position 492: 1.0256728343169001e-09
Position 96: 7.701082678437829e-10
Position 73: 4.136499633931784e-10
Position 157: 2.342160812863622e-10
Position 161: 2.0342874371300716e-11
Position 354: 2.1790180198072075e-13
Position 123: 6.605585856505934e-15
