Gene = pbl
index = 1834
Annotated 5SS: [  533  4833  9815  9996 10340 11875 13232 13652 14657 14833 15043]
Annotated 3SS: [ 4615  9678  9888 10089 10500 13099 13300 13714 14721 14892 15101]
SMsplice 5SS: [  533  4833  9815  9996 10340 13232 13652 14657 14833 15043 15514]
SMsplice 3SS: [ 4615  9678  9888 10089 13099 13300 13714 14721 14892 15101 15593]
top_k =  500
Partition function (log Z): 42.927059039114134

Sorted 5' Splice Sites (High to Low Probability):
Position 14833: 0.9999083780998191
Position 14657: 0.9991726289135962
Position 13232: 0.9986623725990279
Position 9815: 0.9952993492166355
Position 13652: 0.9941752585588638
Position 10340: 0.9886751387076742
Position 4833: 0.9823015025858353
Position 15043: 0.9238253198995936
Position 9996: 0.8395974413035066
Position 1561: 0.7714660727634827
Position 2399: 0.657787865020493
Position 15514: 0.6265357502466105
Position 533: 0.497863568902165
Position 13428: 0.47589162784701877
Position 1955: 0.4455794536449808
Position 2794: 0.3587767561233287
Position 1845: 0.35837514296880685
Position 8759: 0.2942612355027185
Position 3707: 0.21660857061299266
Position 10031: 0.1561808674745785
Position 13410: 0.09477648574885889
Position 10888: 0.08429565519514122
Position 11803: 0.08166778679475607
Position 11875: 0.06412959566595662
Position 9406: 0.0547589655578057
Position 10928: 0.05145759076164348
Position 9587: 0.03924651469149757
Position 4244: 0.0359866505037814
Position 231: 0.03523659572299106
Position 11315: 0.03507161793457652
Position 15534: 0.03468187484502841
Position 10879: 0.034422699706037806
Position 235: 0.03359819601502348
Position 1102: 0.03315320704891127
Position 237: 0.03274940384393078
Position 233: 0.032210056188384184
Position 1849: 0.027865011488119835
Position 14491: 0.02773618499983872
Position 5251: 0.02677828474321865
Position 13817: 0.026047936040983984
Position 247: 0.025292128099026683
Position 625: 0.021355440736522697
Position 15692: 0.019718275871264585
Position 11483: 0.01961870217439379
Position 1074: 0.017732673851086077
Position 7953: 0.01740895242804145
Position 618: 0.015405320418487174
Position 12686: 0.014761463291971536
Position 8549: 0.01338967769522029
Position 2777: 0.012765018557828961
Position 15367: 0.012359310761749773
Position 11148: 0.011617496415960006
Position 10906: 0.011454002956826349
Position 15423: 0.011120585039307709
Position 1988: 0.010351766237581397
Position 4012: 0.010328851917671581
Position 10943: 0.009160335273748633
Position 1044: 0.009128203338030529
Position 14282: 0.008429735833781088
Position 2898: 0.007822530710823448
Position 5238: 0.007555480908820384
Position 3411: 0.007343760415777869
Position 362: 0.007325689661457528
Position 2775: 0.007064191779275251
Position 12368: 0.006531166005039775
Position 941: 0.006274956222244959
Position 1294: 0.006119280413711893
Position 1965: 0.005841867808130173
Position 173: 0.005834441461799458
Position 15047: 0.005426691545640177
Position 2826: 0.005076790829958315
Position 15216: 0.0049684873513254225
Position 2959: 0.004775780118898336
Position 10388: 0.004747415566235548
Position 15266: 0.004576841421547758
Position 15171: 0.004512062681671896
Position 1272: 0.004406216838883699
Position 9836: 0.004193279068691827
Position 400: 0.004017638163250457
Position 15430: 0.0038274733263322022
Position 434: 0.0034751332654017054
Position 11311: 0.0031275007226533483
Position 935: 0.003107575753546171
Position 13656: 0.0030256579324746636
Position 15186: 0.0023977694697772394
Position 715: 0.002373290742303795
Position 15264: 0.0022133261251626323
Position 1422: 0.002150193919694511
Position 15435: 0.0019851509539069974
Position 1135: 0.001947128530671217
Position 448: 0.0018763234031513873
Position 8799: 0.0018591054466261326
Position 932: 0.0016659307507908394
Position 15256: 0.0016433409561965244
Position 74: 0.0015931663129222457
Position 1427: 0.001562108873245716
Position 9990: 0.0015391918375626961
Position 404: 0.0015285831703637158
Position 725: 0.001506002967323122
Position 15548: 0.0013933837624165262
