Gene = vtd
index = 1932
Annotated 5SS: [  345   712  3718 10050 10359 11171 19647]
Annotated 3SS: [  420  3593  9869 10102 10419 19484 21284]
SMsplice 5SS: [  345   712  3718 10050 10359 11171 19647 20557]
SMsplice 3SS: [  420  3593  9869 10102 10419 19484 20442 20613]
top_k =  500
Partition function (log Z): 3.6508191472438294

Sorted 5' Splice Sites (High to Low Probability):
Position 10359: 0.9997830939855161
Position 712: 0.9913249075969108
Position 345: 0.9866659629118455
Position 10050: 0.9852226628088006
Position 3718: 0.974865517952676
Position 19647: 0.8910315938957708
Position 11171: 0.8562782270301186
Position 19922: 0.27827227386684733
Position 20557: 0.18448298209647565
Position 5002: 0.13428234176569356
Position 8202: 0.11929030802763402
Position 12130: 0.11295888502577948
Position 16279: 0.09968709881562618
Position 10647: 0.07517930721288582
Position 10503: 0.06928264568551525
Position 13324: 0.05151155687462547
Position 4617: 0.04269677188736893
Position 19981: 0.03284772436153767
Position 19950: 0.031179774786206226
Position 4134: 0.030321647739639135
Position 8966: 0.02818821728608504
Position 12735: 0.02693153417820246
Position 8229: 0.0241418048095587
Position 7708: 0.023439889702612043
Position 11777: 0.022037872473342338
Position 4570: 0.020550637901793622
Position 19927: 0.019264103646802026
Position 4420: 0.01476394232441541
Position 4488: 0.014737344200459827
Position 4894: 0.012041935280373265
Position 5694: 0.01122960897366958
Position 12162: 0.005773494063183394
Position 611: 0.005380003144821362
Position 6925: 0.005364690861669071
Position 5223: 0.005361863253331994
Position 11072: 0.005272950836161548
Position 367: 0.005019349462117348
Position 231: 0.004305260719402904
Position 12589: 0.00428222977705173
Position 4990: 0.0036823022513284673
Position 8256: 0.00362956703421513
Position 8932: 0.002947445377859887
Position 4751: 0.002866609604066302
Position 19575: 0.0027383964994904257
Position 11076: 0.0026616056790515702
Position 10754: 0.002580602872782588
Position 874: 0.0025705555694003576
Position 4782: 0.0019517526855550192
Position 3201: 0.0018279160436706354
Position 1401: 0.001787253467126877
Position 10022: 0.0014814801934364386
Position 4436: 0.0011265771820770352
Position 11846: 0.0009394746887747433
Position 13664: 0.0008337645871931528
Position 13485: 0.0007400089417068828
Position 4148: 0.000674369051126898
Position 36: 0.0006672044410869043
Position 647: 0.0006664808035344101
Position 716: 0.0005929426522515471
Position 11996: 0.0005848281824732383
Position 13670: 0.0005323524120831033
Position 2214: 0.0004932725557746511
Position 7140: 0.0004838364788681959
Position 499: 0.00044193835827412473
Position 302: 0.0004231708484724837
Position 180: 0.0003151256449585752
Position 3722: 0.0003011167974394493
Position 10638: 0.0002905956427192025
