Gene = FRG1
index = 1161
Annotated 5SS: [130 365 628 887]
Annotated 3SS: [181 428 686 978]
SMsplice 5SS: [130 365 628 887]
SMsplice 3SS: [181 428 686 978]
top_k =  500
Partition function (log Z): 6.5792362647916836

Sorted 5' Splice Sites (High to Low Probability):
Position 628: 0.9986586845182248
Position 887: 0.9599364421402105
Position 130: 0.9463421111587969
Position 365: 0.945506896277497
Position 774: 0.025473544428601058
Position 310: 0.007320886824822985
Position 134: 0.005998459043016677
Position 371: 0.00596596802958793
Position 274: 0.005157917033676259
Position 928: 0.004768628390001361
Position 14: 0.00293883618061272
Position 891: 0.0015048513219620523
Position 107: 0.001503462931038188
Position 278: 0.0011302796639593294
Position 326: 0.0004150433304337208
Position 30: 0.0003838084943924632
Position 240: 0.00032256773727084285
Position 870: 0.0002108160802485086
Position 517: 0.00018167617979949474
Position 1114: 0.000174480516828741
Position 619: 0.00010610742634682994
Position 1095: 9.884462472245103e-05
Position 632: 7.481577970124975e-05
Position 885: 6.076084428014482e-05
Position 73: 5.12770914826946e-05
Position 778: 4.448215127690574e-05
Position 793: 4.203695236074248e-05
Position 805: 3.8507732953614125e-05
Position 25: 3.549219250420166e-05
Position 340: 3.19662536054437e-05
Position 609: 3.1267248865052905e-05
Position 798: 2.3460087028013162e-05
Position 27: 2.343304034604037e-05
Position 392: 2.1156250032306446e-05
Position 18: 2.0194485018456807e-05
Position 677: 1.918285978950293e-05
Position 5: 1.590560130530734e-05
Position 317: 1.1226557157970751e-05
Position 315: 1.1213630799136006e-05
Position 65: 7.741981162491332e-06
Position 822: 3.78715331896594e-06
Position 592: 2.1232025603698898e-06
Position 825: 1.952017844286703e-06
Position 178: 1.668188741998118e-06
Position 243: 1.0181161412468786e-06
Position 261: 8.003340874170662e-07
Position 940: 4.974761569118447e-07
Position 651: 2.5698239876360023e-07
Position 543: 2.2767864511328843e-07
Position 246: 1.616781622347509e-07
Position 1031: 1.4132179652858636e-07
Position 528: 9.669541971333882e-08
Position 994: 6.04345446149028e-08
Position 522: 6.217639287195128e-10
Position 571: 2.1715677071475264e-10
Position 756: 4.950211135928e-12
Position 410: 8.363767355552078e-13
Position 728: 2.472727007480756e-16

Sorted 3' Splice Sites (High to Low Probability):
Position 978: 0.9866974114211406
Position 428: 0.9652080434703113
Position 181: 0.9512327525354655
Position 686: 0.9418384820850095
Position 744: 0.0519105531404319
Position 1000: 0.00698508149913021
Position 77: 0.002475692340556802
Position 994: 0.0019888536728939325
Position 233: 0.001394823209209344
Position 516: 0.0007853444020264963
Position 185: 0.0007234623901820382
Position 200: 0.0005207895965287312
Position 773: 0.0003690618629083345
Position 845: 0.0003140877591475684
Position 817: 0.0003026463982998824
Position 1161: 0.00028591627660772223
Position 798: 0.0001902967999103604
Position 187: 0.00018205854834236695
Position 203: 0.00017501548941830202
Position 561: 0.00011843575697945903
Position 239: 0.00011616749316337114
Position 520: 0.00011464190240377143
Position 916: 0.00010223039323462833
Position 1048: 6.743082573744374e-05
Position 1037: 6.429400674869204e-05
Position 839: 6.315911631579553e-05
Position 337: 6.090973886838726e-05
Position 1089: 5.8565914044895e-05
Position 209: 5.185640318199891e-05
Position 472: 4.984762818288424e-05
Position 1006: 4.4261580333556284e-05
Position 770: 3.85530453139688e-05
Position 1009: 2.046968501340546e-05
Position 528: 1.724807535806502e-05
Position 371: 1.6225263442628814e-05
Position 155: 1.1011958157994439e-05
Position 1024: 1.0974994010216208e-05
Position 324: 8.405328755991773e-06
Position 788: 7.914440194417242e-06
Position 379: 7.5666656690532926e-06
Position 100: 7.0762309337121095e-06
Position 116: 5.626577695698307e-06
Position 782: 5.5437290425433505e-06
Position 589: 4.45279298603421e-06
Position 592: 3.861997035580703e-06
Position 543: 3.4917484709836045e-06
Position 849: 2.059300619692466e-06
Position 315: 1.9564963217118265e-06
Position 927: 1.841073403825864e-06
Position 483: 1.6711313121782607e-06
Position 285: 1.4871857526196375e-06
Position 1095: 1.062913321641357e-06
Position 350: 1.0456320199506522e-06
Position 246: 8.394269696850224e-07
Position 445: 7.83148809352089e-07
Position 854: 5.65090044083099e-07
Position 266: 5.525645937758935e-07
Position 1138: 5.267381944123626e-07
Position 1045: 4.222678247913224e-07
Position 1123: 4.1117279781832295e-07
Position 243: 2.8582099624935693e-07
Position 1060: 2.7073866255887114e-07
Position 215: 2.3741895190740006e-07
Position 896: 2.216572440225139e-07
Position 870: 1.2392721492912063e-07
Position 1055: 6.749556532180367e-08
Position 878: 5.617854612779042e-08
Position 294: 4.8735069131331504e-08
Position 130: 3.3739202864759474e-08
Position 609: 2.8600935788736753e-08
Position 290: 1.2145809743254947e-08
Position 875: 1.0647228259012831e-08
Position 340: 7.720509444949239e-09
Position 121: 3.5563910441263724e-11
Position 632: 3.96154876301976e-12
