Gene = ckd
index = 1649
Annotated 5SS: [  68 8837 9410 9670]
Annotated 3SS: [8524 9242 9546 9730]
SMsplice 5SS: [ 778 8837 9410 9670]
SMsplice 3SS: [8524 9242 9546 9730]
top_k =  500
Partition function (log Z): -1.8963512322131106

Sorted 5' Splice Sites (High to Low Probability):
Position 9670: 0.9988882912623013
Position 9410: 0.9603531451956625
Position 8837: 0.39981359218067614
Position 778: 0.38941825154216364
Position 68: 0.22051879935425137
Position 9138: 0.16753645312549154
Position 121: 0.15948400571121488
Position 397: 0.15701554201484708
Position 8729: 0.09289762141802449
Position 9128: 0.06244269639980486
Position 393: 0.03621652424806791
Position 8137: 0.029906831424137113
Position 391: 0.02967375397396916
Position 1152: 0.0223552398611276
Position 1910: 0.016738809264746093
Position 976: 0.014721214430412723
Position 9828: 0.0141600930691826
Position 8909: 0.012241649358089614
Position 1923: 0.010074389615550374
Position 1111: 0.004549871631410282
Position 6671: 0.0037131129923272488
Position 9426: 0.0025842786807832073
Position 306: 0.0023002092944926136
Position 9891: 0.0016961938318442178
Position 8176: 0.001689234461463983
Position 1158: 0.0015197571544453279
Position 9869: 0.000896522691156365
Position 1374: 0.0006971327660644504
Position 9935: 0.000572832180016778
Position 1684: 0.00047735143825738247
Position 9885: 0.00043992135135949463
Position 262: 0.0002555077713829709
Position 9674: 0.00015018940100217714
Position 3079: 0.00011038757888023801
Position 251: 7.409140040956849e-05
Position 9923: 6.894004624042192e-05
Position 244: 5.8298858668120524e-05
Position 403: 5.522840430437169e-05
Position 10004: 5.0225975847502754e-05
Position 249: 4.995167803774573e-05
Position 10017: 4.3770130220306234e-05
Position 9925: 4.272364044930682e-05
Position 10012: 3.773367638906072e-05
Position 555: 3.624745830703672e-05
Position 395: 3.571988844336726e-05
Position 826: 3.308438957842623e-05
Position 9832: 3.0129296691318837e-05
Position 9621: 2.7192902473569186e-05
Position 9632: 2.4703689304820448e-05
Position 794: 2.2367382433709742e-05
Position 1062: 2.2205586827440003e-05
Position 10166: 1.9614809668638246e-05
Position 9830: 1.9491416486704147e-05
Position 1067: 1.8019130975236575e-05
Position 828: 1.639340225370243e-05
Position 273: 1.595351400770221e-05
Position 518: 1.4335059635220713e-05
Position 401: 1.3762450225195788e-05
Position 1656: 1.146994025249476e-05
Position 3: 1.0088163042361361e-05
Position 9736: 7.3012716510198465e-06
Position 583: 6.961362489731284e-06
Position 10020: 6.58230566961212e-06
Position 1213: 5.978799805564838e-06
Position 668: 5.3786320107626764e-06
Position 173: 4.0943358920596795e-06
Position 1360: 3.5246862279112254e-06
Position 25: 2.6035522925024643e-06
Position 1497: 2.1653517436011986e-06
Position 530: 1.6171140421229158e-06
Position 9994: 1.5374796381785922e-06
Position 491: 1.482271355057487e-06
Position 33: 8.174832871295941e-07
Position 336: 7.228410119926533e-07
Position 541: 6.60004426790036e-07
Position 1119: 6.331805708262106e-07
Position 10067: 4.962508751282895e-07
Position 282: 4.638260681985888e-07
Position 215: 3.0232390542670264e-07
Position 2693: 2.930161876465713e-07
Position 671: 2.454080466996768e-07
Position 162: 1.4199599542941103e-07
Position 678: 1.0713983166210112e-07
Position 686: 4.705914592196579e-16

Sorted 3' Splice Sites (High to Low Probability):
Position 9730: 0.9826876357171119
Position 9546: 0.9483036959053045
Position 9242: 0.9317461659537201
Position 8524: 0.5134679496723867
Position 8541: 0.20076254638448715
Position 9452: 0.030857616174004208
Position 7930: 0.030748829393443713
Position 173: 0.029135963004030933
Position 8872: 0.021154187029987212
Position 1735: 0.02041750481272849
Position 10020: 0.0197179420694096
Position 8588: 0.014134786112571799
Position 9767: 0.012779441633986918
Position 8484: 0.009906129523545852
Position 9506: 0.008883702292417701
Position 8836: 0.00727129173412489
Position 8943: 0.007098659826370894
Position 325: 0.005496640013979542
Position 7957: 0.0034379017368305394
Position 6108: 0.00339701611057327
Position 1433: 0.0028586469824384963
Position 1462: 0.0024658553200452857
Position 539: 0.0014875420810730932
Position 641: 0.0011118040990927968
Position 9209: 0.0010579114525716088
Position 10074: 0.0009429985008944696
Position 499: 0.00078906877526392
Position 600: 0.0006719906837593434
Position 1655: 0.0005719259571032964
Position 725: 0.0005084418759422376
Position 524: 0.00044909618637368033
Position 9923: 0.00032203076232362665
Position 6360: 0.00031617950844107904
Position 9901: 0.00031541872873122823
Position 8801: 0.00027857627165200677
Position 1818: 0.0002589505416472301
Position 9970: 0.0001818807265499606
Position 10087: 0.00015965178015313314
Position 9514: 0.000142302110828079
Position 1183: 0.00010535876186656288
Position 10213: 9.503141221186473e-05
Position 678: 8.751527855575036e-05
Position 9567: 7.723426118438299e-05
Position 2820: 7.436210453099137e-05
Position 555: 4.424362185905201e-05
Position 1253: 3.999399324033044e-05
Position 530: 3.9582846455280815e-05
Position 1603: 3.767597589431406e-05
Position 9935: 3.258174030272945e-05
Position 9618: 2.9435970233946284e-05
Position 9776: 2.767672195347334e-05
Position 9842: 1.2366512141155476e-05
Position 9661: 9.375843957511258e-06
Position 9994: 6.939874417693017e-06
Position 4969: 6.894332204765006e-09
Position 3142: 3.303252290020002e-10
Position 1537: 4.820776879650817e-12
Position 919: 1.991077981678426e-12
Position 1304: 6.380457012985087e-13
Position 1074: 5.216029928483095e-13
Position 1348: 5.171661698889276e-13
Position 604: 1.5273703446516424e-13
Position 505: 1.4979275559187767e-13
Position 647: 1.3945282867475456e-13
Position 244: 1.0941499198374678e-13
Position 759: 9.217454251256802e-14
Position 664: 8.333113369468124e-14
Position 686: 7.264781371612849e-14
Position 126: 6.064559709145127e-14
Position 668: 5.050724119056453e-14
Position 753: 4.306841174515933e-14
Position 262: 2.0716792272066257e-15
