Gene = Mul1
index = 1293
Annotated 5SS: [ 183  831 1097]
Annotated 3SS: [ 246  888 1363]
SMsplice 5SS: [ 183  831 1097]
SMsplice 3SS: [ 246  888 1363]
top_k =  500
Partition function (log Z): 2.765760631286505

Sorted 5' Splice Sites (High to Low Probability):
Position 183: 0.9797820208308572
Position 831: 0.9502196520778649
Position 1097: 0.9486818386017855
Position 385: 0.04266410615333123
Position 1073: 0.027843768214527793
Position 1310: 0.017629949247942048
Position 1557: 0.014647855020978436
Position 1523: 0.010633804954042352
Position 838: 0.006740205073345015
Position 1515: 0.004963751662674738
Position 835: 0.004688358308122528
Position 804: 0.004195939620516369
Position 1070: 0.003012872229938508
Position 427: 0.002724170075784083
Position 325: 0.002179067630934452
Position 174: 0.0018699283160012166
Position 1305: 0.0017794824464803603
Position 1521: 0.0009863279199682177
Position 146: 0.0007164649151658698
Position 1902: 0.0006413377385695437
Position 1263: 0.0006169918828065557
Position 187: 0.0005910767337131974
Position 1935: 0.0005872180860262399
Position 574: 0.00048468175309640576
Position 1075: 0.00028716765805200526
Position 1156: 0.00023007025992921308
Position 1183: 0.00022505374988702304
Position 673: 0.00016570320620119816
Position 1446: 0.00016520091683251643
Position 468: 0.00015426507861360402
Position 524: 0.00014033701955395653
Position 1775: 0.00012501652248395623
Position 1921: 0.00011023040982355306
Position 1543: 0.00010155213752428782
Position 1436: 8.725730342830841e-05
Position 640: 6.943798015170083e-05
Position 1268: 6.584076391771139e-05
Position 707: 6.497556029505058e-05
Position 1585: 5.565320103838117e-05
Position 406: 4.772886459296393e-05
Position 1939: 4.27075453717643e-05
Position 1315: 4.2460758162306146e-05
Position 571: 4.167004542081403e-05
Position 509: 3.215121071522651e-05
Position 504: 3.0163020830018326e-05
Position 383: 2.915403120544232e-05
Position 340: 2.79170337828063e-05
Position 28: 2.7162646019655812e-05
Position 1038: 2.387664182865974e-05
Position 1035: 2.310839905253387e-05
Position 1790: 2.2721857790624286e-05
Position 1388: 2.2387895062439484e-05
Position 786: 2.2352970187183577e-05
Position 626: 2.1987951508588705e-05
Position 1443: 2.1259561281801965e-05
