Gene = Cpsf6
index = 1106
Annotated 5SS: [ 431 1546 2492 3219 3729 3856]
Annotated 3SS: [ 825 2350 2751 3428 3786 4275]
SMsplice 5SS: [ 431 1111 3219 3729 3856 4477]
SMsplice 3SS: [ 825 2751 3428 3786 4275 4767]
top_k =  500
Partition function (log Z): 18.718892524799077

Sorted 5' Splice Sites (High to Low Probability):
Position 3729: 0.9992091250765608
Position 3219: 0.9969879639456091
Position 4477: 0.9676218493345826
Position 431: 0.9629052765328768
Position 3856: 0.9305979676245274
Position 2492: 0.581741223831429
Position 1111: 0.429150401956936
Position 1510: 0.3434890072256849
Position 1546: 0.2794862246776069
Position 1874: 0.026666050994378
Position 4070: 0.023136557102059595
Position 1697: 0.020467742022796404
Position 3514: 0.017472096032883522
Position 1157: 0.0140125656344888
Position 291: 0.013421525920644016
Position 568: 0.01272402240465106
Position 3083: 0.01238264082962966
Position 83: 0.012092624344921307
Position 473: 0.011483322781940145
Position 1129: 0.010022794596670185
Position 4084: 0.009132730161816514
Position 1839: 0.008274192752332616
Position 4200: 0.00810297977156028
Position 2433: 0.0076833237084963394
Position 1007: 0.007488989002753939
Position 3904: 0.0073864330934085105
Position 2873: 0.007218560204839199
Position 1585: 0.006907812279950135
Position 2523: 0.005236626160495093
Position 2843: 0.003907277246211687
Position 621: 0.00335995418121906
Position 254: 0.003350741112986294
Position 2332: 0.0032476709081511
Position 4582: 0.002300092049883869
Position 3231: 0.00205103160232074
Position 2101: 0.002039230014962815
Position 484: 0.0016419170210067652
Position 1593: 0.00140191688306209
Position 988: 0.0013094092115919903
Position 4521: 0.0011511004240503731
Position 563: 0.0011333110474906409
Position 1501: 0.0011002053971982165
Position 3864: 0.0010099291457755974
Position 235: 0.0008777819545337923
Position 64: 0.0008400752730575662
Position 1134: 0.0008152478483168432
Position 3104: 0.0008064657828327098
Position 4511: 0.000803093536684136
Position 556: 0.0007580322383310363
Position 1995: 0.0007432164463891624
Position 522: 0.0006021267095475461
Position 714: 0.0005936182128986273
Position 4446: 0.0005891841100899114
Position 2460: 0.0005727862931403176
Position 469: 0.0005696171053778587
Position 1048: 0.0005485931793501289
Position 703: 0.0005445511767416315
Position 1780: 0.00045035073962916024
Position 4369: 0.0004230452015507558
Position 664: 0.0003897397128314447
Position 4053: 0.0003749675751976855
Position 4147: 0.0003397524350119366
Position 1004: 0.00032747021459265306
Position 4016: 0.0002834438033250736
Position 3707: 0.00027264383819954367
Position 1115: 0.0002679443286483797
Position 1421: 0.0002646358185746994
Position 728: 0.0002558757288606951
Position 1065: 0.00024957314610998626
Position 1597: 0.00022379351211370817
Position 974: 0.00022045928891855032
Position 573: 0.00020707366494742191
Position 3606: 0.00020632053420378233
Position 4643: 0.00018764926258240294
Position 283: 0.00017730754260187495
Position 3452: 0.00014541126808415592
Position 896: 0.0001444632784956902
Position 3967: 0.0001378643567873855
Position 3991: 0.00013586144112179437
Position 4001: 0.00012020041847400634
Position 4011: 0.0001161422294397258
Position 1370: 0.00011174043259468567
Position 90: 0.00010568844564736353
Position 1730: 0.00010566187952782617
Position 1266: 0.0001026320675906209
Position 76: 9.832358931121933e-05
Position 489: 9.481963670999109e-05
Position 289: 9.397635089356772e-05
Position 4948: 8.781400733933287e-05
Position 4003: 6.872362758724774e-05
Position 1177: 5.953371428459791e-05
Position 1476: 5.8423305665286315e-05
Position 654: 5.591297002229178e-05
Position 1613: 5.329406392923149e-05
Position 3925: 5.128696183224436e-05
Position 477: 4.849724303059729e-05
Position 4386: 4.536606279789973e-05
Position 316: 4.502071779218863e-05
Position 327: 3.5009562624239315e-05
Position 990: 3.3964705059078675e-05
Position 388: 3.1971486335202256e-05
Position 295: 3.102217223614747e-05
Position 3175: 2.439000906778213e-05
Position 3666: 2.4209573534806143e-05
Position 4519: 2.2401532565928553e-05
Position 191: 2.2311346705896425e-05
Position 4487: 2.1397436662339014e-05
Position 281: 2.0207762033086722e-05
Position 3713: 1.82469000623713e-05
Position 3257: 1.655585050817364e-05
Position 3196: 1.6158551255189147e-05
Position 3507: 1.4507309838237917e-05
