Gene = mRpS31
index = 1780
Annotated 5SS: [135 655]
Annotated 3SS: [198 720]
SMsplice 5SS: [135 655]
SMsplice 3SS: [198 720]
top_k =  500
Partition function (log Z): -1.1214814197827998

Sorted 5' Splice Sites (High to Low Probability):
Position 655: 0.9852635700736254
Position 135: 0.9515691365230338
Position 659: 0.008009471299628564
Position 1344: 0.00618691849440782
Position 927: 0.0025553285242304537
Position 633: 0.002188768209628553
Position 790: 0.0020298375536236396
Position 10: 0.0009915286153662005
Position 106: 0.00045869879827894577
Position 57: 0.0004434075143408472
Position 907: 0.0004415163330454105
Position 33: 0.000406035186875963
Position 69: 0.00037899158535820566
Position 990: 0.00032067638401709513
Position 510: 0.00028093060962728245
Position 1073: 9.95119975137174e-05
Position 411: 5.924538013111541e-05
Position 355: 4.0338348533726544e-05
Position 794: 3.588127963690528e-05
Position 657: 3.316258310907804e-05
Position 99: 3.286088520998786e-05
Position 36: 3.0484536320266702e-05
Position 113: 2.878561498439467e-05
Position 899: 2.8161776943115428e-05
Position 198: 2.171792748954807e-05
Position 146: 2.1340051333470415e-05
Position 770: 1.398396566442588e-05
Position 467: 1.0226313711968083e-05
Position 535: 9.242582368207503e-06
Position 922: 7.885655313217644e-06
Position 211: 7.841887538139122e-06
Position 853: 5.986918231958063e-06
Position 227: 4.706375049295349e-06
Position 1359: 4.2283770990689935e-06
Position 1173: 1.2411001762977898e-06
Position 175: 1.1607961481119968e-06
Position 236: 8.925488981120949e-07
Position 1049: 8.28433880092768e-07
Position 614: 7.938997452579412e-07
Position 1276: 7.437280901235963e-07
Position 1217: 5.302332941325925e-07
Position 1124: 4.90704614032347e-07
Position 1281: 3.339256532337587e-07
Position 897: 3.2230629433936167e-07
Position 323: 2.73020590655515e-07
Position 1225: 1.447301101932541e-07
Position 1005: 1.0617272909228776e-07
Position 1171: 6.49879554976717e-08
Position 405: 5.462752160219721e-08
Position 256: 1.0043090145828034e-08
Position 1211: 2.678841095538245e-09
Position 574: 1.2524763749628812e-09
Position 753: 1.4608947797166845e-10
Position 750: 1.450347688719886e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 720: 0.9899097206167152
Position 198: 0.8660040697344308
Position 256: 0.08731100530128368
Position 1403: 0.006415848901950627
Position 742: 0.00453141681488684
Position 985: 0.0035230138963758336
Position 937: 0.0009859095347743425
Position 69: 0.0008508666014700266
Position 760: 0.0006188451637552606
Position 1294: 0.0003128391294328978
Position 757: 0.00029964061046523636
Position 1102: 0.0002762520021389813
Position 587: 0.00013823400029169483
Position 1252: 0.00012183677591580795
Position 897: 0.00011502577478854165
Position 946: 8.577359836558444e-05
Position 423: 5.644556260842871e-05
Position 168: 5.4127633566601884e-05
Position 298: 5.2981250549360874e-05
Position 1179: 4.3903372037961625e-05
Position 570: 4.0208923360731556e-05
Position 370: 3.9259200325730686e-05
Position 816: 3.751197508617077e-05
Position 584: 3.242478870584967e-05
Position 859: 2.6384474605784533e-05
Position 1231: 2.27669073616372e-05
Position 1072: 2.2043718146541636e-05
Position 484: 1.5457283828161503e-05
Position 1042: 1.4332590359591747e-05
Position 850: 1.083380870882967e-05
Position 526: 8.072536045054105e-06
Position 310: 7.439914393782152e-06
Position 1069: 4.4117118121950206e-06
Position 1258: 4.391795294994016e-06
Position 510: 4.206665905744583e-06
Position 84: 3.439096919744346e-06
Position 495: 3.3408876236904472e-06
Position 313: 3.043789112487258e-06
Position 766: 2.663968000544816e-06
Position 307: 2.5878290085658983e-06
Position 529: 2.1440219605396724e-06
Position 120: 2.018772232517752e-06
Position 1005: 1.9970162276259825e-06
Position 1165: 1.8070449343175871e-06
Position 113: 1.419070465305149e-06
Position 382: 1.2244332800213568e-06
Position 1255: 1.0824613596035778e-06
Position 861: 9.566666439979561e-07
Position 138: 7.017690558387713e-07
Position 1261: 6.130600713009927e-07
Position 514: 3.387498132280546e-07
Position 769: 3.3064189698320805e-07
Position 1207: 3.1293146237396345e-07
Position 829: 2.8267264114784423e-07
Position 640: 1.271760207114455e-07
Position 1326: 1.1281589449614811e-07
Position 340: 8.112036156539019e-08
Position 463: 7.877677627069705e-08
Position 316: 6.732027979203548e-08
Position 604: 4.950904625991567e-08
Position 427: 3.3670810439928766e-08
Position 448: 2.1613846423259162e-08
Position 523: 1.9741352418099418e-08
Position 122: 4.311700415904025e-09
Position 778: 3.4269783385983317e-12
