Gene = Herp
index = 1209
Annotated 5SS: [ 750 1896 2662]
Annotated 3SS: [1434 2325 2731]
SMsplice 5SS: [ 750 1896 2662]
SMsplice 3SS: [1434 2325 2731]
top_k =  500
Partition function (log Z): -0.645648730310776

Sorted 5' Splice Sites (High to Low Probability):
Position 1896: 0.98565420028927
Position 2662: 0.9606993206918728
Position 750: 0.6621952976702368
Position 1023: 0.35291045593010956
Position 1326: 0.30534063698834035
Position 226: 0.17446012719155438
Position 2465: 0.08703771865154054
Position 790: 0.061420700627469724
Position 2253: 0.05172708285135645
Position 1552: 0.04770964702380196
Position 3140: 0.04548950285478655
Position 867: 0.04426898750910015
Position 1375: 0.04102338181726473
Position 1031: 0.018809822804928333
Position 2070: 0.01740706141224489
Position 662: 0.012820846355593638
Position 2054: 0.008953782600568557
Position 2666: 0.00851463738724999
Position 762: 0.008455775501512393
Position 426: 0.007506507360647055
Position 1084: 0.006037781888039218
Position 244: 0.00597540389543667
Position 2423: 0.004754980447188921
Position 1092: 0.0041362130148739846
Position 2649: 0.004062379235669778
Position 24: 0.0038591437749580003
Position 1307: 0.0025237998977661914
Position 784: 0.0018963261698425288
Position 1191: 0.0017706106456972092
Position 2935: 0.0014759652165897631
Position 1733: 0.0013423311833321567
Position 1353: 0.001259584119116635
Position 1501: 0.0011650123648847797
Position 1017: 0.0008504303567169188
Position 754: 0.0007812875422711638
Position 829: 0.0007608704878160895
Position 989: 0.0007481247328761926
Position 277: 0.0007251397755104344
Position 1075: 0.0006823548247188038
Position 3230: 0.0006517084155151059
Position 3144: 0.0004984802714206075
Position 444: 0.00044680204167670164
Position 268: 0.00042709880456647285
Position 2232: 0.0004210443159034014
Position 871: 0.00036080241614746406
Position 419: 0.0003313462913291966
Position 69: 0.0003039452347079243
Position 702: 0.0002715484439872169
Position 3238: 0.00025709449120315923
Position 67: 0.0002399467505526381
Position 102: 0.0002006977865655592
Position 2340: 0.00018339237591454526
Position 1724: 0.00015493653113704363
Position 3159: 0.00014181563814401056
Position 1900: 0.00013962681042686083
Position 912: 0.000128903795614246
Position 331: 0.00011867723368745901
Position 3161: 0.00011422485923108069
Position 766: 0.00010137691326739183
Position 1250: 9.297426014456421e-05
Position 1872: 7.587639808081995e-05
Position 970: 6.65656023115618e-05
Position 2103: 6.639663946486342e-05
Position 1636: 6.083784571741172e-05
Position 2902: 5.799596358399267e-05
Position 1570: 5.7649008160951105e-05
Position 1068: 5.0933677321311635e-05
Position 247: 4.040871935183202e-05
Position 151: 3.6381242818670427e-05
Position 451: 3.5593176333481436e-05
Position 875: 2.5695733403576084e-05
Position 499: 2.1869849550902744e-05
Position 678: 1.8930302738637517e-05
Position 647: 1.8120800964458827e-05
Position 2556: 1.4801071597052258e-05
Position 368: 1.305121700446693e-05
Position 436: 1.0500015724743792e-05
Position 3545: 1.0028906984343411e-05
Position 630: 9.447798600835344e-06
Position 297: 7.59030678266579e-06
Position 537: 6.228857071041211e-06
Position 520: 5.820347872682236e-06
Position 491: 5.0185176861901685e-06
Position 100: 4.751575825922491e-06
Position 833: 3.738568662738717e-06
Position 155: 3.039949750602772e-06
Position 778: 2.74208774170293e-06
Position 893: 2.399523185110551e-06
Position 839: 1.8681009702894613e-06
Position 199: 1.6928017092106157e-06
Position 906: 1.649080837802053e-06
Position 607: 1.5623919104814782e-06
Position 2633: 7.882390051738309e-07
Position 453: 6.237500182359769e-07
Position 650: 4.3574187243371504e-07
Position 2622: 1.3864349609280123e-07
Position 2599: 3.606946543455164e-09
Position 2636: 3.3249641715717638e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 2325: 0.9693244117216033
Position 2731: 0.9674898572230701
Position 1434: 0.8624809263751682
Position 857: 0.24710504559486793
Position 939: 0.19904429841992316
Position 866: 0.11268142823434865
Position 1180: 0.100103829603638
Position 2524: 0.0819263965115765
Position 3301: 0.0465681766743826
Position 1608: 0.045446921526913646
Position 405: 0.04503314820395153
Position 1477: 0.026902179911247687
Position 2148: 0.026516394624039152
Position 2018: 0.021389544563206374
Position 2390: 0.02024055104891647
Position 899: 0.016473937854608968
Position 1443: 0.014593315257419668
Position 1215: 0.013632297696519285
Position 1964: 0.012908459934040013
Position 789: 0.011752450765674766
Position 1961: 0.010540768503007142
Position 573: 0.009733451846207407
Position 1611: 0.008379483999070863
Position 378: 0.008313061275757847
Position 829: 0.005955213168207783
Position 2190: 0.004717589098329381
Position 510: 0.004552775112834194
Position 2482: 0.004136151730339053
Position 1824: 0.004049357791330182
Position 349: 0.003907826017033893
Position 2831: 0.002950005471770772
Position 516: 0.0029195875988433087
Position 148: 0.002732278140161484
Position 1146: 0.002628755848242547
Position 541: 0.0025880761123015985
Position 2826: 0.0024303130312460113
Position 1533: 0.0022680517646743383
Position 1827: 0.0019486811124708161
Position 3337: 0.0019269253915559993
Position 1511: 0.0018832495225131673
Position 1491: 0.0017720132744309441
Position 2021: 0.0017297419874856956
Position 2565: 0.0017203462153616844
Position 2615: 0.0014406761027714809
Position 1562: 0.001435923254105069
Position 1130: 0.0013669864070482325
Position 1238: 0.0010539166796760585
Position 1470: 0.0008643966994834611
Position 793: 0.0008505174409786828
Position 884: 0.0008177271753520632
Position 463: 0.0006674249998556319
Position 3189: 0.0006565265610548295
Position 3371: 0.0006429752112395744
Position 1272: 0.0005884931406025322
Position 2864: 0.0005747906495146295
Position 1449: 0.0005125922270841978
Position 1683: 0.0004128150949170083
Position 1985: 0.00040359815922941635
Position 1136: 0.0003896944216662498
Position 1075: 0.0003546815320685819
Position 582: 0.00034889915705048173
Position 319: 0.00034272669973743635
Position 3386: 0.0003334380302358146
Position 3331: 0.00030033017601225763
Position 1352: 0.00029346764675468193
Position 2556: 0.0002873469513328798
Position 662: 0.00028617181479502984
Position 3003: 0.0002703186228969356
Position 3670: 0.00023706501946172323
Position 545: 0.0001865949363308909
Position 805: 0.00018238929374234515
Position 628: 0.00018108996797593777
Position 3422: 0.00014880617676760598
Position 3458: 0.00014351363036647314
