Gene = ida
index = 1733
Annotated 5SS: [196]
Annotated 3SS: [257]
SMsplice 5SS: [196]
SMsplice 3SS: [257]
top_k =  500
Partition function (log Z): -6.015306529281986

Sorted 5' Splice Sites (High to Low Probability):
Position 196: 0.7380797720423163
Position 186: 0.22585559881048486
Position 880: 0.17080392853114723
Position 915: 0.16979449120186071
Position 1326: 0.11503495288315613
Position 691: 0.04365054384020866
Position 200: 0.024493132732453474
Position 546: 0.022852529219767364
Position 799: 0.014624342009604127
Position 624: 0.011139973711895377
Position 1098: 0.008453611434516239
Position 1211: 0.007772859523978242
Position 376: 0.006910442240160225
Position 190: 0.004446884836482918
Position 567: 0.0035062053835426678
Position 558: 0.002790844326183869
Position 1258: 0.0020574442866530683
Position 768: 0.0018777553805791318
Position 327: 0.001489697197506179
Position 1526: 0.001344011897811211
Position 576: 0.0009207174213467154
Position 358: 0.0008979899173938947
Position 1278: 0.0008067174999664661
Position 573: 0.0005378609563992924
Position 863: 0.0005067477664803178
Position 784: 0.000497745333665788
Position 667: 0.0004718276325583107
Position 2398: 0.000460763665372173
Position 614: 0.00040237451033849504
Position 1460: 0.0003623693687510826
Position 1666: 0.0003612451380156263
Position 1285: 0.00035292376709527055
Position 1076: 0.00033949328867737455
Position 681: 0.00031495063588161287
Position 836: 0.0003099554354505005
Position 1341: 0.00026335408440611566
Position 777: 0.0002581719628325845
Position 987: 0.00022920423783770043
Position 536: 0.0001925638207443838
Position 2282: 0.00018500268174903082
Position 451: 0.00017402831854544277
Position 166: 0.0001721952143314423
Position 473: 0.00014300333902011884
Position 2217: 0.00011236266270846407
Position 1546: 0.00011013840691432982
Position 854: 0.00010913775617447613
Position 648: 9.238763404635406e-05
Position 1117: 7.865653666586291e-05
Position 1260: 7.723047692520636e-05
Position 440: 6.934819848965931e-05
Position 168: 4.5311703284089196e-05
Position 1614: 4.414267228034695e-05
Position 1455: 2.977095428157928e-05
Position 446: 2.6188809645791834e-05
Position 592: 2.4176108488075684e-05
Position 552: 2.4131179055007434e-05
Position 1241: 2.32007646210481e-05
Position 1086: 2.1868434417016402e-05
Position 2050: 8.105370385168246e-06
Position 380: 2.5133449760375594e-06
Position 314: 2.0387122277421818e-06
Position 271: 4.631239132947601e-07
Position 221: 6.341229604097638e-08
Position 1044: 5.339835929376705e-08
Position 1248: 4.984757274572327e-08
Position 84: 4.55218225759931e-09
Position 21: 4.231963241725692e-09
Position 23: 2.9039611409148154e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 257: 0.8761875872578345
Position 1024: 0.5007682238597572
Position 1382: 0.17736921533876743
Position 1882: 0.008367885680349508
Position 735: 0.006107875866523445
Position 854: 0.0043728700636878354
Position 1515: 0.0014661281705655423
Position 302: 0.0014653704461599416
Position 335: 0.0013777039310657049
Position 1586: 0.0012958707578898348
Position 1387: 0.0012120592432788915
Position 1335: 0.000908613209280362
Position 991: 0.0008955690200917862
Position 1036: 0.0008174570081356539
Position 830: 0.0007339156539854295
Position 2456: 0.0006083804323029288
Position 565: 0.00040745459625977665
Position 494: 0.00028686531874182826
Position 344: 0.00025205938205460427
Position 908: 0.00021907621251170784
Position 1298: 0.00019628661745686808
Position 488: 0.0001770640384319346
Position 1657: 0.00016725660033589163
Position 2332: 0.00016254582782989225
Position 460: 0.00012965774096418886
Position 1637: 0.00011345589338982392
Position 2270: 0.00011236266270846405
Position 1700: 9.901613848354622e-05
Position 761: 8.921067333704348e-05
Position 764: 8.58572022340041e-05
Position 673: 8.266681831889329e-05
Position 740: 8.247765587180594e-05
Position 532: 7.625907760267226e-05
Position 435: 7.557048684242745e-05
Position 1169: 5.244808423377604e-05
Position 795: 5.0802224106558844e-05
Position 911: 4.9440394444722925e-05
Position 2300: 4.1173684364539993e-05
Position 1831: 3.9308130333459334e-05
Position 648: 1.5111609324226332e-05
Position 350: 1.1469836876568486e-05
Position 684: 4.637194595002326e-06
Position 620: 4.413080988266458e-06
Position 703: 2.687332543711345e-06
Position 347: 9.429778825651706e-08
Position 376: 5.576351173743965e-08
Position 536: 5.5700406975792364e-08
Position 541: 5.2129871253116954e-09
Position 446: 4.630340328522478e-09
Position 356: 5.7588059327261685e-12
Position 90: 3.61024553570285e-12
Position 199: 6.122993826330337e-14
Position 124: 5.551113384842489e-14
Position 368: 2.6335876799659192e-14
Position 93: 1.5386211759204842e-14
Position 186: 8.91552201639118e-15
Position 358: 2.5010970824507125e-15
Position 141: 1.1741900958670593e-15
Position 159: 2.7535945347372247e-16
Position 126: 2.5652163070615597e-18
