Gene = RhoGEF3
index = 1425
Annotated 5SS: [23412 23668 24245 24865 25086 25255]
Annotated 3SS: [23457 23725 24320 24922 25147 25311]
SMsplice 5SS: [  319   895  3620  4298  5222 11844 12019 13676 15749 23672 24245 24865
 25086 25255]
SMsplice 3SS: [  740   963  3683  4649 11332 11933 13262 15486 23457 23725 24320 24922
 25147 25311]
top_k =  500
Partition function (log Z): 11.332452084151202

Sorted 5' Splice Sites (High to Low Probability):
Position 24245: 0.9970330700256097
Position 895: 0.9967644579069644
Position 25255: 0.9887523596966867
Position 3620: 0.9843714458310528
Position 4298: 0.9732408914097176
Position 11844: 0.969982640657186
Position 25086: 0.9675097631691608
Position 13676: 0.9663375897432815
Position 24865: 0.9655109046417778
Position 319: 0.9436186352531983
Position 15749: 0.8073829213890569
Position 5222: 0.7963008010895752
Position 21580: 0.5291044182107806
Position 12019: 0.5238354605799315
Position 2582: 0.46331727602528716
Position 23672: 0.4490321260724137
Position 13961: 0.3741055114540724
Position 12367: 0.3685477111166328
Position 23668: 0.3192483667318603
Position 11038: 0.2289074111482516
Position 12891: 0.2205570736305953
Position 23837: 0.21761387875790064
Position 1582: 0.20516267463662685
Position 25461: 0.19313338105026848
Position 10894: 0.1876985800807251
Position 1586: 0.18643877729034522
Position 20703: 0.14110532244045126
Position 9868: 0.13243413583185568
Position 18071: 0.11618193355989688
Position 23059: 0.1138549101188847
Position 1173: 0.09301382167355182
Position 12053: 0.05569133850473648
Position 25841: 0.03366313791618712
Position 1897: 0.031834346824987814
Position 13052: 0.028802021604960173
Position 1316: 0.028398853054125445
Position 10430: 0.027605172793804943
Position 26443: 0.02734695498970642
Position 25847: 0.026722854500320938
Position 4084: 0.02658275946223633
Position 1492: 0.025903053851672485
Position 2594: 0.020997832454144036
Position 3333: 0.019494906707039183
Position 2731: 0.016474485299483244
Position 14922: 0.014131004054297793
Position 14395: 0.013646225391892312
Position 1313: 0.013010968443132674
Position 12139: 0.011374111556637308
Position 19070: 0.011298327275392709
Position 1101: 0.011125096979203636
Position 9775: 0.010296276827280182
Position 20975: 0.009383757625866417
Position 116: 0.007447427322055506
Position 2212: 0.006989508932860218
Position 24634: 0.006109088478908588
Position 104: 0.004974022960423534
Position 13: 0.004968793502058112
Position 12710: 0.0046160665550561124
Position 7074: 0.0046099138779138035
Position 4260: 0.004436118799714644
Position 2763: 0.004286333172117527
Position 5270: 0.004133955459168166
Position 3699: 0.0038959068701700317
Position 4783: 0.003726623311675223
Position 5569: 0.00366560916230991
Position 1262: 0.0036516736517896563
Position 24836: 0.003413150752708814
Position 102: 0.0033958226266039442
Position 3869: 0.0033734522991630046
Position 25468: 0.00273086356745693
Position 26516: 0.0027211032323157538
Position 520: 0.0026061291861961683
Position 26124: 0.0025137737200724344
Position 14942: 0.0025012977877097342
Position 3117: 0.0024626151245359055
Position 25259: 0.002403396214940624
Position 347: 0.0023766692835189836
Position 4316: 0.002273821133865268
Position 26494: 0.002244922222987894
Position 666: 0.0022340240198420523
Position 5378: 0.002175375755056136
Position 2108: 0.0021294782135032873
Position 4069: 0.002090982865982865
Position 1692: 0.002080321634292368
Position 1330: 0.0020743517660894756
Position 1232: 0.0020653862523140744
Position 597: 0.0019874449737522643
Position 17128: 0.0017380259767662222
Position 669: 0.0016778274507916276
Position 14326: 0.0015645341526653554
Position 26172: 0.0015457260863692547
Position 2045: 0.0014807643007208136
Position 13881: 0.0014527134844552615
Position 4337: 0.0014373784539806632
Position 629: 0.0014145488250315783
Position 5211: 0.0013878908000978247
Position 7461: 0.0012986176647799465
Position 4257: 0.0012414524022836685
Position 8284: 0.0010529610354985332
Position 16614: 0.0010500296221684175
Position 17795: 0.0010394258320999465
Position 24827: 0.0009924827625496062
Position 12015: 0.0009616050514456743
Position 1602: 0.0009105984095267833
Position 889: 0.0008975039692764075
Position 4831: 0.0006357313896585949
Position 2393: 0.0006189314498126073
Position 5456: 0.0005875358452214624
Position 25226: 0.000584270579317799
Position 108: 0.0005314775535982019
Position 25921: 0.0005231567549661283
Position 25071: 0.0004899288433661134
Position 5423: 0.00047808694744746436
Position 243: 0.00045043536259139046
Position 8060: 0.00044850883466175055
Position 1956: 0.0004429527607626322
Position 25838: 0.00040439402284697825
Position 7457: 0.0002920019794519213
Position 1477: 0.0002916727327766458
Position 674: 0.0002708327760059784
Position 432: 0.00024957652070424925
Position 25998: 0.00024418867142162094
Position 909: 0.00023863715397067119
Position 4342: 0.00022666477805730016
Position 6702: 0.00020678892235609798
Position 4502: 0.00020667214784308096
Position 323: 0.00020083078810187186
Position 4197: 0.00019965037599162526
Position 19167: 0.00019443010512317646
Position 4281: 0.00019212136695998563
Position 495: 0.00014703119136545185
Position 16362: 0.00013457945592367608
Position 330: 0.00012726221292705262
Position 906: 0.00010450246032635597
Position 180: 0.00010331472709965882
Position 899: 8.697748986742485e-05
Position 25062: 4.826658275453234e-05
Position 325: 3.656688140785922e-05
Position 40: 3.52704026745691e-05
Position 661: 3.273084723261747e-05
Position 1675: 3.1657799722362245e-05
Position 25691: 2.862441719494049e-05
Position 4793: 2.143880208570085e-05
Position 4408: 1.686710936308697e-05
Position 5490: 1.5680629161538632e-05
Position 25022: 1.4143420749623884e-05
Position 106: 1.3996382617711145e-05
Position 1115: 1.2652483211329353e-05
Position 14027: 1.2562080453043388e-05
Position 1055: 1.1818983308764619e-05
Position 269: 9.320415843913927e-06
Position 25239: 6.5543881849016155e-06
Position 142: 5.784432488801716e-06
Position 51: 5.576989991055767e-06
Position 25864: 3.955845067294771e-06
Position 872: 3.847458684109191e-06
Position 25179: 3.828168214279341e-06
Position 212: 3.742036601100126e-06
Position 406: 3.61229724202853e-06
Position 15953: 3.6050410130675054e-06
Position 749: 2.8611739578393754e-06
Position 37: 2.7322573899784615e-06
Position 5563: 2.5682508294172394e-06
Position 1590: 2.5143198218999166e-06
Position 394: 2.4468423611793713e-06
Position 450: 2.2660026027687717e-06
Position 350: 2.0845681909607034e-06
Position 819: 1.5448119694040135e-06
Position 25417: 1.518347676326497e-06
Position 421: 1.2084238140167998e-06
Position 271: 1.1177469191203468e-06
Position 5573: 9.580573920119252e-07
Position 1179: 9.256559264999939e-07
Position 1565: 9.085176538797995e-07
Position 808: 3.3850445369094667e-07
