Gene = mwh
index = 1810
Annotated 5SS: [  530  5647  6000 29006 29250 29421 29663 30056]
Annotated 3SS: [ 5241  5741 28743 29073 29306 29473 29722 30115]
SMsplice 5SS: [  530  5647  6000 29006 29250 29421 29663 30056]
SMsplice 3SS: [ 5255  5741 28743 29073 29306 29473 29722 30115]
top_k =  500
Partition function (log Z): 12.65472569078597

Sorted 5' Splice Sites (High to Low Probability):
Position 6000: 1.0000000000000029
Position 29006: 0.9999997050784382
Position 29421: 0.9994171636326218
Position 5647: 0.9973832744217159
Position 29663: 0.9936582929831321
Position 30056: 0.9855653216820159
Position 29250: 0.9618481500854669
Position 530: 0.9141343134329596
Position 30735: 0.08011744221429783
Position 29264: 0.033446428114832345
Position 170: 0.03057849289631617
Position 122: 0.02555745250825716
Position 522: 0.02164547924919375
Position 30445: 0.0165250297591777
Position 251: 0.007202835687516209
Position 30264: 0.005833916669830899
Position 30051: 0.004594813940408982
Position 31847: 0.00396937395092095
Position 29905: 0.002483211667050137
Position 30242: 0.002225355894019509
Position 30348: 0.0019065801036641144
Position 29244: 0.0017647998199000572
Position 30041: 0.0016249318022359411
Position 30739: 0.0013473363610204156
Position 132: 0.001343936293585911
Position 30049: 0.0013012871526243846
Position 30333: 0.0011387022794757545
Position 5343: 0.0010729224751731493
Position 31233: 0.0010084443488941105
Position 30534: 0.0006862245581659186
Position 29787: 0.0006192219749967948
Position 2337: 0.000523458578697714
Position 30669: 0.00035537008473723603
Position 30022: 0.0003142011214276185
Position 31809: 0.00027874887384048743
Position 31836: 0.0002696768108037022
Position 30777: 0.0002502683340674875
Position 2232: 0.00023951977524458486
Position 29974: 0.0002245884456712567
Position 30144: 0.0001874315673865773
Position 31287: 0.00016058980977516453
Position 31128: 0.00014922200811967135
Position 30831: 0.00013041341191677078
Position 1693: 0.00010447343656543551
Position 29791: 9.341157165819134e-05
Position 29388: 7.981055854194761e-05
Position 2166: 7.927483675397557e-05
Position 30607: 7.881000421039305e-05
Position 29902: 7.837824619338964e-05
Position 30025: 7.638587077780196e-05
Position 31744: 4.903695854794947e-05
Position 31227: 4.5673995337977486e-05
Position 31118: 4.24149983945732e-05
Position 31483: 3.782675556497255e-05
Position 29654: 3.581295136301137e-05
Position 30479: 3.217082555367429e-05
Position 30930: 3.0249798179560737e-05
Position 31277: 2.952169488365633e-05
Position 29899: 2.8737983794343532e-05
Position 30000: 2.528281875450205e-05
Position 29821: 2.4722918240139047e-05
Position 29407: 2.042338227950701e-05
Position 29186: 2.031227389136369e-05
Position 363: 1.6441996514645382e-05
Position 2023: 1.3643452403440217e-05
Position 324: 1.3196239892182228e-05
Position 416: 1.2260746701845703e-05
Position 29635: 1.085757874843791e-05
Position 29937: 1.0851887534353823e-05
Position 29409: 1.065403548928636e-05
Position 526: 1.0116365330095927e-05
Position 1045: 1.0087022259746389e-05
Position 29667: 9.00777411227321e-06
Position 534: 8.655187841918412e-06
Position 112: 8.607813212871343e-06
Position 29992: 6.88812501982659e-06
Position 29855: 5.881091138195939e-06
Position 358: 5.651759116279914e-06
Position 2006: 5.41147768467509e-06
Position 538: 5.383278135358504e-06
Position 29697: 4.967485244443437e-06
Position 29354: 4.602893818488824e-06
Position 196: 4.5943545574692095e-06
Position 365: 4.121046261092761e-06
Position 29593: 3.2081089384942673e-06
Position 565: 3.001673912450063e-06
Position 369: 2.996452128187801e-06
Position 127: 2.5801404712269528e-06
Position 161: 2.5345336615397036e-06
Position 31596: 2.2956453894695755e-06
Position 30485: 2.1527456005364607e-06
Position 30595: 1.8197151778932854e-06
Position 30366: 1.595442855543915e-06
Position 1978: 1.0765838725567322e-06
Position 218: 9.615702000142834e-07
Position 883: 7.903985869194795e-07
Position 282: 7.042364466928936e-07
Position 394: 6.878316951222064e-07
Position 30565: 4.5494878211669976e-07
Position 29486: 3.8143149548692834e-07
Position 30217: 3.7287287584884044e-07
Position 30430: 3.0860105258415273e-07
Position 1485: 2.6713656569746533e-07
Position 30882: 2.2095745225041042e-07
Position 29358: 2.1744476063301523e-07
Position 29490: 1.8209303208622578e-07
Position 373: 1.6977419831991013e-07
Position 95: 1.669860238779194e-07
Position 29728: 1.5311304742907186e-07
Position 31534: 1.5047973871861967e-07
Position 29683: 1.2764008873913945e-07
Position 30079: 1.0988100718258444e-07
Position 396: 1.0640300102799135e-07
Position 29379: 1.054289825366975e-07
Position 30294: 1.0175049173878365e-07
Position 1321: 9.693867332387402e-08
Position 41: 8.742088408314215e-08
Position 29982: 8.067631530536834e-08
Position 31094: 6.101379502803396e-08
Position 30401: 5.647598604840308e-08
Position 29951: 5.3689933114891286e-08
Position 29770: 4.6400189334025414e-08
Position 29743: 4.5451437132009454e-08
Position 29740: 3.9901402443509624e-08
Position 319: 3.303318071187263e-08
Position 29529: 3.1942748840261094e-08
Position 9: 2.250537942159254e-08
Position 174: 2.1643636050705485e-08
Position 381: 2.1049437616715258e-08
Position 30128: 2.0690374451527286e-08
Position 375: 1.8759285155817098e-08
Position 30840: 1.782883082797009e-08
Position 172: 1.5474602781567458e-08
Position 724: 1.3802057787446873e-08
Position 550: 5.694608414979971e-09
Position 598: 5.669954866669418e-09
Position 542: 5.329120578031804e-09
Position 30164: 4.850948883331098e-09
Position 546: 4.626524593239178e-09
Position 30160: 3.529572657808956e-09
Position 29478: 1.7047291880746966e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 28743: 1.0000000000000018
Position 29073: 0.9995222562115943
Position 30115: 0.9922459321942168
Position 29722: 0.9920195705836207
Position 29473: 0.9888953169778518
Position 29306: 0.9563967447507952
Position 5741: 0.6142556688055594
Position 5744: 0.3312296635604794
Position 5255: 0.24972089086112764
Position 5304: 0.18678986260869607
Position 5241: 0.14538862063051447
Position 5464: 0.12766799682201965
Position 5451: 0.09833596374909707
Position 4739: 0.06994170781592031
Position 31355: 0.05175993268394067
Position 5199: 0.05143516742233528
Position 29329: 0.040274592748656274
Position 5871: 0.020749950023884963
Position 5776: 0.016969340269712706
Position 4555: 0.016786381577928545
Position 4363: 0.015455417293196166
Position 5802: 0.015390870489984025
Position 5278: 0.013149044994695524
Position 30512: 0.010857807335499323
Position 29483: 0.010341102910964933
Position 31172: 0.009928911504085374
Position 30848: 0.0069651162976063314
Position 4930: 0.005123266839877241
Position 31531: 0.005057953787151238
Position 31905: 0.004685714106523853
Position 30908: 0.003790347943579795
Position 30945: 0.003676590490284628
Position 31232: 0.0032235574885607792
Position 30948: 0.002860928213716463
Position 30791: 0.0026153511581643533
Position 3938: 0.0024351204956821197
Position 29968: 0.002409127931427172
Position 4892: 0.0021855046831229193
Position 4549: 0.0021354316426088838
Position 30533: 0.0018767487033901347
Position 4141: 0.0018128394194509177
Position 4743: 0.0017384880199398892
Position 4445: 0.001536360370448634
Position 30302: 0.001446165678066622
Position 31698: 0.0014189483421318337
Position 3918: 0.0012880858246476395
Position 29855: 0.0011580171733502345
Position 31269: 0.001157661746336322
Position 4573: 0.0010143889407749156
Position 4372: 0.000984106285775302
Position 31580: 0.0009825653819666037
Position 2105: 0.0009646040933977985
Position 31322: 0.0008334083820866145
Position 29766: 0.0007130437448197414
Position 31732: 0.0005848896498316893
Position 30188: 0.0005586124246057116
Position 3616: 0.000538620939735587
Position 30650: 0.0005071895460495942
Position 4038: 0.0004946934840550347
Position 30364: 0.0004898512732879507
Position 5756: 0.00048398910252325523
Position 3551: 0.000433979038058449
Position 29082: 0.00041701234950759157
Position 30818: 0.0004114974693787074
Position 3161: 0.00037820476993387066
Position 3651: 0.0003573195910139239
Position 5936: 0.00034473978632847493
Position 29486: 0.0003047482206647821
Position 415: 0.00030116030996275915
Position 5885: 0.00029720327079492626
Position 4069: 0.00028282881812924805
Position 29331: 0.000281399573900045
Position 31876: 0.0002789497133601237
Position 5891: 0.0002785746907347197
Position 3635: 0.00024660003810990025
Position 327: 0.00023069740300910442
Position 31650: 0.00021506105156331295
Position 30856: 0.00021413344608672353
Position 31319: 0.00021127830203963665
Position 30158: 0.00020788151106746234
Position 29974: 0.0002014895810585272
Position 30464: 0.00019928114823795104
Position 31541: 0.00019200236548468552
Position 29825: 0.00017926758344861656
Position 31640: 0.00016087215345200634
Position 31023: 0.00015985941248885675
Position 3414: 0.00014872849797298304
Position 3947: 0.00014334778410969934
Position 30173: 0.00014241339336286277
Position 30516: 0.00012470773500346846
Position 2685: 0.00012338430714105793
Position 30985: 0.00012335654112710602
Position 31017: 0.00012184819720660847
Position 31798: 0.00011410508002012053
Position 1537: 0.00010547915236878142
Position 30560: 0.00010083195638261764
Position 31335: 8.830536897352028e-05
Position 29882: 8.043614343622141e-05
Position 30999: 6.861344766843596e-05
Position 2072: 6.806308395481637e-05
Position 30319: 5.222139020415917e-05
Position 1106: 4.944958064289692e-05
Position 2052: 4.519473303831159e-05
Position 461: 3.811841101760123e-05
Position 31547: 3.7372537745107775e-05
Position 31331: 3.393391386468336e-05
Position 31788: 3.233721346172075e-05
Position 29555: 3.225909315271903e-05
Position 31360: 3.056666403205521e-05
Position 30016: 2.5369680350024836e-05
Position 31071: 2.5202228185222996e-05
Position 1715: 2.4202542740873656e-05
Position 30371: 2.394956041820155e-05
Position 31193: 2.179241552863346e-05
Position 29444: 2.0417955115101593e-05
Position 30340: 1.9012272727136183e-05
Position 29358: 1.690315550628436e-05
Position 29388: 1.5503445031783693e-05
Position 1672: 1.375357588609278e-05
Position 30500: 1.1595124109000065e-05
Position 882: 1.1443853809341662e-05
Position 292: 1.0927723728242026e-05
Position 474: 9.296063771125234e-06
Position 30257: 8.813412962058621e-06
Position 1499: 8.200223828844046e-06
Position 1196: 7.670463966981253e-06
Position 471: 7.348736518390603e-06
Position 1829: 7.0373470942623925e-06
Position 30557: 5.924659768739917e-06
Position 30578: 5.6904285969274364e-06
Position 29339: 5.584634927301728e-06
Position 30041: 4.394492582037878e-06
Position 29583: 3.798165045526082e-06
Position 29529: 3.495065400973246e-06
Position 826: 3.4605294207996962e-06
Position 807: 3.4062904579070714e-06
Position 435: 2.925092648768878e-06
Position 632: 2.8361728955638064e-06
Position 31708: 2.2571126412679758e-06
Position 2213: 2.1103903857375013e-06
Position 1089: 2.0483703949567433e-06
Position 267: 1.7996129160405097e-06
Position 29925: 1.6773923620508798e-06
Position 30565: 1.6622500904427155e-06
Position 30624: 1.6379199652869806e-06
Position 29515: 1.6000630931791885e-06
Position 423: 1.4752913531664839e-06
Position 30548: 1.3657314073929407e-06
Position 394: 1.2942713847816994e-06
Position 269: 1.1779827851225923e-06
Position 30668: 1.0972576654615014e-06
Position 1524: 1.0665682590080553e-06
Position 29611: 8.962493106884919e-07
Position 30359: 8.080141192022416e-07
Position 836: 7.950987842478965e-07
Position 30386: 7.500400441920278e-07
Position 29934: 7.302933846782254e-07
Position 30383: 7.142734402033625e-07
Position 29623: 7.112271179946967e-07
Position 30656: 6.438818212872032e-07
Position 1488: 6.034634611361602e-07
Position 29560: 5.561123405684027e-07
Position 29899: 5.315996393853137e-07
Position 30137: 4.6025353316586293e-07
Position 29683: 3.488497423670096e-07
Position 29982: 3.1286912277230496e-07
Position 29893: 2.0752022851551876e-07
Position 30198: 1.895249664698367e-07
Position 30084: 1.555544042146105e-07
Position 30389: 1.3747737127685434e-07
Position 29420: 1.3651113580425242e-07
Position 30329: 1.0545037375867648e-07
Position 30155: 6.374085205786791e-08
Position 30148: 5.736014938954507e-08
Position 30410: 4.032676224486392e-08
Position 29630: 1.7648054703117127e-08
Position 29593: 1.328341369550709e-08
Position 29697: 1.3008340805883563e-08
Position 30473: 1.0949322091984558e-08
Position 30686: 3.1154955086661894e-09
Position 30079: 2.7973411409309795e-10
Position 30179: 1.143830987883236e-11
