Gene = smog
index = 1881
Annotated 5SS: [  153  1865 13267 17854 17973 18332 18475 18901 19030 19493 19830 21136
 21306 21699]
Annotated 3SS: [ 1533 12283 17613 17913 18211 18393 18551 18960 19090 19634 20953 21193
 21677 22022]
SMsplice 5SS: [  153 13267 17854 17973 18332 18475 18901 19030 19493 19830 21136 21306
 21699]
SMsplice 3SS: [12283 17613 17913 18211 18393 18551 18960 19090 19634 20731 21193 21477
 22022]
top_k =  500
Partition function (log Z): 27.379152976044104

Sorted 5' Splice Sites (High to Low Probability):
Position 18332: 0.9990140187721165
Position 18475: 0.9982055478610008
Position 21136: 0.9981370308848527
Position 19493: 0.9918485782203135
Position 18901: 0.9910007029370911
Position 19030: 0.9886184587853503
Position 17973: 0.9522197100491459
Position 17854: 0.9404798912723203
Position 21306: 0.9335210020498713
Position 13267: 0.9160872506680986
Position 21699: 0.7127976833042817
Position 19830: 0.5949774884828899
Position 153: 0.4055968925571735
Position 5613: 0.20786582243292823
Position 22276: 0.20300854282546515
Position 5732: 0.20072610282306463
Position 1865: 0.15172173248821497
Position 22291: 0.13503137853742117
Position 20954: 0.13431465875913187
Position 73: 0.128496310644923
Position 433: 0.10208542188973685
Position 5962: 0.07244379571419436
Position 1425: 0.0483694695616307
Position 2503: 0.03233123932842255
Position 421: 0.031111953214275703
Position 22484: 0.02822800627462754
Position 17731: 0.026007825302960006
Position 22266: 0.025596139611309996
Position 99: 0.02244272398119699
Position 6450: 0.021204434450955423
Position 478: 0.01723427103436825
Position 885: 0.016074141712766755
Position 22479: 0.015347350769178314
Position 22308: 0.013317109793264885
Position 427: 0.012505114864333717
Position 429: 0.011796603641439175
Position 425: 0.011000849709649487
Position 702: 0.010858356307693745
Position 423: 0.01077940062512941
Position 1495: 0.010109403243722967
Position 437: 0.010041927932016295
Position 19808: 0.008905700872006086
Position 19814: 0.008361128497313592
Position 6674: 0.007764235616167094
Position 20585: 0.0067274832415294365
Position 22667: 0.005889212815772034
Position 19789: 0.005118863534310959
Position 20135: 0.004986577182954071
Position 22763: 0.004886127292204711
Position 21401: 0.0045780530164114385
Position 18006: 0.004572253008969832
Position 18894: 0.004141393479194369
Position 22217: 0.00372159259707002
Position 17824: 0.0035777758385226567
Position 18871: 0.0026751249558224196
Position 1175: 0.0025566155470631777
Position 20078: 0.0023751319442408673
Position 18717: 0.0020130225118119064
Position 20323: 0.00183166122315245
Position 18008: 0.00154233949421531
Position 22663: 0.0014640305224443897
Position 18693: 0.0013140824876784433
Position 19283: 0.0012790232809857145
Position 21081: 0.001225554022563811
Position 18479: 0.0011573203686799866
Position 19500: 0.0010269181932626578
Position 21256: 0.0009877814712214547
Position 1461: 0.0009408096621884942
Position 37: 0.0009053046919606088
Position 871: 0.0008422844924128336
Position 20385: 0.0006411902284899505
Position 1052: 0.0006122172943342349
Position 20647: 0.000605922102879436
Position 20168: 0.000564547884404631
Position 19267: 0.00043539811329990557
Position 19940: 0.0004278328482280652
Position 181: 0.0004102057288929439
Position 1164: 0.0004016274879369949
Position 19065: 0.000360169066889283
Position 889: 0.0003576628843153229
Position 19344: 0.00031885777350925304
Position 17990: 0.00031477657824500446
Position 19399: 0.00028194494966541874
Position 21873: 0.0002539426219569136
Position 17929: 0.00018847575123642426
Position 21768: 0.0001713996809661179
Position 18974: 0.0001527855882259336
Position 447: 0.0001510083630068339
Position 1869: 0.0001497221177926377
Position 21885: 0.00014148201287624736
Position 19571: 0.00013570079994552667
Position 18623: 0.00013550220995012536
Position 463: 0.00013116414959912223
Position 21883: 0.00012124764483177592
Position 21362: 0.00011646414825814743
Position 449: 0.00011276860546865511
Position 21887: 0.00010857942272388838
Position 21881: 0.00010851336204145433
Position 1375: 0.00010306999857736366
Position 21889: 0.00010264030294759814
Position 21712: 0.00010013583063486057
Position 18726: 9.556638730651733e-05
Position 157: 9.312307360789671e-05
Position 457: 8.988525922252624e-05
Position 459: 8.850051271499081e-05
Position 18728: 8.34092781770287e-05
Position 439: 8.284416578686261e-05
Position 20216: 7.880503537209807e-05
Position 18615: 7.231740055137085e-05
Position 922: 6.920839940200133e-05
Position 694: 6.280498216343042e-05
Position 2132: 6.084570849616686e-05
Position 22287: 6.030906031070448e-05
Position 18908: 5.622862508059988e-05
Position 178: 5.3565850138815125e-05
Position 2004: 5.336634315317986e-05
Position 19877: 5.264688364399203e-05
Position 1381: 4.762541241322593e-05
Position 443: 4.689937814819736e-05
Position 584: 4.676690166916384e-05
Position 19843: 4.304720882599033e-05
Position 21333: 4.0316824578874885e-05
Position 19034: 3.4257314154357775e-05
Position 21424: 3.4142207562471835e-05
Position 19777: 3.376304986530342e-05
Position 18685: 3.302122828291265e-05
Position 1110: 3.048813768477521e-05
Position 21928: 3.0034649103930773e-05
Position 19486: 2.887118762192568e-05
Position 453: 2.8679773842038454e-05
Position 21877: 2.7976583009462472e-05
Position 19012: 2.737818128585284e-05
Position 22258: 2.7341226777066162e-05
Position 932: 2.6796188386312964e-05
Position 2114: 2.3606521109721794e-05
Position 108: 2.3236558621105464e-05
Position 19192: 2.3109881360700055e-05
Position 166: 2.292527586658277e-05
Position 21611: 2.2089000289766774e-05
Position 21879: 1.8360660251845358e-05
Position 18832: 1.8325127403215376e-05
Position 19241: 1.6257647238145038e-05
Position 19467: 1.4104156631876718e-05
Position 19505: 1.3788863302903276e-05
Position 327: 1.3641553131869796e-05
Position 525: 1.3246443239264415e-05
Position 1419: 1.196925364850319e-05
Position 1265: 1.0571548955598143e-05
Position 18462: 1.0115577858051356e-05
Position 21009: 9.898074749792697e-06
Position 19069: 9.447568514133078e-06
Position 415: 8.987377868046125e-06
Position 21674: 7.786937454421653e-06
Position 18790: 7.786261471268119e-06
Position 18336: 7.510885843503579e-06
Position 495: 7.493125742813299e-06
Position 812: 7.31118253559035e-06
Position 18674: 6.838524383585805e-06
Position 321: 6.687129110658999e-06
Position 1020: 6.2426952948785625e-06
Position 331: 5.826836105036688e-06
Position 18877: 5.544075033481852e-06
Position 899: 4.916641861649952e-06
Position 19610: 4.757210744854004e-06
Position 21541: 4.611513878686892e-06
Position 568: 4.3650549505951594e-06
Position 19208: 4.018556029232169e-06
Position 18613: 3.868026956616268e-06
Position 18627: 3.2297410035564765e-06
