Gene = mre11
index = 1794
Annotated 5SS: [ 317 1444 1664 2029]
Annotated 3SS: [ 368 1502 1718 2095]
SMsplice 5SS: [ 317 1664 2029]
SMsplice 3SS: [ 368 1718 2095]
top_k =  500
Partition function (log Z): -3.7013727610901155

Sorted 5' Splice Sites (High to Low Probability):
Position 1664: 0.961186186772341
Position 2029: 0.8760632270234792
Position 317: 0.8666790777256114
Position 1444: 0.28425849811794307
Position 271: 0.05473228888359032
Position 782: 0.036217750796190606
Position 472: 0.028159022564465706
Position 739: 0.025990276535256776
Position 1381: 0.02435167359052407
Position 2017: 0.021405425866475567
Position 1376: 0.014937549803693067
Position 1010: 0.011334070368914395
Position 308: 0.009845993668122712
Position 826: 0.009187051716775049
Position 819: 0.006639311330853855
Position 1157: 0.00543081927437667
Position 681: 0.0046214729035894955
Position 468: 0.004580466442743404
Position 1174: 0.004479395705814849
Position 48: 0.0044698444681678185
Position 2038: 0.004360948297191681
Position 608: 0.004226701612937808
Position 1436: 0.0033691371998562057
Position 2024: 0.0033431756530461197
Position 901: 0.0031456368640099854
Position 2021: 0.0017755490813045507
Position 1272: 0.0015696975836422503
Position 1532: 0.0012237861320191286
Position 1320: 0.001148999120942828
Position 631: 0.0010766706861588676
Position 186: 0.0010342674601167118
Position 1222: 0.0008041361511280021
Position 291: 0.0007805906474512597
Position 1973: 0.0006280342457891162
Position 595: 0.00036902199952347617
Position 1277: 0.0003526099331019914
Position 24: 0.00034560167533626555
Position 239: 0.00030365505706706224
Position 30: 0.00029715210376262996
Position 1384: 0.00027481588581422295
Position 2011: 0.00020332735810864061
Position 1659: 0.00019264855955831008
Position 1858: 0.0001862710397534777
Position 511: 0.00018440121278253023
Position 460: 0.0001552667189792019
Position 1391: 0.00013594279852059977
Position 1366: 0.00012617874135534363
Position 554: 0.00011934956180070653
Position 1668: 0.00010079467513280082
Position 1580: 8.460698368785885e-05
Position 1991: 3.205137614828882e-05
Position 401: 3.176509972082441e-05
Position 1622: 2.9784633304852202e-05
Position 129: 2.7965983440025654e-05
Position 2145: 2.5060474824915718e-05
Position 237: 2.287903902134847e-05
Position 63: 1.799662943290052e-05
Position 1892: 1.7403288394949112e-05
Position 249: 1.6720266976484952e-05
Position 1238: 1.4948118674548756e-05
Position 744: 1.0614765061495823e-05
Position 1114: 9.98961122337203e-06
Position 202: 8.306633864072368e-06
Position 144: 2.048861106013844e-06
Position 563: 5.97723093206214e-07
Position 336: 2.5616477293258644e-07
Position 557: 2.4255073250651736e-07
Position 612: 1.4831406214552481e-07
Position 763: 1.322566997257863e-07
Position 545: 8.039069580091128e-08
Position 83: 1.9257833594350366e-08
Position 911: 1.723651582256036e-08
Position 1090: 1.6100186189131874e-08
Position 75: 1.0482297788486642e-08
Position 407: 8.838150279336272e-09
Position 1562: 6.418406808427918e-09
Position 412: 1.9045424154443154e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 1718: 0.9655191647972647
Position 368: 0.880194903753915
Position 2095: 0.8484852451056433
Position 1502: 0.45809314786956434
Position 2109: 0.05634419999582209
Position 1487: 0.016438257430978417
Position 1473: 0.01253699934095
Position 1291: 0.008418408899185575
Position 1605: 0.007363930582250164
Position 1848: 0.006371162892501085
Position 511: 0.0050505697226850685
Position 975: 0.0029876959948202534
Position 108: 0.002819139241627987
Position 1191: 0.0026530708936680584
Position 2130: 0.0017488972642417258
Position 738: 0.001540489308974328
Position 2127: 0.0014615208779709345
Position 1595: 0.0014087072417765087
Position 1728: 0.001231534618909644
Position 111: 0.001140283826812678
Position 834: 0.0005684305419256158
Position 545: 0.0004649939748454037
Position 823: 0.00044966535884051635
Position 423: 0.0004383591811905622
Position 1895: 0.00037375795183585623
Position 630: 0.00035383256672827894
Position 1734: 0.00034518307732314007
Position 75: 0.0003423313873751629
Position 431: 0.0002610225139729927
Position 83: 0.00023878229811013667
Position 692: 0.00019348912459578332
Position 2157: 0.00018607660285696508
Position 468: 0.00012296653118458104
Position 563: 0.00010420808342033318
Position 2217: 9.796269740188617e-05
Position 2229: 9.11203270611693e-05
Position 858: 8.314222416090879e-05
Position 1065: 8.034450582458114e-05
Position 1972: 5.4492020734099204e-05
Position 2232: 3.78991088067312e-05
Position 113: 3.210795021820379e-05
Position 1738: 2.2646102080456724e-05
Position 180: 5.667604122864904e-06
Position 116: 1.0997311295901456e-06
Position 202: 2.716902971912045e-07
Position 298: 2.018384807326025e-07
Position 302: 1.8900881928507266e-08
Position 438: 1.722182153303356e-08
Position 245: 1.3045504983284605e-08
Position 270: 8.556385088252086e-09
Position 320: 5.982171467173786e-09
Position 221: 3.4367036597736977e-10
Position 317: 1.3944996100188705e-10
Position 197: 1.2206332904641884e-10
Position 218: 1.0789091991049862e-10
Position 378: 5.856872065147141e-11
