Gene = Acp76A
index = 12
Annotated 5SS: [994]
Annotated 3SS: [1062]
SMsplice 5SS: [994]
SMsplice 3SS: [1062]
top_k =  500
Partition function (log Z): -6.881062475947305

Sorted 5' Splice Sites (High to Low Probability):
Position 994: 0.9573091397685048
Position 718: 0.15726983114724444
Position 685: 0.04745926243373727
Position 389: 0.030648068198686776
Position 357: 0.01025083517038386
Position 15: 0.008161620452326828
Position 187: 0.0021656627113863917
Position 1197: 0.0012206019924056344
Position 396: 0.001125110086609613
Position 1009: 0.0007416060393887523
Position 366: 0.000736071471571495
Position 312: 0.0007304385286442263
Position 510: 0.0006132246603785998
Position 72: 0.0005676333635672901
Position 745: 0.00036651005905150193
Position 408: 0.00035825156951252326
Position 1107: 0.0002613344807973623
Position 488: 0.00017597061026410573
Position 437: 0.00015827025041550408
Position 457: 0.00011955855557958097
Position 474: 9.351970437082258e-05
Position 123: 8.682935094150419e-05
Position 459: 8.479241473532456e-05
Position 792: 6.609361407295497e-05
Position 988: 6.066863858420678e-05
Position 249: 5.88149585748076e-05
Position 816: 3.432686019196465e-05
Position 1149: 2.6564379498641783e-05
Position 293: 2.637595342305277e-05
Position 38: 1.220351776807684e-05
Position 27: 1.0670406438983824e-05
Position 1065: 1.0363315936413531e-05
Position 1158: 7.683402240660677e-06
Position 1100: 6.781474837825422e-06
Position 625: 4.73244376255916e-06
Position 914: 3.494032692335294e-06
Position 899: 2.8617490801426664e-06
Position 954: 2.5250308179543993e-06
Position 180: 1.9016358012970467e-06
Position 134: 1.1782896733583751e-06
Position 32: 8.03655245059172e-07
Position 1162: 7.500923601446396e-07
Position 132: 6.954452946330428e-08
Position 320: 2.5314157795302684e-08
Position 318: 1.876893429923555e-08
Position 653: 1.2588283775341162e-09
Position 1068: 4.906674092188071e-10
Position 722: 3.8552697663339843e-10
Position 531: 3.3936387133877612e-12
Position 352: 2.802475021979448e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 1062: 0.9741542992146472
Position 785: 0.14960678176562034
Position 894: 0.03433303844070302
Position 1065: 0.01761342131858703
Position 906: 0.01041779012556417
Position 564: 0.008984260109906834
Position 842: 0.0067386757942385035
Position 744: 0.003011342237973823
Position 237: 0.0014866422548159377
Position 993: 0.0014633161538938973
Position 1258: 0.0012683898288115027
Position 480: 0.001190843709421496
Position 927: 0.0010565611525210248
Position 1136: 0.0009054820899839983
Position 812: 0.0008815588701000332
Position 485: 0.0008802907721818899
Position 132: 0.0006557832895081281
Position 615: 0.0006510082240757422
Position 103: 0.0006501101949144443
Position 144: 0.0005183206973310078
Position 347: 0.0004850037666710581
Position 513: 0.00042455955729033196
Position 1158: 0.000423020158812815
Position 241: 0.0004083549942698216
Position 574: 0.00036388147821142254
Position 758: 0.0003468251253211662
Position 1068: 0.00032601317652874745
Position 176: 0.0002780839205129883
Position 566: 0.00026644406421571923
Position 1091: 0.00017300408827482708
Position 520: 0.00015274621620155952
Position 205: 0.000124405002978168
Position 91: 0.00011527820363543668
Position 161: 9.1869632839347e-05
Position 412: 9.019146874337832e-05
Position 845: 8.016215716020437e-05
Position 482: 7.072576921550162e-05
Position 1179: 5.001110974409822e-05
Position 114: 4.876008020973237e-05
Position 1107: 4.03327474863684e-05
Position 275: 3.869325880526078e-05
Position 488: 3.2811538916550154e-05
Position 404: 3.005304972328436e-05
Position 180: 2.945861894241901e-05
Position 1142: 2.7367617220011904e-05
Position 1211: 2.5606249165750968e-05
Position 245: 1.3797115087577127e-05
Position 299: 1.0724443696667033e-05
Position 531: 1.776978874535231e-06
Position 279: 1.7701993216422178e-06
Position 268: 1.340085869939871e-06
Position 208: 1.2468286981463571e-06
Position 293: 6.579210274979715e-07
Position 311: 1.0703856583106182e-07
Position 249: 4.681900085393464e-08
Position 286: 1.970108640700564e-09
Position 326: 1.8255409632338465e-09
Position 116: 1.0344179870900427e-09
Position 187: 6.641129342573034e-10
Position 318: 2.012589588430662e-11
