Gene = rhea
index = 1856
Annotated 5SS: [15322 16617 17085 17336 17474 18036 18188 18634 19095 23744 24001 26084
 26661 27677 28472]
Annotated 3SS: [16357 16685 17143 17394 17531 18098 18544 18977 19155 23809 25966 26144
 27016 27896 28529]
SMsplice 5SS: [   32 10971 16617 17085 17336 17474 18036 18188 18634 19095 19528 23744
 24001 26084 26661 27677 28472]
SMsplice 3SS: [10729 16357 16685 17143 17394 17531 18098 18544 18977 19155 23338 23809
 25966 26144 27016 27896 28529]
top_k =  500
Partition function (log Z): 49.94800993846187

Sorted 5' Splice Sites (High to Low Probability):
Position 19095: 0.9998623621017702
Position 26084: 0.9997841528672585
Position 26661: 0.9993390620891305
Position 24001: 0.9991215774546892
Position 17336: 0.9988372160440715
Position 18036: 0.9972202518170236
Position 18188: 0.9967337747820819
Position 23744: 0.9951211326777805
Position 16617: 0.9907444527346498
Position 17085: 0.9892570383817879
Position 10971: 0.9783775398674004
Position 18634: 0.9779387117389228
Position 28472: 0.9714954632209982
Position 17474: 0.9631853064984449
Position 27677: 0.3765011411092033
Position 32: 0.29862755019494563
Position 19528: 0.2850723604632928
Position 18907: 0.26533918370900367
Position 19360: 0.2559122346842534
Position 89: 0.2293215440932709
Position 11916: 0.21397933419033527
Position 28649: 0.19947403841384256
Position 27180: 0.19741949897201935
Position 438: 0.1848662579224218
Position 28078: 0.17263139184217496
Position 19234: 0.13575277691298437
Position 462: 0.1263804097708726
Position 27652: 0.07875557573861054
Position 25521: 0.07325765279746463
Position 13646: 0.07038508972145252
Position 28821: 0.061584824228862356
Position 249: 0.06154676225320181
Position 10590: 0.061043835571802374
Position 19372: 0.055598737442318316
Position 835: 0.04606542838155448
Position 19532: 0.043576562683523556
Position 28204: 0.039232161169760006
Position 19724: 0.037990130755264535
Position 24254: 0.034823838264918194
Position 27098: 0.030956555123765696
Position 25252: 0.030714471030612076
Position 27504: 0.02936493350800802
Position 27642: 0.02870565949042748
Position 27350: 0.026937661334698087
Position 16827: 0.025616786155833828
Position 1875: 0.02443200386312504
Position 27587: 0.021486385379328274
Position 27840: 0.020240827148189887
Position 25: 0.02009449813093077
Position 753: 0.01858826310893746
Position 1010: 0.015799535630591263
Position 12410: 0.014515590729006449
Position 27263: 0.012268411953305098
Position 26944: 0.009545579480706093
Position 24231: 0.008993845307337302
Position 7332: 0.008991989198848409
Position 10981: 0.008671119203475974
Position 446: 0.00809941735372714
Position 27543: 0.007705974249661707
Position 12143: 0.007703799230726269
Position 25860: 0.007547083798027815
Position 656: 0.007513111904541626
Position 591: 0.007510666409828644
Position 7324: 0.00703757889848115
Position 9576: 0.006801334516936574
Position 27824: 0.006490018515908938
Position 27817: 0.0060278032536357174
Position 12087: 0.005877376617960508
Position 16621: 0.00578307345075043
Position 442: 0.00564307488306852
Position 27123: 0.005505628858269138
Position 17013: 0.0054686567652384764
Position 12534: 0.005399152662381841
Position 18473: 0.005066191484404945
Position 5184: 0.004837586470082412
Position 4509: 0.004766381156390226
Position 24319: 0.004483619935904388
Position 8283: 0.004393774955869184
Position 24964: 0.00433338222849422
Position 30: 0.004202442231239994
Position 27146: 0.0041515773055480565
Position 12551: 0.0041265567899662365
Position 12543: 0.003870837833633399
Position 16844: 0.0038596397647144252
