Gene = Diap1
index = 1135
Annotated 5SS: [577]
Annotated 3SS: [10968]
SMsplice 5SS: [577]
SMsplice 3SS: [10968]
top_k =  500
Partition function (log Z): -13.522929196985434

Sorted 5' Splice Sites (High to Low Probability):
Position 577: 0.9808689918085813
Position 10597: 0.2059718671447759
Position 4550: 0.06362256178395093
Position 10116: 0.05197867560922282
Position 8628: 0.04665891385579164
Position 11100: 0.02807197167951961
Position 1861: 0.023626636774487373
Position 3814: 0.01903230210503545
Position 339: 0.016981377263306098
Position 8481: 0.013195103632562993
Position 8249: 0.01212861158612292
Position 29: 0.010446284901488674
Position 26: 0.007551125763312249
Position 7767: 0.0037170172061704878
Position 7729: 0.003318929267812184
Position 1173: 0.0021460405100661183
Position 403: 0.0016893460974724815
Position 15: 0.000915298916305813
Position 9193: 0.0007893244954643713
Position 581: 0.0006833998006613031
Position 6521: 0.0006192407087747975
Position 17: 0.0005542534233523364
Position 7664: 0.0004904451215684824
Position 33: 0.0004900619606610127
Position 7778: 0.0004392663566330109
Position 1582: 0.00041007343641537227
Position 3811: 0.0003229675441345619
Position 1345: 0.0002981686146915723
Position 7682: 0.00028024896244354335
Position 81: 0.00023145008406678252
Position 3677: 0.00014163261109540961
Position 157: 9.466090023656084e-05
Position 417: 8.052592481583899e-05
Position 3284: 7.002296896319389e-05
Position 367: 4.36968963147866e-05
Position 412: 3.6430406446372485e-05
Position 1108: 3.4382146833308835e-05
Position 2694: 2.9184374608507202e-05
Position 373: 2.520746909545322e-05
Position 595: 1.8225301570351572e-05
Position 483: 1.6041174166665083e-05
Position 1177: 1.3280146943654708e-05
Position 869: 9.192621554577476e-06
Position 1099: 5.010158321835631e-06
Position 552: 4.9548658523333405e-06
Position 370: 4.396845509979135e-06
Position 471: 2.7746178630551268e-06
Position 221: 2.0773076467393395e-06
Position 615: 1.9262931729063836e-06
Position 449: 1.899304346676269e-06
Position 561: 1.8342600185076874e-06
Position 1004: 1.496486940182579e-06
Position 103: 1.4639933380817345e-06
Position 1373: 1.387479898820018e-06
Position 1339: 1.3616207758310233e-06
Position 1287: 1.3254750590282603e-06
Position 1382: 8.398406482568499e-07
Position 1356: 4.399561349513395e-07
Position 1419: 4.0346492001271274e-07
Position 832: 2.3202879622486445e-07
Position 123: 2.023417706988724e-07
Position 949: 1.4774312440942801e-07
Position 2212: 1.222748850723391e-07
Position 964: 1.2116914038778854e-07
Position 415: 1.1259756630783585e-07
Position 1323: 7.837386270984772e-08
Position 397: 3.196754591630781e-08
Position 235: 2.826563861004074e-08
Position 508: 1.0893176065252356e-08
Position 468: 9.833405557705143e-09
Position 570: 9.486666589356806e-09
Position 1818: 5.235655000945938e-09
Position 977: 5.274635261107235e-12
Position 922: 4.188134489933905e-12
Position 891: 3.878705556891388e-12
Position 637: 1.1535761593894923e-12
Position 599: 5.941060669512528e-13
Position 597: 3.272943595542771e-14
Position 686: 2.3591054581199832e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 10968: 0.6466718106579991
Position 10115: 0.2430987537096964
Position 10349: 0.14061787696155895
Position 7916: 0.08784093413966312
Position 10066: 0.04037334374801803
Position 4134: 0.03877093214175797
Position 9421: 0.03703770932865075
Position 11155: 0.02807197167951961
Position 10588: 0.027502241167665697
Position 12450: 0.027226903702407775
Position 123: 0.018250811797672312
Position 7962: 0.01789982335645063
Position 10894: 0.0176481323031627
Position 3345: 0.011461995949800453
Position 10980: 0.009398669931685585
Position 3301: 0.007752703048448935
Position 4200: 0.006428169362766965
Position 7968: 0.006370102409064763
Position 3742: 0.0063164434390396785
Position 10392: 0.006148507212514586
Position 1166: 0.006096140639784917
Position 7575: 0.00592751889543391
Position 9360: 0.004992328258830918
Position 622: 0.004803861760822981
Position 4337: 0.004675444182359297
Position 4103: 0.0042604864531871995
Position 6343: 0.0035282161893094937
Position 1553: 0.0028489299806093355
Position 676: 0.002772745960858668
Position 9017: 0.002608134741455548
Position 1559: 0.0024437118321831014
Position 6639: 0.0024150320676519835
Position 8712: 0.0023654389241624958
Position 397: 0.0017643145919025943
Position 7603: 0.0014908800855655
Position 9070: 0.0014290790614783534
Position 7508: 0.0013237601078527237
Position 9033: 0.0012749791229649178
Position 7879: 0.0012413336380187007
