Gene = Kr-h1
index = 1245
Annotated 5SS: [ 9642 11105 12551]
Annotated 3SS: [10391 11189 12634]
SMsplice 5SS: [ 1138 11105 12551]
SMsplice 3SS: [10391 11189 12634]
top_k =  500
Partition function (log Z): -0.06680577831314138

Sorted 5' Splice Sites (High to Low Probability):
Position 11105: 0.9960663545417815
Position 12551: 0.9903932523789264
Position 1138: 0.9478036959086534
Position 1661: 0.5942579164375469
Position 9642: 0.1440810453025636
Position 310: 0.13109100967225132
Position 2043: 0.05470274004125363
Position 2095: 0.02851912511011092
Position 2603: 0.019020518463336848
Position 12157: 0.015020553988390587
Position 1510: 0.009930674660541454
Position 11535: 0.009837073383212911
Position 12909: 0.0048778122980512656
Position 444: 0.0036203850317227263
Position 11277: 0.0030207298097160227
Position 13271: 0.0027345869928719424
Position 356: 0.002608413822391128
Position 706: 0.0023710300670685483
Position 12822: 0.0022498510238843877
Position 11509: 0.0012731246261348307
Position 13126: 0.0011048615290274505
Position 12411: 0.0007462296666903912
Position 11315: 0.0007384418514970645
Position 11907: 0.000640058638461741
Position 13275: 0.0006262716697331504
Position 226: 0.0006063771374029577
Position 317: 0.0005633894678881687
Position 1602: 0.0005189807807127916
Position 10796: 0.00044903528634139273
Position 158: 0.00041755704724164255
Position 12555: 0.0004050186913918401
Position 147: 0.0003990771944678813
Position 12817: 0.0003245849578363259
Position 1646: 0.0003038424539074448
Position 12927: 0.00030072315518407943
Position 12303: 0.0002758328676966455
Position 1737: 0.000259685266723735
Position 338: 0.0002486053798488596
Position 62: 0.00023168564316331278
Position 11575: 0.00022373781574408188
Position 12150: 0.00018653493774148613
Position 1332: 0.0001598160115305677
Position 12762: 0.00014615807823827363
Position 11305: 0.00014368004681847968
Position 350: 0.00014039397595170782
Position 942: 0.00012514597549581125
Position 13086: 0.00012022580982971468
Position 174: 0.0001139295755264288
Position 193: 0.00010246162941219911
Position 836: 9.55531737919079e-05
Position 49: 9.334136996389063e-05
Position 390: 9.062219364882438e-05
Position 11919: 8.79690994617581e-05
Position 1586: 8.507069973418867e-05
Position 12715: 8.461713902418636e-05
Position 172: 8.326595810368817e-05
Position 12956: 8.022764856270136e-05
Position 330: 7.683336921069201e-05
Position 934: 7.516283299152379e-05
Position 13667: 6.169441950590948e-05
Position 360: 5.709815667783505e-05
Position 13072: 5.589767271535392e-05
Position 636: 5.447053751850109e-05
Position 180: 3.8321643662938895e-05
Position 11322: 3.555507089460822e-05
Position 13042: 3.273718867806937e-05
Position 12935: 3.2263381573529154e-05
Position 161: 3.1529938311531456e-05
Position 419: 2.7545729837432844e-05
Position 1902: 2.4946381041093617e-05
Position 1679: 1.975690356132891e-05
Position 1044: 1.931806381490218e-05
Position 11730: 1.879034927423781e-05
Position 164: 1.7121455298603446e-05
Position 1972: 1.697227179455714e-05
Position 11408: 1.6062671302646863e-05
Position 11259: 1.5284729125274542e-05
Position 12426: 1.4865028464507617e-05
Position 1630: 1.4186123368711855e-05
Position 1440: 1.3962026083971662e-05
Position 13035: 1.2880292241333289e-05
Position 1857: 1.2850051098720277e-05
Position 13209: 1.25621136906461e-05
Position 1182: 1.2530178692639165e-05
Position 12493: 1.0818242977800856e-05
Position 106: 9.649866189322939e-06
Position 1199: 9.253301288105732e-06
Position 712: 8.374949992466357e-06
Position 11442: 8.273915915601616e-06
Position 1875: 8.148699253748827e-06
Position 11317: 8.045919633331485e-06
Position 670: 6.685094391109914e-06
Position 52: 4.3002428881948875e-06
Position 913: 4.298559225356176e-06
Position 743: 3.8048768993979377e-06
Position 1399: 3.114694415903664e-06
Position 399: 3.048830217722625e-06
Position 448: 2.328414892454891e-06
Position 573: 2.3266515297315272e-06
Position 413: 1.3350043572991582e-06
Position 1713: 1.2460487804439333e-06
Position 4503: 1.6789966698782086e-07
Position 11406: 1.4612697902867805e-07
Position 11648: 1.3256449089254657e-07
Position 11657: 5.7731834623429514e-08
Position 12232: 5.6223056777282356e-08
Position 11483: 4.5414157327723916e-08
Position 11429: 4.291521298745252e-08
Position 11399: 4.184739532617139e-08
Position 222: 3.4203647668904985e-08
Position 3701: 1.8836941432539426e-08
Position 11309: 1.50485939104533e-08
Position 1142: 1.2992611466342148e-08
Position 11820: 1.1863496225955089e-08
Position 11780: 9.797678002216895e-09
Position 133: 8.754957084448011e-09
Position 11610: 8.141026495883159e-09
Position 167: 7.695831397615262e-09
Position 12868: 7.330122855688305e-09
Position 11: 2.2054044698333365e-09
Position 16: 9.644341767819785e-10
Position 406: 4.731034620693969e-10
Position 2587: 4.217249210748e-10
Position 1665: 3.3066560852249024e-10
Position 1655: 3.0607676857685284e-10
Position 411: 1.398426842698193e-10
