Gene = S
index = 1460
Annotated 5SS: [  981 16582 25250 25485]
Annotated 3SS: [15601 24761 25319 25549]
SMsplice 5SS: [  981 16582 25250 25485]
SMsplice 3SS: [15601 24761 25319 25549]
top_k =  500
Partition function (log Z): -4.052258898994095

Sorted 5' Splice Sites (High to Low Probability):
Position 25485: 0.9997552998739162
Position 25250: 0.999696551199164
Position 981: 0.8716113569978541
Position 16582: 0.7091938123944773
Position 698: 0.12838864300214842
Position 25876: 0.04411999695654105
Position 27453: 0.03790866107528378
Position 26912: 0.03463134479580864
Position 26922: 0.031076716608611176
Position 25908: 0.01943309811364235
Position 26396: 0.015126420787267643
Position 25843: 0.01429535412593357
Position 25695: 0.009997030990132258
Position 27466: 0.00923611168414676
Position 26371: 0.008187596113313217
Position 25879: 0.004405790844488525
Position 26948: 0.004364998043788655
Position 26423: 0.004166692735160242
Position 26928: 0.002878395027964256
Position 25654: 0.0028173786385540375
Position 26666: 0.0021481992491993365
Position 26031: 0.0019888186393623303
Position 26884: 0.001914758477770875
Position 26228: 0.0011216245530083504
Position 27734: 0.0010838946033764072
Position 26893: 0.0008771010399497546
Position 25855: 0.0004694262429409813
Position 25998: 0.00035957623024820897
Position 27458: 0.00023378512203035555
Position 25819: 0.0002253390768943351
Position 27447: 0.00015566147507443528
Position 26054: 0.00014906619330096494
Position 27153: 0.0001250982292226181
Position 25429: 9.000984974579594e-05
Position 25489: 5.317262830013044e-05
Position 26478: 5.0983300348887806e-05
Position 26439: 2.88878201540354e-05
Position 26155: 1.8387058933337735e-05
Position 26315: 1.4132381087249086e-05
Position 25464: 1.1992614501412367e-05
Position 26625: 8.112151186710303e-06
Position 26037: 5.908958602402424e-07
Position 26010: 4.2159088001721777e-07
Position 25669: 4.15228787933383e-07
Position 26166: 1.606496947123042e-07
Position 26181: 9.293256649158669e-08
Position 25952: 6.82018985307456e-08
Position 26147: 5.48156120237117e-08
Position 25589: 4.703461093540917e-08
Position 26345: 2.4933097559348788e-08
Position 25577: 8.960042862221349e-09
Position 25637: 6.345267306107006e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 24761: 1.0000000000000022
Position 25319: 0.9996947239066942
Position 25549: 0.9925062834366892
Position 15601: 0.6413550020609892
Position 26978: 0.06502504222802308
Position 27541: 0.04340291757965833
Position 27519: 0.041674453728972244
Position 27019: 0.04060812479806696
Position 14354: 0.035560904623683644
Position 14912: 0.03227790570980465
Position 26467: 0.015994761470600635
Position 26712: 0.01489785833355905
Position 27585: 0.007396348294923862
Position 25558: 0.005862077778574474
Position 26274: 0.005620227802640379
Position 27601: 0.004667926605638369
Position 27793: 0.004570533603449231
Position 26776: 0.002560682134963988
Position 26289: 0.0013002537643125496
Position 27831: 0.0012329388761881535
Position 27942: 0.0011166379736413058
Position 27232: 0.0008751776055163239
Position 28002: 0.0008044679468784149
Position 26389: 0.0005801940454481336
Position 27499: 0.00044421769050877733
Position 28137: 0.0003679126726947204
Position 27703: 0.0002898154753972361
Position 27538: 0.00026266717309336474
Position 27114: 0.00021484166442682217
Position 26478: 0.0001994670645987404
Position 27974: 0.0001367632557478167
Position 26483: 0.0001260134200464631
Position 26724: 0.00012432166063564164
Position 27480: 0.00010725236030826301
Position 26040: 9.158339506901333e-05
Position 25714: 8.884410324870732e-05
Position 25768: 8.809884593363467e-05
Position 26936: 8.023661103167796e-05
Position 25911: 7.938851806594682e-05
Position 26645: 6.5819007130116e-05
Position 26247: 4.473654692508477e-05
Position 25805: 1.193872139410677e-05
Position 25577: 9.053741464654646e-06
Position 26173: 1.2273160003565182e-06
Position 26161: 1.165020925330639e-06
Position 25653: 2.4083998464799495e-07
Position 25777: 7.925483970812117e-08
Position 25751: 3.937822760505653e-08
Position 25612: 4.865341131806166e-10
