Gene = Bet1
index = 48
Annotated 5SS: [262]
Annotated 3SS: [318]
SMsplice 5SS: [214]
SMsplice 3SS: [318]
top_k =  500
Partition function (log Z): -4.869671160562041

Sorted 5' Splice Sites (High to Low Probability):
Position 214: 0.9246619264533344
Position 262: 0.06697083482994518
Position 716: 0.004767295489638945
Position 170: 0.004546171812518149
Position 605: 0.004295488005818042
Position 185: 0.002075055075298823
Position 700: 0.0017285947262692136
Position 706: 0.0009824244255465272
Position 271: 0.0009420431770695031
Position 643: 0.0005752563157141461
Position 518: 0.000568632665343248
Position 627: 0.00036054830087108177
Position 232: 0.00035290238268403007
Position 864: 0.00022930100317073676
Position 630: 0.00022620775153895135
Position 945: 0.00020680066718391018
Position 602: 0.0001948300963083149
Position 817: 0.00015267046263228755
Position 769: 0.00013850352477286348
Position 146: 0.0001069658532804005
Position 240: 9.875885771200707e-05
Position 668: 7.889526620278567e-05
Position 712: 7.537249225480206e-05
Position 226: 5.7910946145126086e-05
Position 709: 3.8499025210334985e-05
Position 97: 3.846604963694428e-05
Position 673: 3.6665749938650075e-05
Position 652: 3.354113983996221e-05
Position 791: 2.2739380869471948e-05
Position 463: 2.1596416367930878e-05
Position 83: 2.0415748867266968e-05
Position 354: 1.6561004005274302e-05
Position 201: 1.5946026842133628e-05
Position 747: 1.075481324783146e-05
Position 238: 1.0697443265165675e-05
Position 139: 7.805215106959257e-06
Position 905: 7.02370856800257e-06
Position 835: 5.444719100408428e-06
Position 759: 4.817646828678113e-06
Position 671: 4.352475315410755e-06
Position 35: 3.785310012797233e-06
Position 573: 3.026371450273768e-06
Position 157: 3.0116052731416947e-06
Position 779: 2.0881048234425986e-06
Position 88: 1.2271012537660247e-06
Position 951: 1.1496883276634274e-06
Position 490: 2.954366087001612e-07
Position 109: 2.5989266280871577e-07
Position 772: 1.376313129888418e-09
Position 752: 8.58801452414088e-10
Position 376: 5.616288292906243e-10
Position 297: 1.0343579355724816e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 318: 0.9959146116603265
Position 757: 0.00485050003447957
Position 897: 0.0030249095238506266
Position 883: 0.002203307022040415
Position 851: 0.0020090131905019333
Position 996: 0.001670271158002328
Position 768: 0.0008459358208265695
Position 382: 0.000826999013239674
Position 404: 0.0006372883244708984
Position 835: 0.0005194167528227374
Position 509: 0.0004938380540842065
Position 354: 0.00040314471385785887
Position 762: 0.0003341793702727893
Position 817: 0.0002150893020053346
Position 928: 0.00017128339024695616
Position 874: 0.00016227587555220206
Position 394: 0.00012944481171040683
Position 529: 0.00010415339435659521
Position 700: 3.7222066356673645e-05
Position 918: 3.604520669436086e-05
Position 855: 1.9631782216808886e-05
Position 905: 1.5729773217461553e-05
Position 169: 1.4854697460883456e-05
Position 198: 1.458067016324974e-05
Position 709: 9.911140065964991e-06
Position 859: 8.704940982955814e-06
Position 912: 7.878075363032167e-06
Position 622: 7.2960789206690214e-06
Position 144: 3.3158656270555105e-06
Position 100: 3.2807660538055914e-06
Position 157: 3.15908409061361e-06
Position 535: 2.553136120723454e-06
Position 939: 2.0122661859459137e-06
Position 921: 6.305695209001034e-07
Position 138: 6.118979787664254e-07
Position 97: 3.029071474669181e-07
Position 83: 1.3257658879161658e-07
Position 109: 1.729366450459369e-08
Position 183: 9.583700177454367e-09
Position 436: 6.4824293237897e-09
Position 451: 4.874957660889271e-09
Position 180: 3.929316841423493e-09
Position 517: 3.207639183772729e-09
Position 351: 1.0234098528034682e-09
Position 490: 7.656603407429129e-10
Position 472: 7.524801031740247e-10
Position 257: 3.57767790360159e-10
Position 475: 2.0015010306907154e-10
Position 102: 8.355858464181001e-11
Position 218: 7.934936400915912e-11
Position 175: 6.397338545380087e-12
Position 460: 4.4681082996338873e-13
Position 448: 3.215520717287957e-13
Position 469: 2.0273978429363628e-13
Position 266: 7.988866354956793e-17
