Gene = Hem
index = 1208
Annotated 5SS: [1388]
Annotated 3SS: [1452]
SMsplice 5SS: [1388]
SMsplice 3SS: [1452]
top_k =  500
Partition function (log Z): -5.516082784314508

Sorted 5' Splice Sites (High to Low Probability):
Position 1388: 0.9993843360175272
Position 1545: 0.31247796752097406
Position 3229: 0.09001011289691033
Position 430: 0.06292490195549344
Position 2645: 0.059687344778966596
Position 2067: 0.05865627940790551
Position 2880: 0.03579138878193484
Position 1848: 0.029261011323310313
Position 2529: 0.025561580462990546
Position 2650: 0.02513582054301586
Position 3174: 0.02447806884867226
Position 2200: 0.01711231680712681
Position 511: 0.010415900713530718
Position 30: 0.00903435433531119
Position 1695: 0.008085171885459635
Position 889: 0.007507135546317029
Position 1527: 0.0070156407834832115
Position 1531: 0.0060580993718328344
Position 1757: 0.005693012683545837
Position 1066: 0.003925428899307623
Position 806: 0.0035811541300548523
Position 2859: 0.0027205484893209515
Position 385: 0.0024804816195991256
Position 378: 0.0018542280308393821
Position 3258: 0.001826176402872682
Position 861: 0.0017444499893741418
Position 1162: 0.0017276305043779961
Position 1686: 0.00167636797416903
Position 84: 0.0016701682354029802
Position 1845: 0.0016517908981718466
Position 2655: 0.0016079949968443035
Position 468: 0.0010333159224398516
Position 1224: 0.0009893305698572368
Position 2054: 0.0009772040748138573
Position 751: 0.0008225650495202045
Position 2008: 0.0005278906643031753
Position 2812: 0.0004895350755410141
Position 3004: 0.0004758795391363559
Position 2517: 0.000424582386653053
Position 879: 0.00042027801245438816
Position 409: 0.000405794297783354
Position 2633: 0.00039950734203101826
Position 1139: 0.0002996441491366232
Position 1392: 0.0002944704363301651
Position 330: 0.0002878757785223256
Position 1937: 0.0002833507018849033
Position 456: 0.0002486554382182304
Position 1872: 0.0002360837074891301
Position 357: 0.00022857008217089128
Position 393: 0.00016962507264440556
Position 1916: 0.00014853627985402965
Position 1767: 0.00014577552679227967
Position 1891: 0.00014366129693570633
Position 601: 0.00013130746656773656
Position 37: 0.00013031702123679297
Position 1056: 0.00011522618962191101
Position 198: 0.00011280080156943564
Position 765: 0.00010203148862143669
Position 2064: 9.806346557634314e-05
Position 945: 9.713389075037651e-05
Position 1090: 9.030915065672872e-05
Position 1017: 8.61456252745823e-05
Position 1077: 7.747674417174737e-05
Position 360: 5.925348934145054e-05
Position 188: 4.843280550372072e-05
Position 1830: 4.155714497438357e-05
Position 90: 3.331784885453498e-05
Position 1186: 2.1558870096168484e-05
Position 1615: 2.08584748931881e-05
Position 35: 1.925840131187352e-05
Position 1027: 1.717901080676721e-05
Position 1900: 1.0617329336584925e-05
Position 2499: 1.0434211656860062e-05
Position 669: 7.175762950968501e-06
Position 1765: 3.977193067344031e-06
Position 816: 3.525647242794002e-06
Position 1563: 3.1519033943368265e-06
Position 148: 2.7171696482182254e-06
Position 1313: 2.490887273034947e-06
Position 127: 2.3968844620444595e-06
Position 1742: 2.3642011513233927e-06
Position 1654: 2.325594215294919e-06
Position 1574: 5.585213828207447e-07
Position 2047: 3.292582085530569e-07
Position 919: 7.58844814745246e-08
Position 47: 5.745411179029273e-08
Position 604: 4.662061113995185e-08
Position 49: 3.696481156524691e-08
Position 628: 2.4064972347102546e-08
Position 810: 2.0595732490349542e-08
Position 484: 1.736316657755025e-08
Position 884: 1.2960645050682883e-08
Position 640: 1.0492281213434288e-08
Position 146: 9.314573689118546e-09
Position 1946: 5.276049314330204e-09
Position 462: 2.983439220610691e-09
Position 1625: 5.402555343037002e-10
Position 1473: 1.8863011899102204e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 1452: 0.996905930728079
Position 2756: 0.17381521353431778
Position 3313: 0.15227929009071536
Position 2708: 0.12242714926783528
Position 1993: 0.045481832588470945
Position 1615: 0.045362115258591136
Position 638: 0.038317352292279505
Position 504: 0.03400198652661234
Position 1958: 0.02643486165519896
Position 2966: 0.024946162743282065
Position 2585: 0.02437897382527164
Position 3772: 0.020303494041947628
Position 2135: 0.019941509965291433
Position 1116: 0.011579891213539195
Position 3082: 0.010695673829022485
Position 2249: 0.0098895951605718
Position 1635: 0.007073966874390099
Position 1138: 0.005983319121383998
Position 915: 0.005530409654387493
Position 2402: 0.0051820265710369505
Position 1276: 0.004948979962766772
Position 1654: 0.004696116386237582
Position 2732: 0.0031293424667290935
Position 1632: 0.0029420092132544868
Position 2850: 0.002924125153494872
Position 2920: 0.0029239958942461567
Position 1843: 0.002868744214941984
Position 3270: 0.002716538994179536
Position 84: 0.002499645377553874
Position 2937: 0.0023209872267685176
Position 1017: 0.00230319511116812
Position 136: 0.002011627911055775
Position 856: 0.0019316521616134924
Position 1237: 0.0017039341214113558
Position 2456: 0.0013795647561850467
Position 2793: 0.0012077743774736164
Position 1476: 0.001030066039609923
Position 1677: 0.0009255283418091216
Position 3448: 0.0007806706930456147
Position 1946: 0.0007691914225229527
Position 792: 0.0006174719093855348
Position 2210: 0.0005556580884568084
Position 546: 0.0003529447537561834
Position 3406: 0.0003501872407967403
Position 2207: 0.00032028887475164987
Position 2053: 0.0002912524677363837
Position 2650: 0.0002868718069416112
Position 3809: 0.00025904669390484404
Position 237: 0.00022614387857547848
Position 3101: 0.00018323278757702323
Position 3830: 0.0001783439418260726
Position 1891: 0.00015466342500364584
Position 2148: 0.00010490178020860942
Position 442: 0.00010018903605680179
Position 2132: 9.372750887719097e-05
Position 2084: 8.308675867525398e-05
Position 2204: 7.381242036354996e-05
Position 732: 7.229948029472122e-05
Position 1686: 7.069831198297267e-05
Position 1457: 6.608462301494535e-05
Position 1875: 6.380815154219585e-05
Position 892: 6.335565577717947e-05
Position 90: 4.9905052869194825e-05
Position 105: 4.9870986633217036e-05
Position 1195: 4.7670475515437175e-05
Position 1511: 3.936336985479807e-05
Position 234: 2.5142912777801792e-05
Position 198: 2.3930814629834997e-05
Position 960: 2.296255343778648e-05
Position 853: 2.2691457584003142e-05
Position 178: 2.107000230788255e-05
Position 702: 1.9701492317944424e-05
Position 1061: 1.93608034786584e-05
Position 1352: 1.3232202664985293e-05
Position 654: 1.2106523344498342e-05
Position 806: 1.1457018094703069e-05
Position 1974: 7.96173857776009e-06
Position 1027: 7.148663289018991e-06
Position 645: 6.7494525172883715e-06
Position 415: 4.621234764396989e-06
Position 357: 4.578631516447318e-06
Position 576: 4.3095633761596855e-06
Position 1484: 3.800419631671089e-06
Position 1694: 3.581130914591269e-06
Position 1872: 3.4566568846801676e-06
Position 879: 3.2529189105237095e-06
Position 1851: 3.1274934161755048e-06
Position 240: 2.7525550252197012e-06
Position 330: 2.746679332354477e-06
Position 456: 2.7356457785104927e-06
Position 765: 2.611687017587517e-06
Position 309: 2.1124347282153756e-06
Position 390: 1.6708976715119692e-06
Position 447: 1.4187489776391253e-06
Position 313: 1.2517802742890784e-06
Position 1459: 1.009486429341238e-06
Position 1540: 7.748142735647413e-07
Position 1691: 6.871122076618509e-07
Position 1775: 1.1374460788057231e-07
Position 1467: 6.73276027731755e-08
Position 340: 6.254855091476332e-08
Position 1387: 2.438399665468156e-08
Position 378: 7.33028899590506e-10
Position 354: 6.548480514193795e-10
Position 244: 1.6307753965969895e-10
Position 1794: 3.802022315846325e-11
Position 336: 2.818067238964653e-11
