Gene = TSG101
index = 1541
Annotated 5SS: [ 383  583  739 1085 1437 1845]
Annotated 3SS: [ 497  672  808 1215 1497 1912]
SMsplice 5SS: [ 383  583  739  940 1085 1437 1845]
SMsplice 3SS: [ 497  672  808 1002 1215 1497 1912]
top_k =  500
Partition function (log Z): 22.740806844937897

Sorted 5' Splice Sites (High to Low Probability):
Position 1845: 0.998660099141783
Position 1085: 0.9924362075006301
Position 383: 0.9872504964044135
Position 583: 0.9776640818913209
Position 1437: 0.9520747471439239
Position 739: 0.8170312021471152
Position 940: 0.8126683555561578
Position 918: 0.05944489983439907
Position 1411: 0.046137856722940324
Position 219: 0.013097762114079075
Position 910: 0.012180512228555653
Position 632: 0.01073681774219087
Position 840: 0.006086561419358747
Position 72: 0.0044383127577188475
Position 37: 0.0035992607284886257
Position 578: 0.0031440302996341746
Position 788: 0.002699051289086783
Position 1415: 0.0015064964075480493
Position 833: 0.0011790797602867142
Position 1089: 0.0011752846655507054
Position 2145: 0.0008654113030666942
Position 99: 0.000864434755231287
Position 370: 0.0006917702058356522
Position 1603: 0.000607429290170184
Position 1091: 0.0004885141150401275
Position 1096: 0.00043551804602287017
Position 60: 0.00041594340114661316
Position 1591: 0.00023561289672534435
Position 1104: 0.00019587115898557264
Position 155: 0.00019114824361118752
Position 2199: 0.00018694824328692157
Position 1003: 0.0001802192449358405
Position 232: 0.0001525725906792065
Position 347: 0.0001478922179061847
Position 3: 0.00011480490289314302
Position 2125: 9.837399524875746e-05
Position 729: 8.339096381190135e-05
Position 1038: 8.090311325214745e-05
Position 1441: 7.889124071942919e-05
Position 2158: 7.694786402524002e-05
Position 2069: 7.239353325485909e-05
Position 1153: 6.722263920180007e-05
Position 1862: 6.0131266273171614e-05
Position 400: 5.297003967299552e-05
Position 2019: 5.163262456434528e-05
Position 275: 4.6316204434593726e-05
Position 922: 4.587038051885522e-05
Position 207: 4.118819625365631e-05
Position 62: 4.043427452745437e-05
Position 1667: 3.986440335655877e-05
Position 1987: 3.9668072880870434e-05
Position 2148: 3.608736896142316e-05
Position 1611: 3.456390686068936e-05
Position 1816: 3.284116249170517e-05
Position 79: 2.602170796199105e-05
Position 503: 2.410184430869914e-05
Position 1856: 2.3826279423204818e-05
Position 1849: 2.140001894679091e-05
Position 6: 1.9790868016627527e-05
Position 1653: 1.7421248877977348e-05
Position 1194: 1.6427895585134343e-05
Position 324: 1.5146783781464902e-05
Position 136: 1.4181587324268654e-05
Position 873: 1.4132898911101058e-05
Position 65: 1.406184263610866e-05
Position 180: 1.1993361101342508e-05
Position 638: 7.634019543256577e-06
Position 875: 6.362536224721818e-06
Position 726: 5.264755624089712e-06
Position 1733: 5.062220003138483e-06
Position 1291: 4.305059095110953e-06
Position 124: 4.101711586591752e-06
Position 2119: 4.0038171706600885e-06
Position 2086: 3.7048760958133804e-06
Position 1036: 3.2079019884412028e-06
Position 1307: 2.9955302048893433e-06
Position 183: 2.687583289159901e-06
Position 636: 2.683374908548589e-06
Position 880: 2.564534117916047e-06
Position 1975: 1.9455556327492096e-06
Position 1288: 1.7624267111438157e-06
Position 701: 1.6028564235000156e-06
Position 235: 1.4904886625821197e-06
Position 392: 1.144641689283099e-06
Position 537: 6.842643167260796e-07
Position 2175: 6.087669201306707e-07
Position 1334: 4.499449735835679e-07
Position 143: 3.6560648611447165e-07
Position 1326: 1.8706826534897458e-07
Position 688: 1.8659681105532358e-07
Position 1989: 1.2122125921031488e-07
Position 150: 8.546160879512109e-08
Position 497: 6.222330773305778e-08
Position 528: 1.1908010220635497e-08
Position 1913: 1.0679781541085978e-08
Position 548: 9.8502806426705e-09
Position 674: 3.727113069678043e-09
Position 531: 3.0532496365419438e-09
Position 540: 9.161823040572386e-10
Position 1354: 2.560747507724755e-11
Position 1514: 5.17145689806715e-12
Position 1243: 2.4781228700250397e-12
Position 507: 1.2455570254539478e-12
Position 1012: 9.607419126727086e-13
Position 1234: 5.798506213370608e-21

Sorted 3' Splice Sites (High to Low Probability):
Position 1912: 0.9987024998804943
Position 1497: 0.9936953003661223
Position 497: 0.988794106247246
Position 672: 0.9451374014275362
Position 1002: 0.8805498645750937
Position 808: 0.7632133322455423
Position 1215: 0.5751614633871646
Position 1275: 0.4115003622858113
Position 903: 0.06060291963975152
Position 861: 0.02940137021011938
Position 969: 0.015083602542739834
Position 1229: 0.00805768391463994
Position 275: 0.005322591727200032
Position 713: 0.005047494714840839
Position 299: 0.005041222534006423
Position 124: 0.004991480094922153
Position 1514: 0.004196740042300889
Position 688: 0.002647665641662246
Position 2264: 0.0015135934936032114
Position 158: 0.0012073690748448831
Position 1483: 0.0011755173340127253
Position 1194: 0.001065829717179024
Position 177: 0.0008797956673972107
Position 301: 0.0008210421483672875
Position 503: 0.0007812052307722533
Position 1562: 0.0007684930909988221
Position 105: 0.0006220701474275708
Position 524: 0.0004923849234929508
Position 315: 0.00044626587086609093
Position 1650: 0.0004084196934504019
Position 1690: 0.00030460500981170137
Position 556: 0.00028297597647587784
Position 909: 0.00027794426154297897
Position 636: 0.00026357703562194347
Position 196: 0.00023996180989981943
Position 155: 0.0001868829518045451
Position 760: 0.0001846583161995204
Position 771: 0.00017665264996771297
Position 1249: 0.00016717447714672612
Position 939: 0.00013950566224042022
Position 1647: 0.00013151328596566327
Position 695: 0.00010765349220066444
Position 200: 9.767877343683882e-05
Position 1725: 9.608020747659728e-05
Position 58: 6.550442491605207e-05
Position 1743: 4.300563707939672e-05
Position 1128: 4.0281168422587986e-05
Position 333: 3.3729598429742414e-05
Position 1938: 2.4840769357495225e-05
Position 1359: 1.7356786442181456e-05
Position 739: 1.5077412412579325e-05
Position 1047: 1.5060253275431928e-05
Position 2119: 1.3163078192899488e-05
Position 521: 1.139412972129535e-05
Position 2206: 1.0240346892211875e-05
Position 540: 8.227072724071674e-06
Position 205: 7.430316159287518e-06
Position 1752: 7.040888732499573e-06
Position 575: 6.576733172677334e-06
Position 1578: 5.764782919375704e-06
Position 1024: 4.735932227440157e-06
Position 1617: 4.2955977911232595e-06
Position 2199: 4.097252660411726e-06
Position 79: 3.7701404579612683e-06
Position 382: 3.7653616239468225e-06
Position 1777: 2.766071541186804e-06
Position 2015: 2.2696119236103973e-06
Position 1749: 2.2565971577906696e-06
Position 2066: 2.1143985088862715e-06
Position 1758: 1.5231113837304041e-06
Position 1066: 1.1366308281153344e-06
Position 1539: 6.843962682949701e-07
Position 2148: 6.704666488166696e-07
Position 370: 6.493851317351796e-07
Position 1053: 4.739166352254432e-07
Position 1653: 3.536247980400313e-07
Position 1549: 2.7878661465061206e-07
Position 1785: 2.3385131012717697e-07
Position 1733: 2.1607361986958978e-07
Position 1755: 1.9686692706137104e-07
Position 2027: 1.9506500123100689e-07
Position 2069: 1.9470241860400442e-07
Position 1674: 1.7183207058001244e-07
Position 2074: 1.536168426652653e-07
Position 2003: 1.36036569848388e-07
Position 1425: 1.3287748447908182e-07
Position 2091: 1.1348017059798869e-07
Position 352: 1.0323811348975622e-07
Position 1667: 9.866886781725553e-08
Position 577: 5.48063613897322e-08
Position 1596: 5.470202881701717e-08
Position 1875: 4.742695658128606e-08
Position 1986: 3.459644027756285e-08
Position 2081: 3.383555053330965e-08
Position 387: 3.1087150320969484e-08
Position 1886: 2.9496124691654383e-08
Position 620: 1.909123576901321e-10
Position 1120: 1.194282127658227e-10
Position 593: 9.230149290107452e-11
Position 603: 3.5833615519075654e-11
Position 587: 1.1983277414387954e-11
