Gene = Atac3
index = 34
Annotated 5SS: [ 447  858 1126 1289 1571 1960 2113 2238]
Annotated 3SS: [ 503  912 1267 1452 1633 2017 2167 2297]
SMsplice 5SS: [ 194  664  858 1126 1571 1960 2113 2238]
SMsplice 3SS: [ 314  728  912 1452 1633 2050 2167 2297]
top_k =  500
Partition function (log Z): 18.000908856930035

Sorted 5' Splice Sites (High to Low Probability):
Position 1571: 0.9984502983364407
Position 858: 0.9965194394462554
Position 1126: 0.9828903221820026
Position 1960: 0.9720307654266519
Position 2238: 0.8941404565407224
Position 194: 0.8479671195814686
Position 664: 0.8478788668581261
Position 2113: 0.7261602407122584
Position 447: 0.37948976527424705
Position 2779: 0.2337088597956219
Position 245: 0.0382204612404292
Position 36: 0.019048666960829883
Position 2793: 0.015984290484804445
Position 1100: 0.015218261367850212
Position 459: 0.007153821097248645
Position 1289: 0.005162848199095172
Position 76: 0.002971841431212063
Position 299: 0.0021270571213717125
Position 59: 0.002009921975813012
Position 470: 0.0016979870542094583
Position 1696: 0.0015825953432380784
Position 543: 0.0015004248416083965
Position 2430: 0.0010048143491959852
Position 1379: 0.00053873082359738
Position 833: 0.0005236419906720352
Position 1316: 0.0005039168584698093
Position 1992: 0.0004996387638316912
Position 198: 0.00027968326325398624
Position 1974: 0.0002562173164900544
Position 2756: 0.00020862856139954288
Position 840: 0.00017447012572495676
Position 1130: 0.0001608331490848284
Position 1979: 0.0001469270415899036
Position 2493: 0.0001423641952820878
Position 759: 0.0001409726050100557
Position 1575: 0.00013967078367575823
Position 1309: 0.00013145943655032438
Position 1179: 0.00011951104478680246
Position 17: 0.00010966789936565342
Position 2772: 0.00010850261798800457
Position 2117: 0.00010513755272178854
Position 2413: 9.138291855725572e-05
Position 1855: 7.921574527252583e-05
Position 1107: 6.644295673058073e-05
Position 1527: 4.471501351578004e-05
Position 1498: 4.467201552475528e-05
Position 810: 4.017265149653122e-05
Position 2562: 3.959632067264036e-05
Position 1876: 3.9471853029525084e-05
Position 2706: 3.67849687708216e-05
Position 1293: 3.490337359936815e-05
Position 2827: 3.333726589281148e-05
Position 587: 3.203903023573237e-05
Position 2712: 2.1082864836179903e-05
Position 668: 1.8526488448720197e-05
Position 2783: 1.794331682328551e-05
Position 606: 1.6524127170412062e-05
Position 107: 1.5746329350192173e-05
Position 2252: 1.3537063558809555e-05
Position 2405: 1.2543578136566657e-05
Position 1531: 1.2503632169382655e-05
Position 1743: 1.0451266987926722e-05
Position 41: 1.024138693163312e-05
Position 216: 9.734646142679286e-06
Position 2720: 7.399235551883545e-06
Position 615: 3.4232279378420813e-06
Position 221: 2.169951348493515e-06
Position 796: 1.8964194020513616e-06
Position 1945: 1.8929179765165072e-06
Position 405: 1.8904094364625688e-06
Position 375: 1.5175628385885322e-06
Position 400: 1.2048161427795225e-06
Position 1549: 1.0685754948257335e-06
Position 964: 9.229486407098741e-07
Position 1932: 6.90255623658794e-07
Position 1642: 5.171176511343814e-07
Position 2080: 5.048773336923165e-07
Position 2178: 4.6175092501358163e-07
Position 1041: 2.478696227582026e-07
Position 2222: 2.351176515249071e-09
Position 335: 9.877485273810137e-10
Position 358: 8.049336172420342e-10
Position 337: 6.13926825391209e-10
Position 378: 9.041364281922123e-11
Position 1471: 4.069192323426193e-11
Position 1071: 3.579307136725703e-11
Position 1060: 1.3389878745700988e-11
Position 981: 2.788760076377917e-12
Position 1510: 2.0202348159195704e-15
Position 325: 4.179696854611253e-18

Sorted 3' Splice Sites (High to Low Probability):
Position 912: 0.9978118309491307
Position 1633: 0.9907146146410012
Position 728: 0.8744254420230402
Position 1452: 0.7695711783046408
Position 2167: 0.7234449731816637
Position 2050: 0.6347444253535081
Position 314: 0.5860074498480793
Position 2297: 0.46063564980939786
Position 2303: 0.4047562623940509
Position 503: 0.33029531680727775
Position 2017: 0.2655840271636783
Position 1411: 0.21598167934742948
Position 3002: 0.1998089379365266
Position 358: 0.14672948520399157
Position 2012: 0.06147615173327837
Position 264: 0.054938952020949075
Position 335: 0.05026449858699736
Position 513: 0.036433641885049876
Position 274: 0.02765797150385346
Position 2839: 0.02472219357719444
Position 2475: 0.01291771035630061
Position 2320: 0.011980947897754456
Position 2897: 0.011214658666439411
Position 123: 0.011190290760084735
Position 1455: 0.010824469982222234
Position 2394: 0.010269323251326117
Position 2832: 0.010198602428268522
Position 299: 0.009493506746781247
Position 524: 0.006147494079675562
Position 1267: 0.005788723640454106
Position 94: 0.004133594889202861
Position 2972: 0.0037676684425787758
Position 1749: 0.00338294975509379
Position 2925: 0.0033322596339989937
Position 1690: 0.0028014310139974708
Position 783: 0.0021666412930726113
Position 193: 0.0021517190020531006
Position 2070: 0.0020624542463798723
Position 1674: 0.001711454675280136
Position 107: 0.0015865752554208759
Position 578: 0.0013668366449520464
Position 1777: 0.0012141790946409237
Position 530: 0.0012089043199023078
Position 1178: 0.0011370260792967905
Position 370: 0.0010078978413401946
Position 2657: 0.0009838234295377177
Position 2327: 0.0009581067408714201
Position 663: 0.000925887471397358
Position 1315: 0.0005556222030774187
Position 1415: 0.0005536416838939224
Position 2089: 0.00046899019934096823
Position 419: 0.00044984051718714886
Position 2204: 0.00040022997872854715
Position 981: 0.0003570392500645509
Position 1896: 0.0003013173926526419
Position 701: 0.00024453913149432785
Position 2600: 0.00023390005410853424
Position 2112: 0.00020546237296472966
Position 533: 0.000193985337878557
Position 2346: 0.00018227921947013535
Position 1332: 0.00017907436948377521
Position 758: 0.000158590707577064
Position 1701: 0.0001491264617634781
Position 2978: 0.00012848068288791252
Position 2453: 0.00010810218045518776
Position 2422: 0.00010729621439583064
Position 375: 8.88665915551035e-05
Position 1780: 8.109824848607494e-05
Position 2343: 7.065670412762696e-05
Position 393: 6.942529278819855e-05
Position 2356: 5.9695719073316546e-05
Position 987: 5.5962854966930434e-05
Position 707: 5.555541539876514e-05
Position 2228: 5.22378385928267e-05
Position 232: 4.672348250532322e-05
Position 752: 3.97617278288731e-05
Position 2149: 3.808219163141128e-05
Position 1861: 3.615022681268816e-05
Position 133: 3.520977157835879e-05
Position 2208: 2.95685455433837e-05
Position 957: 2.4522056299393668e-05
Position 1555: 2.4406297613420632e-05
Position 451: 2.4287375170054413e-05
Position 1498: 2.2488176214875613e-05
Position 1475: 1.9762615278277696e-05
Position 991: 1.9586874069580486e-05
Position 2444: 1.6124027179459336e-05
Position 2413: 1.587675417755681e-05
Position 1020: 1.5559845399831206e-05
Position 1522: 1.4117349659995874e-05
Position 1817: 1.3712228940789014e-05
Position 587: 1.2973066371309654e-05
Position 1336: 1.1370140368601438e-05
Position 1917: 1.1162136458929454e-05
Position 2360: 1.0454037301393204e-05
Position 1154: 7.4616753696695795e-06
Position 2588: 7.0033630772746855e-06
Position 165: 6.49147389782776e-06
Position 1274: 4.755042451474655e-06
Position 1920: 4.492297944068076e-06
Position 1537: 4.364181647883651e-06
Position 1468: 3.947986779078205e-06
Position 1054: 2.814575151035859e-06
Position 1289: 2.409334450893116e-06
Position 2138: 2.285555182508089e-06
Position 443: 2.183665713844828e-06
Position 1282: 1.5614161485983647e-06
Position 2080: 1.3914351178335128e-06
Position 488: 8.850613293821114e-07
Position 198: 7.455259947611902e-07
Position 1923: 5.708263620324717e-07
Position 204: 1.4070611320127692e-07
Position 1726: 1.1292719773272665e-07
Position 2222: 1.0884057176291742e-07
Position 1095: 1.3805575206721028e-08
Position 234: 6.186893463647011e-09
