Gene = Mcr
index = 1273
Annotated 5SS: [ 172 3220 7063 7320 7555 7729]
Annotated 3SS: [2369 3314 7125 7379 7622 7814]
SMsplice 5SS: [ 172 3220 7063 7320 7555 7729]
SMsplice 3SS: [2258 3314 7125 7379 7622 7814]
top_k =  500
Partition function (log Z): 16.99064251312627

Sorted 5' Splice Sites (High to Low Probability):
Position 7320: 0.9991454075746186
Position 7729: 0.9938714144483742
Position 3220: 0.9927466560480854
Position 7063: 0.983030805576245
Position 7555: 0.9779482558793133
Position 172: 0.7627539287973095
Position 1052: 0.1998580161673289
Position 2520: 0.1586936188142485
Position 5494: 0.07971120239944232
Position 88: 0.06734683121737185
Position 5383: 0.05250116039728927
Position 425: 0.03946712998254205
Position 8629: 0.029562350432470404
Position 2789: 0.026363480707037777
Position 1047: 0.0216350420040633
Position 3460: 0.021343244302024205
Position 2090: 0.02020802962299933
Position 2008: 0.019301159221011922
Position 7495: 0.015618506207770791
Position 673: 0.015046176338590522
Position 4294: 0.013872303942611755
Position 2306: 0.012561861048179546
Position 31: 0.012469386277451186
Position 43: 0.009645937516908705
Position 4669: 0.008913904932095835
Position 649: 0.008440532036191713
Position 2143: 0.005950861423665417
Position 8357: 0.005793884924028912
Position 7760: 0.00547203155016016
Position 3391: 0.004615666420235442
Position 2542: 0.003918743822584954
Position 226: 0.0039171300744743264
Position 373: 0.0030349965325369684
Position 7893: 0.0027851364085720353
Position 1059: 0.0025314762486295284
Position 47: 0.002460495822862084
Position 1311: 0.002390049068116704
Position 4003: 0.0023875761816363056
Position 3917: 0.00237935005716206
Position 3547: 0.0023423710179462653
Position 3517: 0.0020967495494107076
Position 1255: 0.0020725007475903764
Position 8082: 0.001994198660401946
Position 4506: 0.0015707321508038091
Position 379: 0.0015600588979763218
Position 4548: 0.0012982421781901098
Position 8274: 0.0012250542459226962
Position 347: 0.0011321981691476484
Position 336: 0.0009196186988786331
Position 3829: 0.0009008795688446373
Position 704: 0.000766043044278984
Position 4498: 0.000762245820738193
Position 4007: 0.0006666266900702683
Position 8053: 0.0006491703448135296
Position 4157: 0.0006168899481965646
Position 1646: 0.0006012444697616411
Position 7874: 0.0005947377098521003
Position 7733: 0.0005735467840240895
Position 994: 0.0005470642981411705
Position 5368: 0.0005235163242031132
Position 7493: 0.000489684366484436
Position 3621: 0.0004258141977964884
Position 3632: 0.000400836943391401
Position 8405: 0.00039333771356142046
Position 521: 0.0003462011557506143
Position 972: 0.00034108273237522116
Position 8642: 0.000336465187960116
Position 7961: 0.0002983074264194931
Position 321: 0.00029618618367199714
Position 5165: 0.0002487480437741095
Position 678: 0.00023144913049081696
Position 3607: 0.0002117243141660922
Position 7345: 0.00020511793496137362
Position 643: 0.00020115482099679935
Position 4827: 0.0002009065276607953
Position 2988: 0.00018494520998455259
Position 3480: 0.00018489716402897264
Position 7537: 0.00016816919156243637
Position 54: 0.00016380351353759956
