Gene = wac
index = 1934
Annotated 5SS: [220 588]
Annotated 3SS: [274 646]
SMsplice 5SS: [220 588]
SMsplice 3SS: [274 646]
top_k =  500
Partition function (log Z): -3.466871051479435

Sorted 5' Splice Sites (High to Low Probability):
Position 588: 0.9059966417628902
Position 220: 0.8999206825088194
Position 798: 0.10210048198507989
Position 571: 0.034841301541458626
Position 210: 0.019603755255583222
Position 594: 0.016059720565932044
Position 169: 0.0075941531105918935
Position 574: 0.0022982961753343634
Position 826: 0.0018983919213237642
Position 579: 0.0013508650046257556
Position 861: 0.0005369768346960614
Position 523: 0.00021600193404689078
Position 360: 0.00015435778655671187
Position 355: 0.00011416202467541079
Position 116: 7.778457099102844e-05
Position 102: 6.086578288645658e-05
Position 172: 4.660801145019145e-05
Position 224: 4.1530677643662474e-05
Position 839: 3.8190246130796475e-05
Position 872: 3.6151384349754565e-05
Position 511: 1.4818672535723404e-05
Position 339: 9.592677368500002e-06
Position 125: 9.55351360818171e-06
Position 84: 7.035110738762282e-06
Position 784: 6.583775446245694e-06
Position 690: 4.891244714465591e-06
Position 546: 1.7904741778321945e-06
Position 470: 1.6778939080890208e-06
Position 786: 1.4972153064852608e-06
Position 200: 1.1840170196054507e-06
Position 614: 5.433348426591549e-07
Position 154: 4.0788436727946363e-07
Position 298: 3.6588165177119486e-07
Position 687: 3.27850628927806e-07
Position 314: 2.448135049486249e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 646: 0.9643591721367989
Position 274: 0.8634553960316246
Position 872: 0.06130655530400165
Position 918: 0.04339683625176376
Position 319: 0.028422525497453034
Position 276: 0.024813250941756862
Position 504: 0.0035536600720710576
Position 245: 0.0011686133380719138
Position 480: 0.0010049578710868534
Position 477: 0.00032129438688285406
Position 614: 0.00028211752421636695
Position 285: 0.00020959291189384693
Position 345: 0.0001695890184016456
Position 339: 0.0001336398407678463
Position 698: 0.0001313351101164796
Position 292: 6.46499193672739e-05
Position 666: 6.155953824579369e-05
Position 728: 4.467029010434742e-05
Position 511: 3.460490751940202e-05
Position 324: 3.268190675785493e-05
Position 713: 2.266039545820361e-05
Position 493: 1.583065718117991e-05
Position 516: 9.768762793893019e-06
Position 360: 9.018335875425153e-06
Position 758: 8.742668921521673e-06
Position 196: 4.202009973271952e-06
Position 298: 4.023896787189639e-06
Position 526: 1.7100740002863472e-06
Position 767: 1.0001064870913215e-06
Position 353: 9.141197208678573e-07
Position 133: 8.369001682957066e-07
Position 294: 6.062037436726156e-07
Position 775: 3.733135081969418e-07
Position 210: 3.5601753431514807e-07
Position 166: 2.8166421904862345e-07
Position 172: 1.4222400381131833e-07
Position 558: 1.1100086794095696e-07
Position 797: 7.56607576925551e-08
Position 224: 4.370099873170915e-08
Position 534: 1.8001800080634476e-08
Position 555: 1.4718200239704705e-08
Position 161: 2.1298410537308165e-10
