Gene = Rad9
index = 1407
Annotated 5SS: [ 103  386  592 1556 1906]
Annotated 3SS: [ 158  439  699 1772 2200]
SMsplice 5SS: [103 386 592]
SMsplice 3SS: [158 439 699]
top_k =  500
Partition function (log Z): 3.6448452722430194

Sorted 5' Splice Sites (High to Low Probability):
Position 386: 0.9990467793567525
Position 592: 0.9726834212288218
Position 103: 0.6581802870890793
Position 1906: 0.272436992785507
Position 887: 0.2518075383827978
Position 1454: 0.19599586699057073
Position 1556: 0.09319594258692869
Position 602: 0.02403087622896223
Position 2139: 0.013483462963596506
Position 1625: 0.0118865116839916
Position 1744: 0.0088376665722997
Position 1235: 0.005796095517136525
Position 2021: 0.005503660716409314
Position 2069: 0.00434977985784524
Position 191: 0.0037897533648196795
Position 1700: 0.0027861592120922963
Position 1127: 0.002746034961522828
Position 1809: 0.001977588039998464
Position 1705: 0.0019562716258257054
Position 488: 0.0015025196071486659
Position 501: 0.0011623879897961747
Position 824: 0.0010939913014234878
Position 867: 0.0007920412880376192
Position 266: 0.0007088589724530836
Position 902: 0.0005172455794583981
Position 1217: 0.0004900262920212818
Position 791: 0.00023972205198213032
Position 608: 0.0001649794600182885
Position 1175: 0.00012243143699853357
Position 2269: 7.281935984619479e-05
Position 1725: 6.763156372830841e-05
Position 835: 6.578487714448203e-05
Position 1334: 6.448812842283973e-05
Position 1343: 5.7129190423101964e-05
Position 10: 5.704226825975747e-05
Position 626: 4.607223873414953e-05
Position 304: 4.338646337814815e-05
Position 880: 4.2006075218919706e-05
Position 2367: 4.134195932358126e-05
Position 794: 3.660094821228538e-05
Position 596: 3.312833132136151e-05
Position 979: 2.895872810308403e-05
Position 390: 2.5975630175103148e-05
Position 54: 2.1293043573715705e-05
Position 606: 1.5915608881974976e-05
Position 205: 9.348177022524881e-06
Position 158: 9.155608575410885e-06
Position 789: 8.838709668798538e-06
Position 173: 7.961813535219417e-06
Position 1160: 5.511672308603348e-06
Position 357: 4.491951740576959e-06
Position 295: 3.0682810174447884e-06
Position 280: 2.6854850009008633e-06
Position 952: 2.5717858137339072e-06
Position 367: 2.3397870431846965e-06
Position 302: 1.6607555898600453e-06
Position 1112: 1.5042744036025078e-06
Position 1095: 1.4088230584870596e-06
Position 365: 1.1191998032326755e-06
Position 419: 6.693263405670722e-07
Position 14: 4.96948655203776e-07
Position 440: 4.1069384416562364e-07
Position 416: 3.334658418057096e-07
Position 398: 2.915264046243775e-07
Position 445: 2.4157423766863497e-07
Position 184: 1.9411807624317803e-07
Position 450: 7.233597389500363e-08
Position 705: 1.3426623997375736e-08
Position 1051: 1.395503843111005e-09
Position 433: 4.76739405622913e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 439: 0.9940871504696216
Position 699: 0.9776981254935114
Position 158: 0.5633347708974407
Position 2200: 0.30809747642281776
Position 1772: 0.1859530758612823
Position 1585: 0.12785277186570612
Position 1282: 0.11104978387721369
Position 1978: 0.06550239005176639
Position 170: 0.05100356632272688
Position 235: 0.02347438656355895
Position 2293: 0.020075658816509058
Position 190: 0.01665232158895581
Position 1624: 0.014169445645183392
Position 1802: 0.009974433732123332
Position 1972: 0.00861420841704491
Position 266: 0.006784751205219123
Position 1679: 0.005150564084705705
Position 755: 0.005115640690709343
Position 1704: 0.004393284886592127
Position 2389: 0.0026870026223444286
Position 2011: 0.0025285606888992146
Position 487: 0.0024722196316914746
Position 1112: 0.002275302726027499
Position 1700: 0.0019190122148006728
Position 1503: 0.0018989086063937218
Position 1472: 0.0018697387631844437
Position 1996: 0.001603641272787146
Position 1649: 0.0015840783611824696
Position 1555: 0.001538543401444818
Position 475: 0.0014637501174364176
Position 1088: 0.001454718922187459
Position 1117: 0.0014489929564594573
Position 952: 0.0013714501802729337
Position 2008: 0.0013264927275929259
Position 1328: 0.0012104626417817402
Position 326: 0.0011410932987373807
Position 1358: 0.001034559869754108
Position 2463: 0.000974415233042915
Position 922: 0.0009289819707399237
Position 1756: 0.0008353066548513809
Position 1077: 0.0007056324887697599
Position 542: 0.0006196491354945197
Position 1534: 0.0005317195688279128
Position 445: 0.00040127833797205136
Position 2115: 0.0003994417808659129
Position 1018: 0.00030396717957445837
Position 1102: 0.0002946732245142623
Position 2031: 0.00028625775595890793
Position 718: 0.00026381612352458357
Position 2466: 0.00023701339667303242
Position 1265: 0.00022214252931308245
Position 2118: 0.00014555841810988415
Position 2241: 0.00013040076594693947
Position 1297: 0.00012791955082843806
Position 223: 0.00012612833171963896
Position 1587: 0.00010230465746952651
Position 580: 0.00010122436156653388
Position 505: 8.058990247290501e-05
Position 1217: 7.660282970767154e-05
Position 1391: 6.365801617146967e-05
Position 880: 5.209823291280848e-05
Position 340: 3.911510864497321e-05
Position 199: 2.6022121632979702e-05
Position 202: 2.5446025668062466e-05
Position 288: 2.2666940126436192e-05
Position 302: 1.8553421364237356e-05
Position 352: 1.7360651478235653e-05
Position 1363: 1.652316039388965e-05
Position 979: 1.3562064620815363e-05
Position 850: 1.1128934717135992e-05
Position 1197: 1.0886055177852022e-05
Position 1193: 6.502460630103887e-06
Position 1021: 6.382913021190781e-06
Position 886: 5.3870376259161735e-06
Position 143: 5.268170485597982e-06
Position 273: 4.9290656454080485e-06
Position 1123: 3.67080443689559e-06
Position 84: 2.892434006319969e-06
Position 1253: 2.1305469800634706e-06
Position 1222: 1.6326260197502252e-06
Position 120: 1.579987792547467e-06
Position 511: 7.643269322794493e-07
Position 1433: 7.228080891570184e-07
Position 54: 6.712229558166253e-07
Position 214: 6.566793599922348e-07
Position 520: 4.0565423113639356e-07
Position 757: 3.018106300542327e-07
Position 789: 2.8610347305025933e-07
Position 523: 1.604742056137914e-07
Position 416: 3.62421452827106e-08
Position 1312: 3.32813649972879e-08
Position 1158: 3.164529626542695e-08
Position 385: 1.0686089281530722e-08
Position 91: 6.363645651878414e-09
Position 398: 4.937051975277287e-09
Position 815: 4.754491347836837e-09
Position 424: 3.1129553270395943e-09
Position 835: 6.467657090089343e-10
Position 812: 5.260006761550375e-10
Position 862: 1.183798534313681e-10
Position 867: 1.0862341530338821e-10
Position 100: 1.078584917027836e-10
Position 824: 9.900164362048316e-11
Position 613: 5.647124443680364e-11
Position 775: 5.354902948697836e-11
Position 86: 2.833404310590412e-12
Position 102: 3.7625646381573586e-14
