Gene = sgl
index = 1870
Annotated 5SS: [ 362 2948]
Annotated 3SS: [2808 3430]
SMsplice 5SS: [ 362 2948]
SMsplice 3SS: [2808 3430]
top_k =  500
Partition function (log Z): -3.9325104790388554

Sorted 5' Splice Sites (High to Low Probability):
Position 2948: 0.9979429312411224
Position 362: 0.815827485240522
Position 1002: 0.4011787189376978
Position 1471: 0.2730772299538369
Position 2392: 0.1733596159663846
Position 3378: 0.04238990322204375
Position 995: 0.03932394078843831
Position 2551: 0.03418791009284852
Position 3287: 0.03309137837451719
Position 636: 0.02520723865136873
Position 640: 0.021161694316100158
Position 760: 0.020170917772126366
Position 2407: 0.019032832661382657
Position 3115: 0.017357030757353335
Position 676: 0.015896518074087002
Position 1189: 0.014139723341525289
Position 810: 0.009938128278346869
Position 967: 0.007567459940636839
Position 1698: 0.00717661327479836
Position 218: 0.006371858757527691
Position 4345: 0.005059853728458561
Position 788: 0.004406301303140152
Position 392: 0.0034930230768669863
Position 1595: 0.003310629750994098
Position 2384: 0.0029680513125621274
Position 2396: 0.0027676035718865967
Position 471: 0.0016345534689887835
Position 1496: 0.0015795895165133216
Position 200: 0.0015115439906104625
Position 2524: 0.0014244269596105045
Position 4591: 0.0013353191243497188
Position 4647: 0.0007235209813056185
Position 249: 0.0004823947606312176
Position 1050: 0.00047102247061740104
Position 4303: 0.00042424072707509874
Position 4612: 0.000417579601177437
Position 476: 0.0004089512891649948
Position 366: 0.0003878838270871768
Position 2959: 0.00034299943991823994
Position 1475: 0.0003364488958057809
Position 4777: 0.00033389713728664195
Position 482: 0.00031659270030216037
Position 480: 0.0003055317656635576
Position 478: 0.00028187448551394095
Position 484: 0.00027107549332782495
Position 3296: 0.0002000903927236862
Position 290: 0.0001956665872161926
Position 396: 0.0001564256315902766
Position 3119: 0.0001555540130294346
Position 2013: 0.00014708445219505757
Position 474: 0.00013126757806564027
Position 302: 0.00011110109714526715
Position 1084: 0.00011064864886449492
Position 614: 0.00010948269713729538
Position 420: 0.00010780735784912854
Position 34: 0.00010001316076405156
Position 1449: 7.801209148911748e-05
Position 103: 7.244639764347168e-05
Position 388: 6.930976084417638e-05
Position 3224: 6.812934702397286e-05
Position 426: 6.740285126248901e-05
Position 422: 6.586579816303251e-05
Position 424: 6.385274770625444e-05
Position 1721: 6.255590675330487e-05
Position 263: 5.9655391362051054e-05
Position 2952: 5.0472690305437236e-05
Position 857: 4.77831977238819e-05
Position 237: 4.7775986002545056e-05
Position 1793: 4.396996626770757e-05
Position 1089: 3.940925001086457e-05
Position 346: 3.2916071665727926e-05
Position 829: 2.6599249432863813e-05
Position 331: 1.8972588953038042e-05
Position 912: 1.7221296889978747e-05
Position 106: 8.760347420111101e-06
Position 915: 7.405887744515079e-06
Position 29: 5.199431048636538e-06
Position 486: 3.6213584870404946e-06
Position 407: 2.8753535333363715e-06
Position 4362: 2.729031892974262e-06
Position 7: 2.643946668352114e-06
Position 684: 1.573991789500332e-06
Position 1318: 8.312294715223875e-07
Position 2911: 3.1646486694362254e-07
Position 242: 1.6277911585733435e-07
Position 202: 1.4804491754103297e-07
Position 4: 1.2005994609822254e-07
Position 488: 4.7860508754734476e-08
Position 428: 3.9511395967180844e-08
Position 514: 3.714342993547589e-08
Position 561: 2.4703024057046217e-08
Position 430: 6.319468383799362e-09
Position 415: 6.051458966390409e-09
Position 516: 2.3277732163594627e-09
Position 13: 1.7981072943804063e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 3430: 0.9217707675061835
Position 2627: 0.47280872559161385
Position 2808: 0.4410181996382732
Position 1112: 0.32253351729234964
Position 875: 0.27326164881982384
Position 818: 0.08966809887787609
Position 857: 0.07175781171417123
Position 3002: 0.06406083383791038
Position 1548: 0.05329353990932502
Position 910: 0.046434211408778195
Position 3177: 0.0462346403987777
Position 2201: 0.024429642531078946
Position 3020: 0.022960642804033215
Position 1520: 0.02074851598405734
Position 3398: 0.018364856166285717
Position 1841: 0.013344063897216596
Position 2080: 0.01316120922973725
Position 879: 0.007738623410356285
Position 2230: 0.006972267359132712
Position 4410: 0.005895733569060712
Position 2465: 0.005514943502514041
Position 1689: 0.005429974535886227
Position 1156: 0.00493897821314528
Position 698: 0.004839959837390631
Position 1652: 0.004537085583438945
Position 3148: 0.004148272692222094
Position 915: 0.004065689126540972
Position 3370: 0.0037252096838072887
Position 2163: 0.0033999315454578934
Position 561: 0.0033568999624391626
Position 966: 0.002369743504249246
Position 1884: 0.0023324297891593863
Position 4672: 0.0022528298523710618
Position 2156: 0.0020689540377370696
Position 1745: 0.0019476686056198668
Position 1551: 0.0019127596592848754
Position 4723: 0.0015055659135969064
Position 3043: 0.0014837774110682698
Position 1715: 0.001472850825177891
Position 3407: 0.0011534718252953046
Position 1384: 0.0010729530816541036
Position 5016: 0.0009973679725224015
Position 4955: 0.0009588221483183711
Position 436: 0.0009018810434542092
Position 3436: 0.0008689760001571194
Position 3081: 0.0007934616921017084
Position 4853: 0.0006692754567887379
Position 4808: 0.0005649441035855224
Position 3217: 0.00045269511722662964
Position 636: 0.000416356707059133
Position 1142: 0.0004059829649591796
Position 1045: 0.00040523729259858243
Position 3105: 0.00033987505886929394
Position 767: 0.0003073764169990554
Position 676: 0.0002986858764304465
Position 4906: 0.0002843253315025451
Position 4488: 0.0002599572833487083
Position 4077: 0.000241918107565885
Position 4506: 0.00022630581455765196
Position 3183: 0.00021872326974172563
Position 1891: 0.00019986910727050417
Position 4461: 0.0001812027153089927
Position 684: 0.00017137242002119028
Position 1812: 0.00017111441673868419
Position 502: 0.00017045779061215024
Position 3110: 0.00016372206719331226
Position 1613: 0.00015400809321485507
Position 4239: 0.000149048362652806
Position 1668: 0.0001341261046426999
Position 1591: 0.0001289299308228033
Position 3816: 9.880900656225689e-05
Position 3296: 9.44723403366186e-05
Position 3847: 8.14207389134637e-05
Position 1038: 6.518063057343418e-05
Position 1436: 6.12904366484697e-05
Position 1765: 5.703728182114331e-05
Position 3492: 5.583627469325535e-05
Position 3287: 4.701714957283635e-05
Position 777: 3.6013360640689664e-05
Position 3239: 1.7774812807941514e-05
Position 1181: 1.7698947474751846e-05
Position 994: 1.08660429960855e-05
Position 829: 8.621822648741519e-06
Position 600: 8.037696627498853e-06
Position 708: 2.1554520085241875e-06
Position 310: 5.545991444654489e-07
Position 64: 4.922560127708574e-07
Position 403: 4.710287175421689e-07
Position 470: 2.0289074492274164e-07
Position 720: 1.5799069155223683e-07
Position 123: 1.2258804700465286e-07
Position 197: 5.547325407758105e-08
Position 217: 5.458158181897924e-08
Position 331: 5.2808815515163894e-08
Position 132: 3.56684285202465e-08
Position 103: 3.3524298015313785e-08
Position 94: 3.189363160776092e-08
Position 187: 2.2916233783511104e-08
Position 129: 1.995937828817783e-08
Position 474: 1.5035316592414943e-08
Position 438: 5.489976326535023e-09
Position 407: 4.628599824599542e-09
Position 458: 1.2381520540010665e-10
